date;Hours;Up;Down
13-03-2019;04 - 05;0;0
13-03-2019;05 - 06;0;0
13-03-2019;06 - 07;0;0
13-03-2019;07 - 08;0;0
13-03-2019;08 - 09;0;0
13-03-2019;09 - 10;0;0
13-03-2019;10 - 11;0;0
13-03-2019;11 - 12;136,5;0
13-03-2019;12 - 13;203,4;0
13-03-2019;13 - 14;173,7;0
13-03-2019;14 - 15;184,2;0
13-03-2019;15 - 16;0;0
13-03-2019;16 - 17;0;0
13-03-2019;17 - 18;0;0
13-03-2019;18 - 19;0;0
13-03-2019;19 - 20;0;0
13-03-2019;20 - 21;0;0
13-03-2019;21 - 22;0;0
13-03-2019;22 - 23;0;0
13-03-2019;23 - 00;153,7;0
14-03-2019;00 - 01;217;0
14-03-2019;01 - 02;206,8;0
14-03-2019;02 - 03;207,3;0
14-03-2019;03 - 04;318,6;0
14-03-2019;04 - 05;317,8;0
14-03-2019;05 - 06;299,9;0
14-03-2019;06 - 07;282,3;0
14-03-2019;07 - 08;215,4;0
14-03-2019;08 - 09;212,7;0
14-03-2019;09 - 10;265,4;0
14-03-2019;10 - 11;234,5;0
14-03-2019;11 - 12;252,3;0
14-03-2019;12 - 13;286,5;0
14-03-2019;13 - 14;272,6;0
14-03-2019;14 - 15;278,7;0
14-03-2019;15 - 16;269,1;0
14-03-2019;16 - 17;128;0
14-03-2019;17 - 18;149,6;0
14-03-2019;18 - 19;142,8;0
14-03-2019;19 - 20;146,8;0
14-03-2019;20 - 21;148,9;0
14-03-2019;21 - 22;164,9;0
14-03-2019;22 - 23;140,1;0
14-03-2019;23 - 00;0;0
15-03-2019;00 - 01;0;0,7
15-03-2019;01 - 02;0;0
15-03-2019;02 - 03;0;0
15-03-2019;03 - 04;0;0
15-03-2019;04 - 05;0;0
15-03-2019;05 - 06;0;0
15-03-2019;06 - 07;0;0
15-03-2019;07 - 08;0;0
15-03-2019;08 - 09;0;0
15-03-2019;09 - 10;0;0
15-03-2019;10 - 11;0;0
15-03-2019;11 - 12;0;0
15-03-2019;12 - 13;0;0
15-03-2019;13 - 14;0;0
15-03-2019;14 - 15;0;0
15-03-2019;15 - 16;0;0
15-03-2019;16 - 17;0;0
15-03-2019;17 - 18;0;0
15-03-2019;18 - 19;0;0
15-03-2019;19 - 20;0;0
15-03-2019;20 - 21;0;0
15-03-2019;21 - 22;0;232,8
15-03-2019;22 - 23;0;73,6
15-03-2019;23 - 00;0;720,8
16-03-2019;00 - 01;0;0
16-03-2019;01 - 02;0;0
16-03-2019;02 - 03;0;375,8
16-03-2019;03 - 04;0;0
16-03-2019;04 - 05;0;161,6
16-03-2019;05 - 06;0;0
16-03-2019;06 - 07;0;0
16-03-2019;07 - 08;0;0
16-03-2019;08 - 09;0;0
16-03-2019;09 - 10;0;0
16-03-2019;10 - 11;0;0
16-03-2019;11 - 12;0;0
16-03-2019;12 - 13;0;0
16-03-2019;13 - 14;0;0
16-03-2019;14 - 15;0;0
16-03-2019;15 - 16;0;0
16-03-2019;16 - 17;0;0
16-03-2019;17 - 18;0;0
16-03-2019;18 - 19;0;0
16-03-2019;19 - 20;0;0
16-03-2019;20 - 21;0;0
16-03-2019;21 - 22;0;0
16-03-2019;22 - 23;0;559,4
16-03-2019;23 - 00;0;513
17-03-2019;00 - 01;0;0
17-03-2019;01 - 02;0;0
17-03-2019;02 - 03;0;0
17-03-2019;03 - 04;0;0
17-03-2019;04 - 05;0;0
17-03-2019;05 - 06;0;0,3
17-03-2019;06 - 07;0;0
17-03-2019;07 - 08;0;0
17-03-2019;08 - 09;0;0
17-03-2019;09 - 10;0;109,2
17-03-2019;10 - 11;0;345,2
17-03-2019;11 - 12;0;504,4
17-03-2019;12 - 13;0;218,3
17-03-2019;13 - 14;0;156,8
17-03-2019;14 - 15;0;222,7
17-03-2019;15 - 16;0;395
17-03-2019;16 - 17;0;242,1
17-03-2019;17 - 18;0;0
17-03-2019;18 - 19;0;0
17-03-2019;19 - 20;0;0
17-03-2019;20 - 21;0;0
17-03-2019;21 - 22;0;217,7
17-03-2019;22 - 23;0;283,5
17-03-2019;23 - 00;0;522,8
18-03-2019;00 - 01;0;795,4
18-03-2019;01 - 02;0;1109,8
18-03-2019;02 - 03;0;1012,5
18-03-2019;03 - 04;0;1033,9
18-03-2019;04 - 05;0;962,7
18-03-2019;05 - 06;0;916
18-03-2019;06 - 07;0;805,4
18-03-2019;07 - 08;0;1584
18-03-2019;08 - 09;0;635,4
18-03-2019;09 - 10;0;0
18-03-2019;10 - 11;0;159,8
18-03-2019;11 - 12;0;144,2
18-03-2019;12 - 13;0;94,3
18-03-2019;13 - 14;0;0
18-03-2019;14 - 15;0;0
18-03-2019;15 - 16;0;0
18-03-2019;16 - 17;0;0
18-03-2019;17 - 18;0;0
18-03-2019;18 - 19;0;135,1
18-03-2019;19 - 20;0;1025,8
18-03-2019;20 - 21;0;967,5
18-03-2019;21 - 22;0;0
18-03-2019;22 - 23;0;153,8
18-03-2019;23 - 00;0;0
19-03-2019;00 - 01;0;408,5
19-03-2019;01 - 02;0;418,4
19-03-2019;02 - 03;0;0
19-03-2019;03 - 04;0;0
19-03-2019;04 - 05;0;0
19-03-2019;05 - 06;0;0
19-03-2019;06 - 07;0;0
19-03-2019;07 - 08;0;0
19-03-2019;08 - 09;0;0
19-03-2019;09 - 10;0;0
19-03-2019;10 - 11;0;0
19-03-2019;11 - 12;0;0
19-03-2019;12 - 13;0;0
19-03-2019;13 - 14;0;0
19-03-2019;14 - 15;0;0
19-03-2019;15 - 16;0;0
19-03-2019;16 - 17;0;0
19-03-2019;17 - 18;0;0
19-03-2019;18 - 19;0;0
19-03-2019;19 - 20;0;0
19-03-2019;20 - 21;0;0
19-03-2019;21 - 22;0;0
19-03-2019;22 - 23;0;0
19-03-2019;23 - 00;0;0
20-03-2019;00 - 01;0;0
20-03-2019;01 - 02;0;0
20-03-2019;02 - 03;0;0
20-03-2019;03 - 04;0;0
20-03-2019;04 - 05;0;0
20-03-2019;05 - 06;0;0
20-03-2019;06 - 07;0;0
20-03-2019;07 - 08;0;907
20-03-2019;08 - 09;0;387,8
20-03-2019;09 - 10;0;0
20-03-2019;10 - 11;0;0
20-03-2019;11 - 12;0;0
20-03-2019;12 - 13;0;0
20-03-2019;13 - 14;0;0
20-03-2019;14 - 15;0;0
20-03-2019;15 - 16;0;0
20-03-2019;16 - 17;0;0
20-03-2019;17 - 18;0;0
20-03-2019;18 - 19;10,9;0
20-03-2019;19 - 20;0;0
20-03-2019;20 - 21;0;0
20-03-2019;21 - 22;0;0
20-03-2019;22 - 23;0;0
20-03-2019;23 - 00;0;0
21-03-2019;00 - 01;0;0
21-03-2019;01 - 02;0;0
21-03-2019;02 - 03;0;0
21-03-2019;03 - 04;0;0
21-03-2019;04 - 05;0;0
21-03-2019;05 - 06;0;0
21-03-2019;06 - 07;0;579,2
21-03-2019;07 - 08;0;763,4
21-03-2019;08 - 09;0;742,8
21-03-2019;09 - 10;0;0
21-03-2019;10 - 11;0;0
21-03-2019;11 - 12;0;0
21-03-2019;12 - 13;0;0
21-03-2019;13 - 14;0;0
21-03-2019;14 - 15;0;0
21-03-2019;15 - 16;0;0
21-03-2019;16 - 17;0;0
21-03-2019;17 - 18;0;0
21-03-2019;18 - 19;0;0
21-03-2019;19 - 20;0;0
21-03-2019;20 - 21;0;0
21-03-2019;21 - 22;0;0
21-03-2019;22 - 23;0;0
21-03-2019;23 - 00;0;0
22-03-2019;00 - 01;0;0
22-03-2019;01 - 02;0;0
22-03-2019;02 - 03;0;0
22-03-2019;03 - 04;0;0
22-03-2019;04 - 05;0;0
22-03-2019;05 - 06;0;0
22-03-2019;06 - 07;0;0
22-03-2019;07 - 08;0;0
22-03-2019;08 - 09;0;0
22-03-2019;09 - 10;0;0
22-03-2019;10 - 11;0;0
22-03-2019;11 - 12;0;0
22-03-2019;12 - 13;0;0
22-03-2019;13 - 14;0;0
22-03-2019;14 - 15;0;0
22-03-2019;15 - 16;0;0
22-03-2019;16 - 17;0;0
22-03-2019;17 - 18;0;0
22-03-2019;18 - 19;0;0
22-03-2019;19 - 20;0;0
22-03-2019;20 - 21;0;0
22-03-2019;21 - 22;0;0
22-03-2019;22 - 23;0;0
22-03-2019;23 - 00;0;0
23-03-2019;00 - 01;0;0
23-03-2019;01 - 02;0;0
23-03-2019;02 - 03;0;0
23-03-2019;03 - 04;0;0
23-03-2019;04 - 05;0;0
23-03-2019;05 - 06;0;0
23-03-2019;06 - 07;0;0
23-03-2019;07 - 08;0;0
23-03-2019;08 - 09;0;0
23-03-2019;09 - 10;0;0
23-03-2019;10 - 11;0;0
23-03-2019;11 - 12;0;0
23-03-2019;12 - 13;0;0
23-03-2019;13 - 14;0,7;0
23-03-2019;14 - 15;0;0
23-03-2019;15 - 16;0;0
23-03-2019;16 - 17;0;0
23-03-2019;17 - 18;0;0
23-03-2019;18 - 19;0;0
23-03-2019;19 - 20;0;0
23-03-2019;20 - 21;0;0
23-03-2019;21 - 22;0;0
23-03-2019;22 - 23;0;0
23-03-2019;23 - 00;0;0
24-03-2019;00 - 01;0;0
24-03-2019;01 - 02;0;0
24-03-2019;02 - 03;0;0
24-03-2019;03 - 04;0;0
24-03-2019;04 - 05;0;0
24-03-2019;05 - 06;0;0
24-03-2019;06 - 07;0;0
24-03-2019;07 - 08;0;0
24-03-2019;08 - 09;0;0
24-03-2019;09 - 10;0;14,8
24-03-2019;10 - 11;0;0,3
24-03-2019;11 - 12;0;0
24-03-2019;12 - 13;0;0
24-03-2019;13 - 14;0;0
24-03-2019;14 - 15;0;0
24-03-2019;15 - 16;0;0
24-03-2019;16 - 17;0;0
24-03-2019;17 - 18;0;0
24-03-2019;18 - 19;0;0
24-03-2019;19 - 20;0;0
24-03-2019;20 - 21;0;0
24-03-2019;21 - 22;0;0
24-03-2019;22 - 23;0;0
24-03-2019;23 - 00;0;0
25-03-2019;00 - 01;0;0
25-03-2019;01 - 02;0;0
25-03-2019;02 - 03;0;0
25-03-2019;03 - 04;0;0
25-03-2019;04 - 05;0;0
25-03-2019;05 - 06;0;0
25-03-2019;06 - 07;0;0
25-03-2019;07 - 08;0;0
25-03-2019;08 - 09;0;0
25-03-2019;09 - 10;0;0
25-03-2019;10 - 11;0;0
25-03-2019;11 - 12;0;0
25-03-2019;12 - 13;0;0
25-03-2019;13 - 14;0;0
25-03-2019;14 - 15;0;0
25-03-2019;15 - 16;0;0
25-03-2019;16 - 17;0;0
25-03-2019;17 - 18;0;0
25-03-2019;18 - 19;0;0
25-03-2019;19 - 20;0;0
25-03-2019;20 - 21;0;222,6
25-03-2019;21 - 22;0;0
25-03-2019;22 - 23;0;0
25-03-2019;23 - 00;0;0
26-03-2019;00 - 01;0;0
26-03-2019;01 - 02;0;0
26-03-2019;02 - 03;0;0
26-03-2019;03 - 04;0;260,7
26-03-2019;04 - 05;0;144,2
26-03-2019;05 - 06;0;252,1
26-03-2019;06 - 07;0;204,2
26-03-2019;07 - 08;0;1115
26-03-2019;08 - 09;0;642,3
26-03-2019;09 - 10;0;0
26-03-2019;10 - 11;0;196,7
26-03-2019;11 - 12;0;0
26-03-2019;12 - 13;0;0
26-03-2019;13 - 14;0;0
26-03-2019;14 - 15;0;0
26-03-2019;15 - 16;0;0
26-03-2019;16 - 17;0;0
26-03-2019;17 - 18;0;0
26-03-2019;18 - 19;0;0
26-03-2019;19 - 20;0;0,3
26-03-2019;20 - 21;0;0
26-03-2019;21 - 22;0;0
26-03-2019;22 - 23;0;0
26-03-2019;23 - 00;0;0
27-03-2019;00 - 01;0;0
27-03-2019;01 - 02;0;0
27-03-2019;02 - 03;0;0
27-03-2019;03 - 04;0;0
27-03-2019;04 - 05;0;0
27-03-2019;05 - 06;0;0
27-03-2019;06 - 07;0;0
27-03-2019;07 - 08;0;0
27-03-2019;08 - 09;0;0
27-03-2019;09 - 10;0;0
27-03-2019;10 - 11;0;240,3
27-03-2019;11 - 12;0;0
27-03-2019;12 - 13;0;0
27-03-2019;13 - 14;0;0
27-03-2019;14 - 15;0;0
27-03-2019;15 - 16;0;0
27-03-2019;16 - 17;0;0
27-03-2019;17 - 18;0;0
27-03-2019;18 - 19;0;0
27-03-2019;19 - 20;0;0
27-03-2019;20 - 21;0;0
27-03-2019;21 - 22;0;0
27-03-2019;22 - 23;0;0
27-03-2019;23 - 00;0;0
28-03-2019;00 - 01;0;0
28-03-2019;01 - 02;0;0
28-03-2019;02 - 03;0;0
28-03-2019;03 - 04;0;0
28-03-2019;04 - 05;0,4;0
28-03-2019;05 - 06;0;0
28-03-2019;06 - 07;0;0
28-03-2019;07 - 08;0;0
28-03-2019;08 - 09;0;0
28-03-2019;09 - 10;0;0
28-03-2019;10 - 11;0;0
28-03-2019;11 - 12;0;0
28-03-2019;12 - 13;0;0
28-03-2019;13 - 14;0;0
28-03-2019;14 - 15;0;1,3
28-03-2019;15 - 16;0;0
28-03-2019;16 - 17;0;0
28-03-2019;17 - 18;0;0
28-03-2019;18 - 19;0;0
28-03-2019;19 - 20;0;0
28-03-2019;20 - 21;0;0
28-03-2019;21 - 22;0;0
28-03-2019;22 - 23;0;0
28-03-2019;23 - 00;0;0
29-03-2019;00 - 01;0;0
29-03-2019;01 - 02;0;0
29-03-2019;02 - 03;0;0
29-03-2019;03 - 04;0;255,3
29-03-2019;04 - 05;0;255,1
29-03-2019;05 - 06;0;0
29-03-2019;06 - 07;0;0
29-03-2019;07 - 08;0;0
29-03-2019;08 - 09;0;0
29-03-2019;09 - 10;0;0
29-03-2019;10 - 11;0;36,6
29-03-2019;11 - 12;0;152,4
29-03-2019;12 - 13;0;359,9
29-03-2019;13 - 14;0;204,1
29-03-2019;14 - 15;0;98
29-03-2019;15 - 16;0;0
29-03-2019;16 - 17;0;0
29-03-2019;17 - 18;0;0
29-03-2019;18 - 19;0;0
29-03-2019;19 - 20;0;0
29-03-2019;20 - 21;0;0
29-03-2019;21 - 22;0;0
29-03-2019;22 - 23;0;0
29-03-2019;23 - 00;0;0
30-03-2019;00 - 01;0;0
30-03-2019;01 - 02;0;0
30-03-2019;02 - 03;0;0
30-03-2019;03 - 04;0;0
30-03-2019;04 - 05;0;0
30-03-2019;05 - 06;0;0
30-03-2019;06 - 07;0;0
30-03-2019;07 - 08;0;0
30-03-2019;08 - 09;0;0
30-03-2019;09 - 10;0;0
30-03-2019;10 - 11;0;0
30-03-2019;11 - 12;0;0
30-03-2019;12 - 13;0;0
30-03-2019;13 - 14;0;0
30-03-2019;14 - 15;0;0
30-03-2019;15 - 16;0;0
30-03-2019;16 - 17;0;0
30-03-2019;17 - 18;0;0
30-03-2019;18 - 19;0;0
30-03-2019;19 - 20;0;0
30-03-2019;20 - 21;0;0
30-03-2019;21 - 22;0;0
30-03-2019;22 - 23;0;0
30-03-2019;23 - 00;0;0
31-03-2019;00 - 01;0;0
31-03-2019;01 - 02;0;0
31-03-2019;02 - 03;;
31-03-2019;03 - 04;0;0
31-03-2019;04 - 05;0;110,8
31-03-2019;05 - 06;0;476,8
31-03-2019;06 - 07;0;454,8
31-03-2019;07 - 08;0;414,3
31-03-2019;08 - 09;0;267,1
31-03-2019;09 - 10;0;0
31-03-2019;10 - 11;0;0
31-03-2019;11 - 12;0;0
31-03-2019;12 - 13;0;0
31-03-2019;13 - 14;0;0
31-03-2019;14 - 15;0;0
31-03-2019;15 - 16;0;0
31-03-2019;16 - 17;0;0
31-03-2019;17 - 18;0;0
31-03-2019;18 - 19;0;0
31-03-2019;19 - 20;0;0
31-03-2019;20 - 21;0;0
31-03-2019;21 - 22;0;0
31-03-2019;22 - 23;0;0
31-03-2019;23 - 00;0;0
01-04-2019;00 - 01;0;0
01-04-2019;01 - 02;0;0
01-04-2019;02 - 03;0;0
01-04-2019;03 - 04;0;0
01-04-2019;04 - 05;0;0
01-04-2019;05 - 06;0;0
01-04-2019;06 - 07;0;0
01-04-2019;07 - 08;0;0
01-04-2019;08 - 09;0;0
01-04-2019;09 - 10;0;0
01-04-2019;10 - 11;0;0
01-04-2019;11 - 12;0;0
01-04-2019;12 - 13;0;0
01-04-2019;13 - 14;0;0
01-04-2019;14 - 15;0;0
01-04-2019;15 - 16;0;0
01-04-2019;16 - 17;0;0
01-04-2019;17 - 18;0;0
01-04-2019;18 - 19;0;0
01-04-2019;19 - 20;0;0
01-04-2019;20 - 21;0;0
01-04-2019;21 - 22;0;372,3
01-04-2019;22 - 23;0;0
01-04-2019;23 - 00;0;0
02-04-2019;00 - 01;0;0
02-04-2019;01 - 02;0;0
02-04-2019;02 - 03;0;0
02-04-2019;03 - 04;0;0
02-04-2019;04 - 05;0;0
02-04-2019;05 - 06;0;0
02-04-2019;06 - 07;0;765,3
02-04-2019;07 - 08;0;1234
02-04-2019;08 - 09;0;1094
02-04-2019;09 - 10;0;0
02-04-2019;10 - 11;0;0
02-04-2019;11 - 12;0;0
02-04-2019;12 - 13;0;0
02-04-2019;13 - 14;0;198,5
02-04-2019;14 - 15;0;572,1
02-04-2019;15 - 16;0;759,3
02-04-2019;16 - 17;0;659,2
02-04-2019;17 - 18;0;175,5
02-04-2019;18 - 19;0;1591
02-04-2019;19 - 20;0;1726,7
02-04-2019;20 - 21;0;1573,6
02-04-2019;21 - 22;0;1286,1
02-04-2019;22 - 23;0;1401,1
02-04-2019;23 - 00;0;1166,6
03-04-2019;00 - 01;0;1142
03-04-2019;01 - 02;0;779
03-04-2019;02 - 03;0;280,8
03-04-2019;03 - 04;0;0
03-04-2019;04 - 05;0;0
03-04-2019;05 - 06;0;0
03-04-2019;06 - 07;0;0
03-04-2019;07 - 08;0;371,2
03-04-2019;08 - 09;0;516,4
03-04-2019;09 - 10;0;54,9
03-04-2019;10 - 11;0;0
03-04-2019;11 - 12;0;0
03-04-2019;12 - 13;0;201,5
03-04-2019;13 - 14;0;87,3
03-04-2019;14 - 15;0;0
03-04-2019;15 - 16;0;0
03-04-2019;16 - 17;0;0
03-04-2019;17 - 18;0;0
03-04-2019;18 - 19;0;0
03-04-2019;19 - 20;0;0
03-04-2019;20 - 21;0;0
03-04-2019;21 - 22;0;0
03-04-2019;22 - 23;0;0
03-04-2019;23 - 00;0;0
04-04-2019;00 - 01;0;0
04-04-2019;01 - 02;0;0
04-04-2019;02 - 03;0;0
04-04-2019;03 - 04;0;0
04-04-2019;04 - 05;0;0
04-04-2019;05 - 06;0;0
04-04-2019;06 - 07;0;0
04-04-2019;07 - 08;0;0
04-04-2019;08 - 09;0;0
04-04-2019;09 - 10;0;0
04-04-2019;10 - 11;0;0
04-04-2019;11 - 12;0;0
04-04-2019;12 - 13;0;0
04-04-2019;13 - 14;0;0
04-04-2019;14 - 15;0;0
04-04-2019;15 - 16;0;0
04-04-2019;16 - 17;0;0
04-04-2019;17 - 18;0;0
04-04-2019;18 - 19;0;0
04-04-2019;19 - 20;0;0
04-04-2019;20 - 21;0;0
04-04-2019;21 - 22;0;0
04-04-2019;22 - 23;0;0
04-04-2019;23 - 00;0;0
05-04-2019;00 - 01;0;0
05-04-2019;01 - 02;0;0
05-04-2019;02 - 03;0;0
05-04-2019;03 - 04;0;0
05-04-2019;04 - 05;0;0
05-04-2019;05 - 06;0;0
05-04-2019;06 - 07;0;0
05-04-2019;07 - 08;0;0
05-04-2019;08 - 09;0;0
05-04-2019;09 - 10;0;0
05-04-2019;10 - 11;0;0
05-04-2019;11 - 12;0;0
05-04-2019;12 - 13;0;0
05-04-2019;13 - 14;0;0
05-04-2019;14 - 15;0;0
05-04-2019;15 - 16;0;0
05-04-2019;16 - 17;0;0
05-04-2019;17 - 18;0;0
05-04-2019;18 - 19;0;0
05-04-2019;19 - 20;0;0
05-04-2019;20 - 21;0;0
05-04-2019;21 - 22;0;0
05-04-2019;22 - 23;0;0
05-04-2019;23 - 00;0;0
06-04-2019;00 - 01;0;0
06-04-2019;01 - 02;0;0
06-04-2019;02 - 03;0;0
06-04-2019;03 - 04;0;0
06-04-2019;04 - 05;0;0
06-04-2019;05 - 06;0;0
06-04-2019;06 - 07;0;0
06-04-2019;07 - 08;0;0
06-04-2019;08 - 09;0;0
06-04-2019;09 - 10;0;0
06-04-2019;10 - 11;0;0
06-04-2019;11 - 12;0;0
06-04-2019;12 - 13;0;0
06-04-2019;13 - 14;0;0
06-04-2019;14 - 15;0;0
06-04-2019;15 - 16;0;0
06-04-2019;16 - 17;0;0
06-04-2019;17 - 18;0;0
06-04-2019;18 - 19;0;0
06-04-2019;19 - 20;0;0
06-04-2019;20 - 21;0;694,8
06-04-2019;21 - 22;0;0
06-04-2019;22 - 23;0;0
06-04-2019;23 - 00;0;0
07-04-2019;00 - 01;0;0
07-04-2019;01 - 02;0;0
07-04-2019;02 - 03;0;0
07-04-2019;03 - 04;0;0
07-04-2019;04 - 05;0;0
07-04-2019;05 - 06;0;0
07-04-2019;06 - 07;0;0
07-04-2019;07 - 08;0;0
07-04-2019;08 - 09;0;0
07-04-2019;09 - 10;0;0
07-04-2019;10 - 11;0;0
07-04-2019;11 - 12;0;0
07-04-2019;12 - 13;0;0
07-04-2019;13 - 14;0;0
07-04-2019;14 - 15;0;0
07-04-2019;15 - 16;0;0
07-04-2019;16 - 17;0;0
07-04-2019;17 - 18;0;0
07-04-2019;18 - 19;0;0
07-04-2019;19 - 20;0;0
07-04-2019;20 - 21;0;0
07-04-2019;21 - 22;0;0
07-04-2019;22 - 23;0;0
07-04-2019;23 - 00;0;0
08-04-2019;00 - 01;0;0
08-04-2019;01 - 02;0;0
08-04-2019;02 - 03;0;0
08-04-2019;03 - 04;0;0
08-04-2019;04 - 05;0;0
08-04-2019;05 - 06;0;0
08-04-2019;06 - 07;0;0
08-04-2019;07 - 08;0;367,8
08-04-2019;08 - 09;0;752,3
08-04-2019;09 - 10;0;915,6
08-04-2019;10 - 11;0;1107,3
08-04-2019;11 - 12;0;914,3
08-04-2019;12 - 13;0;755,3
08-04-2019;13 - 14;0;480,5
08-04-2019;14 - 15;0;0
08-04-2019;15 - 16;0;0
08-04-2019;16 - 17;0;601,2
08-04-2019;17 - 18;0;1150,3
08-04-2019;18 - 19;0;1076,6
08-04-2019;19 - 20;0;1260,3
08-04-2019;20 - 21;0;1266,4
08-04-2019;21 - 22;0;1138,5
08-04-2019;22 - 23;0;0
08-04-2019;23 - 00;0;0
09-04-2019;00 - 01;0;0
09-04-2019;01 - 02;0;0
09-04-2019;02 - 03;0;0
09-04-2019;03 - 04;0;0
09-04-2019;04 - 05;0;0
09-04-2019;05 - 06;0;0
09-04-2019;06 - 07;0;118,9
09-04-2019;07 - 08;0;137,4
09-04-2019;08 - 09;0;0
09-04-2019;09 - 10;0;277,4
09-04-2019;10 - 11;0;331,6
09-04-2019;11 - 12;0;0
09-04-2019;12 - 13;0;0
09-04-2019;13 - 14;0;0
09-04-2019;14 - 15;0;0
09-04-2019;15 - 16;0;0
09-04-2019;16 - 17;0;0
09-04-2019;17 - 18;0;0
09-04-2019;18 - 19;0;0
09-04-2019;19 - 20;0;788,8
09-04-2019;20 - 21;0;908,2
09-04-2019;21 - 22;0;400
09-04-2019;22 - 23;0;0
09-04-2019;23 - 00;0;0
10-04-2019;00 - 01;0;0
10-04-2019;01 - 02;0;0
10-04-2019;02 - 03;0;0
10-04-2019;03 - 04;0;0
10-04-2019;04 - 05;0;0
10-04-2019;05 - 06;0;0
10-04-2019;06 - 07;0;0
10-04-2019;07 - 08;0;0
10-04-2019;08 - 09;0;0
10-04-2019;09 - 10;0;80
10-04-2019;10 - 11;0;0
10-04-2019;11 - 12;0;0
10-04-2019;12 - 13;0;0
10-04-2019;13 - 14;0;0
10-04-2019;14 - 15;0;0
10-04-2019;15 - 16;0;0
10-04-2019;16 - 17;0;0
10-04-2019;17 - 18;0;0
10-04-2019;18 - 19;0;0
10-04-2019;19 - 20;0;0
10-04-2019;20 - 21;0;0
10-04-2019;21 - 22;0;0
10-04-2019;22 - 23;0;0
10-04-2019;23 - 00;0;0
11-04-2019;00 - 01;0;0
11-04-2019;01 - 02;0;0
11-04-2019;02 - 03;0;0
11-04-2019;03 - 04;0;0
11-04-2019;04 - 05;0;0
11-04-2019;05 - 06;0;0
11-04-2019;06 - 07;0;0
11-04-2019;07 - 08;0;0
11-04-2019;08 - 09;0;0
11-04-2019;09 - 10;0;0
11-04-2019;10 - 11;0;0
11-04-2019;11 - 12;0;0
11-04-2019;12 - 13;0;0
11-04-2019;13 - 14;0;0
11-04-2019;14 - 15;0;0
11-04-2019;15 - 16;0;0
11-04-2019;16 - 17;0;0
11-04-2019;17 - 18;0;0
11-04-2019;18 - 19;0;0
11-04-2019;19 - 20;0;0
11-04-2019;20 - 21;0;0
11-04-2019;21 - 22;0;0
11-04-2019;22 - 23;0;0
11-04-2019;23 - 00;0;0
12-04-2019;00 - 01;0;0
12-04-2019;01 - 02;0;0
12-04-2019;02 - 03;0;0
12-04-2019;03 - 04;0;0
12-04-2019;04 - 05;0;0
12-04-2019;05 - 06;0;0
12-04-2019;06 - 07;0;0
12-04-2019;07 - 08;0;0
12-04-2019;08 - 09;0;0
12-04-2019;09 - 10;0;0
12-04-2019;10 - 11;0;0
12-04-2019;11 - 12;0;0
12-04-2019;12 - 13;0;0
12-04-2019;13 - 14;0;0
12-04-2019;14 - 15;0;0
12-04-2019;15 - 16;0;0
12-04-2019;16 - 17;0;0
12-04-2019;17 - 18;0;0
12-04-2019;18 - 19;0;0
12-04-2019;19 - 20;0;0
12-04-2019;20 - 21;0;0
12-04-2019;21 - 22;0;0
12-04-2019;22 - 23;0;0
12-04-2019;23 - 00;0;0
13-04-2019;00 - 01;0;0
13-04-2019;01 - 02;0;0
13-04-2019;02 - 03;0;0
13-04-2019;03 - 04;0;0
13-04-2019;04 - 05;0;0
13-04-2019;05 - 06;0;0
13-04-2019;06 - 07;0;0
13-04-2019;07 - 08;0;0
13-04-2019;08 - 09;0;0
13-04-2019;09 - 10;0;0
13-04-2019;10 - 11;0;0
13-04-2019;11 - 12;0;0
13-04-2019;12 - 13;0;0
13-04-2019;13 - 14;0;0
13-04-2019;14 - 15;0;0
13-04-2019;15 - 16;0;0
13-04-2019;16 - 17;0;0
13-04-2019;17 - 18;0;0
13-04-2019;18 - 19;0;0
13-04-2019;19 - 20;0;0
13-04-2019;20 - 21;0;0
13-04-2019;21 - 22;0;0
13-04-2019;22 - 23;0;0
13-04-2019;23 - 00;0;0
14-04-2019;00 - 01;0;0
14-04-2019;01 - 02;0;0
14-04-2019;02 - 03;0;0
14-04-2019;03 - 04;0;0
14-04-2019;04 - 05;0;0
14-04-2019;05 - 06;0;0
14-04-2019;06 - 07;0;0
14-04-2019;07 - 08;0;0
14-04-2019;08 - 09;0;0
14-04-2019;09 - 10;0;0
14-04-2019;10 - 11;0;0
14-04-2019;11 - 12;0;0
14-04-2019;12 - 13;0;0
14-04-2019;13 - 14;0;0
14-04-2019;14 - 15;0;0
14-04-2019;15 - 16;0;0
14-04-2019;16 - 17;0;0
14-04-2019;17 - 18;0;0
14-04-2019;18 - 19;0;0
14-04-2019;19 - 20;0;0
14-04-2019;20 - 21;0;210,2
14-04-2019;21 - 22;0;0
14-04-2019;22 - 23;0;0
14-04-2019;23 - 00;0;0
15-04-2019;00 - 01;0;0
15-04-2019;01 - 02;0;0
15-04-2019;02 - 03;0;0
15-04-2019;03 - 04;0;0
15-04-2019;04 - 05;0;0
15-04-2019;05 - 06;0;0
15-04-2019;06 - 07;0;0
15-04-2019;07 - 08;0;377,7
15-04-2019;08 - 09;0;491,3
15-04-2019;09 - 10;0;0
15-04-2019;10 - 11;0;0
15-04-2019;11 - 12;0;0
15-04-2019;12 - 13;0;0
15-04-2019;13 - 14;0;0
15-04-2019;14 - 15;0;0
15-04-2019;15 - 16;0;0
15-04-2019;16 - 17;0;0
15-04-2019;17 - 18;0;0
