date;Hours;Up;Down
17-10-2019;01 - 02;273,5;0
17-10-2019;02 - 03;335,2;0
17-10-2019;03 - 04;341,8;0
17-10-2019;04 - 05;281,4;0
17-10-2019;05 - 06;73,8;0
17-10-2019;06 - 07;0;0
17-10-2019;07 - 08;0;0
17-10-2019;08 - 09;0;0
17-10-2019;09 - 10;0;0
17-10-2019;10 - 11;210,9;0
17-10-2019;11 - 12;214,8;0
17-10-2019;12 - 13;199;0
17-10-2019;13 - 14;215,4;0
17-10-2019;14 - 15;0;0
17-10-2019;15 - 16;0;0
17-10-2019;16 - 17;216,3;0
17-10-2019;17 - 18;108,4;0
17-10-2019;18 - 19;0;0
17-10-2019;19 - 20;0;0
17-10-2019;20 - 21;0;0
17-10-2019;21 - 22;0;0
17-10-2019;22 - 23;0;0
17-10-2019;23 - 00;304,7;0
18-10-2019;00 - 01;0;0
18-10-2019;01 - 02;0;0
18-10-2019;02 - 03;0;0
18-10-2019;03 - 04;0;0
18-10-2019;04 - 05;0;0
18-10-2019;05 - 06;0;0
18-10-2019;06 - 07;0;0
18-10-2019;07 - 08;0;0
18-10-2019;08 - 09;0;0
18-10-2019;09 - 10;0;0
18-10-2019;10 - 11;0;0
18-10-2019;11 - 12;0;0
18-10-2019;12 - 13;0;0
18-10-2019;13 - 14;0;0
18-10-2019;14 - 15;0;0
18-10-2019;15 - 16;0;0
18-10-2019;16 - 17;0;0
18-10-2019;17 - 18;0;0
18-10-2019;18 - 19;0;0
18-10-2019;19 - 20;0;0
18-10-2019;20 - 21;0;0
18-10-2019;21 - 22;0;0
18-10-2019;22 - 23;0;0
18-10-2019;23 - 00;0;186
19-10-2019;00 - 01;0;0
19-10-2019;01 - 02;0;0
19-10-2019;02 - 03;0;0
19-10-2019;03 - 04;0;290,8
19-10-2019;04 - 05;0;0
19-10-2019;05 - 06;0;0
19-10-2019;06 - 07;0;188,7
19-10-2019;07 - 08;0;257,7
19-10-2019;08 - 09;0;275,6
19-10-2019;09 - 10;0;37,3
19-10-2019;10 - 11;0;0
19-10-2019;11 - 12;0;0
19-10-2019;12 - 13;0;0
19-10-2019;13 - 14;0;0
19-10-2019;14 - 15;0;89,7
19-10-2019;15 - 16;0;170
19-10-2019;16 - 17;0;0
19-10-2019;17 - 18;0;0
19-10-2019;18 - 19;0;0
19-10-2019;19 - 20;0;0
19-10-2019;20 - 21;0;0
19-10-2019;21 - 22;0;0
19-10-2019;22 - 23;0;0
19-10-2019;23 - 00;0;0
20-10-2019;00 - 01;0;1,1
20-10-2019;01 - 02;0;0
20-10-2019;02 - 03;0;7,3
20-10-2019;03 - 04;0;0
20-10-2019;04 - 05;0;80,8
20-10-2019;05 - 06;0;135,6
20-10-2019;06 - 07;0;46,1
20-10-2019;07 - 08;0;0
20-10-2019;08 - 09;0;0
20-10-2019;09 - 10;0;0
20-10-2019;10 - 11;0;0
20-10-2019;11 - 12;0;0
20-10-2019;12 - 13;0;0
20-10-2019;13 - 14;0;0
20-10-2019;14 - 15;0;0
20-10-2019;15 - 16;0;0
20-10-2019;16 - 17;0;0
20-10-2019;17 - 18;0;0
20-10-2019;18 - 19;0;0
20-10-2019;19 - 20;0;0
20-10-2019;20 - 21;0;0
20-10-2019;21 - 22;0;0
20-10-2019;22 - 23;0;0
20-10-2019;23 - 00;0;0
21-10-2019;00 - 01;0;87,2
21-10-2019;01 - 02;0;89,8
21-10-2019;02 - 03;0;90,3
21-10-2019;03 - 04;0;90,1
21-10-2019;04 - 05;0;88,7
21-10-2019;05 - 06;0;0
21-10-2019;06 - 07;0;0
21-10-2019;07 - 08;0;0
21-10-2019;08 - 09;0;0
21-10-2019;09 - 10;0;0
21-10-2019;10 - 11;0;0
21-10-2019;11 - 12;0;0
21-10-2019;12 - 13;0;0
21-10-2019;13 - 14;0;0
21-10-2019;14 - 15;0;0
21-10-2019;15 - 16;44,6;0
21-10-2019;16 - 17;118;0
21-10-2019;17 - 18;0;0
21-10-2019;18 - 19;73;0
21-10-2019;19 - 20;12,3;0
21-10-2019;20 - 21;0;0
21-10-2019;21 - 22;0;0
21-10-2019;22 - 23;0;0
21-10-2019;23 - 00;0;0
22-10-2019;00 - 01;0;0
22-10-2019;01 - 02;0;0
22-10-2019;02 - 03;0;0
22-10-2019;03 - 04;0;0
22-10-2019;04 - 05;0;0
22-10-2019;05 - 06;0;0
22-10-2019;06 - 07;0;0
22-10-2019;07 - 08;0;0
22-10-2019;08 - 09;0;0
22-10-2019;09 - 10;0;0
22-10-2019;10 - 11;0;0
22-10-2019;11 - 12;0;0
22-10-2019;12 - 13;0;0
22-10-2019;13 - 14;0;0
22-10-2019;14 - 15;0;0
22-10-2019;15 - 16;0;0
22-10-2019;16 - 17;0;0
22-10-2019;17 - 18;0;0
22-10-2019;18 - 19;0;0
22-10-2019;19 - 20;0;0
22-10-2019;20 - 21;0;0
22-10-2019;21 - 22;0;0
22-10-2019;22 - 23;0;0
22-10-2019;23 - 00;0;0
23-10-2019;00 - 01;0;0
23-10-2019;01 - 02;0;0
23-10-2019;02 - 03;0;308,5
23-10-2019;03 - 04;0;195
23-10-2019;04 - 05;0;68,8
23-10-2019;05 - 06;0;0
23-10-2019;06 - 07;0;0
23-10-2019;07 - 08;0;0
23-10-2019;08 - 09;0;0
23-10-2019;09 - 10;0;0
23-10-2019;10 - 11;0;0
23-10-2019;11 - 12;0;0
23-10-2019;12 - 13;0;0
23-10-2019;13 - 14;0;0
23-10-2019;14 - 15;0;0
23-10-2019;15 - 16;0;0
23-10-2019;16 - 17;0;0
23-10-2019;17 - 18;0;0
23-10-2019;18 - 19;0;0
23-10-2019;19 - 20;0;0
23-10-2019;20 - 21;0;0
23-10-2019;21 - 22;0;0
23-10-2019;22 - 23;0;0
23-10-2019;23 - 00;0;0
24-10-2019;00 - 01;0;0
24-10-2019;01 - 02;0;0
24-10-2019;02 - 03;0;0
24-10-2019;03 - 04;0;0
24-10-2019;04 - 05;0;0
24-10-2019;05 - 06;0;0
24-10-2019;06 - 07;0;0
24-10-2019;07 - 08;2,2;0
24-10-2019;08 - 09;0;0
24-10-2019;09 - 10;0;0
24-10-2019;10 - 11;0;0
24-10-2019;11 - 12;0;0
24-10-2019;12 - 13;0;0
24-10-2019;13 - 14;0;0
24-10-2019;14 - 15;0;0
24-10-2019;15 - 16;0;0
24-10-2019;16 - 17;0;0
24-10-2019;17 - 18;0;0
24-10-2019;18 - 19;0;0
24-10-2019;19 - 20;0;0
24-10-2019;20 - 21;0;0
24-10-2019;21 - 22;0;0
24-10-2019;22 - 23;0;0
24-10-2019;23 - 00;0;0
25-10-2019;00 - 01;0;162,8
25-10-2019;01 - 02;0;442,1
25-10-2019;02 - 03;0;621,8
25-10-2019;03 - 04;0;1059,2
25-10-2019;04 - 05;0;682,5
25-10-2019;05 - 06;0;480,8
25-10-2019;06 - 07;0;986,7
25-10-2019;07 - 08;0;539,3
25-10-2019;08 - 09;0;581,3
25-10-2019;09 - 10;0;135,6
25-10-2019;10 - 11;0;287
25-10-2019;11 - 12;0;241,2
25-10-2019;12 - 13;0;0
25-10-2019;13 - 14;0;312,7
25-10-2019;14 - 15;0;0
25-10-2019;15 - 16;0;0
25-10-2019;16 - 17;0;0
25-10-2019;17 - 18;0;0
25-10-2019;18 - 19;0;262,8
25-10-2019;19 - 20;0;59,8
25-10-2019;20 - 21;0;0
25-10-2019;21 - 22;0;0
25-10-2019;22 - 23;0;286,5
25-10-2019;23 - 00;0;771
26-10-2019;00 - 01;0;955
26-10-2019;01 - 02;0;1489,2
26-10-2019;02 - 03;0;1726,8
26-10-2019;03 - 04;0;2162,7
26-10-2019;04 - 05;0;1938,8
26-10-2019;05 - 06;0;2084,1
26-10-2019;06 - 07;0;1725,4
26-10-2019;07 - 08;0;627,6
26-10-2019;08 - 09;0;188,3
26-10-2019;09 - 10;0;0
26-10-2019;10 - 11;0;0
26-10-2019;11 - 12;0;0
26-10-2019;12 - 13;0;0
26-10-2019;13 - 14;0;0
26-10-2019;14 - 15;0;0
26-10-2019;15 - 16;0;0
26-10-2019;16 - 17;0;0
26-10-2019;17 - 18;0;0
26-10-2019;18 - 19;0;0
26-10-2019;19 - 20;0;0
26-10-2019;20 - 21;0;0
26-10-2019;21 - 22;0;0
26-10-2019;22 - 23;0;0
26-10-2019;23 - 00;0;0
27-10-2019;00 - 01;0;0
27-10-2019;01 - 02;0;0
27-10-2019;02 - 03;0;0
27-10-2019;02 - 03;0;106,1
27-10-2019;03 - 04;0;479,3
27-10-2019;04 - 05;0;955,9
27-10-2019;05 - 06;0;513,4
27-10-2019;06 - 07;0;580,3
27-10-2019;07 - 08;0;281,5
27-10-2019;08 - 09;0;247
27-10-2019;09 - 10;0;108,1
27-10-2019;10 - 11;0;389
27-10-2019;11 - 12;0;440,8
27-10-2019;12 - 13;0;425,8
27-10-2019;13 - 14;0;302,3
27-10-2019;14 - 15;0;0
27-10-2019;15 - 16;0;0
27-10-2019;16 - 17;0;207,8
27-10-2019;17 - 18;0;277,4
27-10-2019;18 - 19;0;960,4
27-10-2019;19 - 20;0;742,8
27-10-2019;20 - 21;0;38,8
27-10-2019;21 - 22;0;0
27-10-2019;22 - 23;0;0
27-10-2019;23 - 00;0;0
28-10-2019;00 - 01;0;0
28-10-2019;01 - 02;0;0
28-10-2019;02 - 03;0;0
28-10-2019;03 - 04;0;0
28-10-2019;04 - 05;0;0
28-10-2019;05 - 06;0;0
28-10-2019;06 - 07;0;0
28-10-2019;07 - 08;0;0
28-10-2019;08 - 09;0;0
28-10-2019;09 - 10;0;0
28-10-2019;10 - 11;0;0
28-10-2019;11 - 12;0;425,8
28-10-2019;12 - 13;0;284,8
28-10-2019;13 - 14;0;808,6
28-10-2019;14 - 15;0;759
28-10-2019;15 - 16;0;700,6
28-10-2019;16 - 17;0;0
28-10-2019;17 - 18;0;2,4
28-10-2019;18 - 19;0;0
28-10-2019;19 - 20;0;0
28-10-2019;20 - 21;0;0
28-10-2019;21 - 22;0;0
28-10-2019;22 - 23;0;0
28-10-2019;23 - 00;0;0
29-10-2019;00 - 01;0;0
29-10-2019;01 - 02;0;0
29-10-2019;02 - 03;173,7;0
29-10-2019;03 - 04;283,3;0
29-10-2019;04 - 05;266;0
29-10-2019;05 - 06;0;0
29-10-2019;06 - 07;0;0
29-10-2019;07 - 08;0;0
29-10-2019;08 - 09;0;0
29-10-2019;09 - 10;0;0
29-10-2019;10 - 11;0;0
29-10-2019;11 - 12;0;0
29-10-2019;12 - 13;0;0
29-10-2019;13 - 14;0;0
29-10-2019;14 - 15;0;0
29-10-2019;15 - 16;0;0
29-10-2019;16 - 17;0;0
29-10-2019;17 - 18;0;0
29-10-2019;18 - 19;0;0
29-10-2019;19 - 20;0;0
29-10-2019;20 - 21;0;0
29-10-2019;21 - 22;0;0
29-10-2019;22 - 23;0;0
29-10-2019;23 - 00;0;0
30-10-2019;00 - 01;289,6;0
30-10-2019;01 - 02;429;0
30-10-2019;02 - 03;516,3;0
30-10-2019;03 - 04;427;0
30-10-2019;04 - 05;311,9;0
30-10-2019;05 - 06;0;0
30-10-2019;06 - 07;0;0
30-10-2019;07 - 08;0;0
30-10-2019;08 - 09;0;0
30-10-2019;09 - 10;0;0
30-10-2019;10 - 11;0;0
30-10-2019;11 - 12;0;0
30-10-2019;12 - 13;0;0
30-10-2019;13 - 14;0;0
30-10-2019;14 - 15;0;0
30-10-2019;15 - 16;0;0
30-10-2019;16 - 17;0;0
30-10-2019;17 - 18;0;0
30-10-2019;18 - 19;0;0
30-10-2019;19 - 20;0;260,4
30-10-2019;20 - 21;0;245,2
30-10-2019;21 - 22;0;56,2
30-10-2019;22 - 23;0;113,5
30-10-2019;23 - 00;0;379,9
31-10-2019;00 - 01;0;0
31-10-2019;01 - 02;0;0
31-10-2019;02 - 03;0;0
31-10-2019;03 - 04;0;0
31-10-2019;04 - 05;0;0
31-10-2019;05 - 06;0;0
31-10-2019;06 - 07;0;0
31-10-2019;07 - 08;0;0
31-10-2019;08 - 09;0;0
31-10-2019;09 - 10;0;0
31-10-2019;10 - 11;0;0
31-10-2019;11 - 12;0;0
31-10-2019;12 - 13;0;0
31-10-2019;13 - 14;0;0
31-10-2019;14 - 15;0;0
31-10-2019;15 - 16;0;0
31-10-2019;16 - 17;0;0
31-10-2019;17 - 18;0;0
31-10-2019;18 - 19;0;0
31-10-2019;19 - 20;0;126,7
31-10-2019;20 - 21;0;0
31-10-2019;21 - 22;0;0
31-10-2019;22 - 23;0;0
31-10-2019;23 - 00;0;0
01-11-2019;00 - 01;0;0
01-11-2019;01 - 02;422,7;0
01-11-2019;02 - 03;0;0
01-11-2019;03 - 04;405,8;0
01-11-2019;04 - 05;257;0
01-11-2019;05 - 06;295,3;0
01-11-2019;06 - 07;0;0
01-11-2019;07 - 08;264,8;0
01-11-2019;08 - 09;0;0
01-11-2019;09 - 10;0;0
01-11-2019;10 - 11;0;0
01-11-2019;11 - 12;0;0
01-11-2019;12 - 13;0;0
01-11-2019;13 - 14;0;0
01-11-2019;14 - 15;0;109,8
01-11-2019;15 - 16;0;0
01-11-2019;16 - 17;189,4;0
01-11-2019;17 - 18;22,8;0
01-11-2019;18 - 19;219,1;0
01-11-2019;19 - 20;243,3;0
01-11-2019;20 - 21;457,1;0
01-11-2019;21 - 22;472,3;0
01-11-2019;22 - 23;395,1;0
01-11-2019;23 - 00;518,5;0
02-11-2019;00 - 01;442,8;0
02-11-2019;01 - 02;483,5;0
02-11-2019;02 - 03;376,8;0
02-11-2019;03 - 04;472,8;0
02-11-2019;04 - 05;320,3;0
02-11-2019;05 - 06;285,8;0
02-11-2019;06 - 07;365,8;0
02-11-2019;07 - 08;371,6;0
02-11-2019;08 - 09;371,3;0
02-11-2019;09 - 10;336,4;0
02-11-2019;10 - 11;437,1;0
02-11-2019;11 - 12;403,2;0
02-11-2019;12 - 13;404,7;0
02-11-2019;13 - 14;422,1;0
02-11-2019;14 - 15;346,4;0
02-11-2019;15 - 16;371,8;0
02-11-2019;16 - 17;372,7;0
02-11-2019;17 - 18;361,3;0
02-11-2019;18 - 19;281;0
02-11-2019;19 - 20;0;0
02-11-2019;20 - 21;108,7;0
02-11-2019;21 - 22;414;0
02-11-2019;22 - 23;441,9;0
02-11-2019;23 - 00;546;0
03-11-2019;00 - 01;585,2;0
03-11-2019;01 - 02;548,9;0
03-11-2019;02 - 03;329,3;0
03-11-2019;03 - 04;352,5;0
03-11-2019;04 - 05;442;0
03-11-2019;05 - 06;490,8;0
03-11-2019;06 - 07;462,5;0
03-11-2019;07 - 08;493,4;0
03-11-2019;08 - 09;261,6;0
03-11-2019;09 - 10;202,5;0
03-11-2019;10 - 11;444;0
03-11-2019;11 - 12;508;0
03-11-2019;12 - 13;464;0
03-11-2019;13 - 14;506,8;0
03-11-2019;14 - 15;576,1;0
03-11-2019;15 - 16;519,7;0
03-11-2019;16 - 17;439;0
03-11-2019;17 - 18;28,8;0
03-11-2019;18 - 19;0;0
03-11-2019;19 - 20;0;0
03-11-2019;20 - 21;0;0
03-11-2019;21 - 22;0;0
03-11-2019;22 - 23;488,8;0
03-11-2019;23 - 00;577,2;0
04-11-2019;00 - 01;269,2;0
04-11-2019;01 - 02;0;0
04-11-2019;02 - 03;0;0
04-11-2019;03 - 04;0;0
04-11-2019;04 - 05;0;0
04-11-2019;05 - 06;0;40,5
04-11-2019;06 - 07;0;365,1
04-11-2019;07 - 08;0;351,8
04-11-2019;08 - 09;0;636,2
04-11-2019;09 - 10;0;676,1
04-11-2019;10 - 11;0;677,3
04-11-2019;11 - 12;0;596,8
04-11-2019;12 - 13;0;570,8
04-11-2019;13 - 14;0;571,8
04-11-2019;14 - 15;0;658,7
04-11-2019;15 - 16;0;639,3
04-11-2019;16 - 17;0;628,3
04-11-2019;17 - 18;0;615,9
04-11-2019;18 - 19;0;662
04-11-2019;19 - 20;0;668,9
04-11-2019;20 - 21;0;606,3
04-11-2019;21 - 22;0;0
04-11-2019;22 - 23;0;0
04-11-2019;23 - 00;0;0
05-11-2019;00 - 01;0,3;0
05-11-2019;01 - 02;0;0
05-11-2019;02 - 03;0;0
05-11-2019;03 - 04;0;0
05-11-2019;04 - 05;0;0
05-11-2019;05 - 06;0;0
05-11-2019;06 - 07;0;0
05-11-2019;07 - 08;0;0
05-11-2019;08 - 09;0;256,8
05-11-2019;09 - 10;0;259,9
05-11-2019;10 - 11;0;90,3
05-11-2019;11 - 12;0;0
05-11-2019;12 - 13;0;0
05-11-2019;13 - 14;0;0
05-11-2019;14 - 15;0;0
05-11-2019;15 - 16;0;0
05-11-2019;16 - 17;0;0
05-11-2019;17 - 18;0;0
05-11-2019;18 - 19;0;0
05-11-2019;19 - 20;0;189,2
05-11-2019;20 - 21;0;0
05-11-2019;21 - 22;0;0
05-11-2019;22 - 23;70,3;0
05-11-2019;23 - 00;459,9;0
06-11-2019;00 - 01;486,7;0
06-11-2019;01 - 02;465;0
06-11-2019;02 - 03;395,3;0
06-11-2019;03 - 04;367,9;0
06-11-2019;04 - 05;386,6;0
06-11-2019;05 - 06;304,6;0
06-11-2019;06 - 07;0;0
06-11-2019;07 - 08;167,4;0
06-11-2019;08 - 09;199,3;0
06-11-2019;09 - 10;114,3;0
06-11-2019;10 - 11;91,9;0
06-11-2019;11 - 12;0;0
06-11-2019;12 - 13;0;0
06-11-2019;13 - 14;0;0
06-11-2019;14 - 15;169,3;0
06-11-2019;15 - 16;63,6;0
06-11-2019;16 - 17;32,3;0
06-11-2019;17 - 18;232,3;0
06-11-2019;18 - 19;0;0
06-11-2019;19 - 20;0;0
06-11-2019;20 - 21;0;0
06-11-2019;21 - 22;0;0
06-11-2019;22 - 23;0;0
06-11-2019;23 - 00;226,8;0
07-11-2019;00 - 01;331,9;0
07-11-2019;01 - 02;222,1;0
07-11-2019;02 - 03;227,1;0
07-11-2019;03 - 04;161,3;0
07-11-2019;04 - 05;252,5;0
07-11-2019;05 - 06;388,9;0
07-11-2019;06 - 07;171,7;0
07-11-2019;07 - 08;14,6;0
07-11-2019;08 - 09;259,7;0
07-11-2019;09 - 10;39,9;0
07-11-2019;10 - 11;258,5;0
07-11-2019;11 - 12;282;0
07-11-2019;12 - 13;277,3;0
07-11-2019;13 - 14;326,2;0
07-11-2019;14 - 15;292,1;0
07-11-2019;15 - 16;347,7;0
07-11-2019;16 - 17;271,9;0
07-11-2019;17 - 18;338,5;0
07-11-2019;18 - 19;0;0
07-11-2019;19 - 20;0;0
07-11-2019;20 - 21;0;0
07-11-2019;21 - 22;321,8;0
07-11-2019;22 - 23;222,8;0
07-11-2019;23 - 00;0;0
08-11-2019;00 - 01;0;0
08-11-2019;01 - 02;0;0
08-11-2019;02 - 03;0;0
08-11-2019;03 - 04;159;0
08-11-2019;04 - 05;0;0
08-11-2019;05 - 06;0;0
08-11-2019;06 - 07;0;0
08-11-2019;07 - 08;0;686,8
08-11-2019;08 - 09;0;0
08-11-2019;09 - 10;0;282,5
08-11-2019;10 - 11;0;745,7
08-11-2019;11 - 12;0;536,3
08-11-2019;12 - 13;0;488,1
08-11-2019;13 - 14;0;0
08-11-2019;14 - 15;0;162,5
08-11-2019;15 - 16;0;28,5
08-11-2019;16 - 17;0,7;0
08-11-2019;17 - 18;0;0
08-11-2019;18 - 19;45,2;0
08-11-2019;19 - 20;0;0
08-11-2019;20 - 21;0;0
08-11-2019;21 - 22;0;0
08-11-2019;22 - 23;0;0
08-11-2019;23 - 00;0;0
09-11-2019;00 - 01;0;0
09-11-2019;01 - 02;0;0
09-11-2019;02 - 03;0;0
09-11-2019;03 - 04;0;0
09-11-2019;04 - 05;0;0
09-11-2019;05 - 06;0;0
09-11-2019;06 - 07;0;0
09-11-2019;07 - 08;0;0
09-11-2019;08 - 09;0;0
09-11-2019;09 - 10;0;0
09-11-2019;10 - 11;0;0
09-11-2019;11 - 12;0;0
09-11-2019;12 - 13;0;0
09-11-2019;13 - 14;0;0
09-11-2019;14 - 15;0;0
09-11-2019;15 - 16;0;0
09-11-2019;16 - 17;0;0
09-11-2019;17 - 18;0;0
09-11-2019;18 - 19;0;0
09-11-2019;19 - 20;0;0
09-11-2019;20 - 21;0;0
09-11-2019;21 - 22;0;0
09-11-2019;22 - 23;0;0
09-11-2019;23 - 00;0;79,6
10-11-2019;00 - 01;0;337,9
10-11-2019;01 - 02;0;370,8
10-11-2019;02 - 03;0;252,1
10-11-2019;03 - 04;0;133,5
10-11-2019;04 - 05;0;48,5
10-11-2019;05 - 06;0;131,8
10-11-2019;06 - 07;0;333,3
10-11-2019;07 - 08;0;232,4
10-11-2019;08 - 09;0;279,2
10-11-2019;09 - 10;0;92,6
10-11-2019;10 - 11;0;0
10-11-2019;11 - 12;0;0
10-11-2019;12 - 13;0;0
10-11-2019;13 - 14;0;0
10-11-2019;14 - 15;0;0
10-11-2019;15 - 16;0;0
10-11-2019;16 - 17;0;0
10-11-2019;17 - 18;0;0
10-11-2019;18 - 19;0;2,6
10-11-2019;19 - 20;0;0
10-11-2019;20 - 21;0;0
10-11-2019;21 - 22;0;0
10-11-2019;22 - 23;0;0
10-11-2019;23 - 00;0;0
11-11-2019;00 - 01;0;0
11-11-2019;01 - 02;0;0
11-11-2019;02 - 03;0;0
11-11-2019;03 - 04;0;0
11-11-2019;04 - 05;0;0
11-11-2019;05 - 06;0;0
11-11-2019;06 - 07;185;0
11-11-2019;07 - 08;0;0
11-11-2019;08 - 09;0;0
11-11-2019;09 - 10;0;218,2
11-11-2019;10 - 11;0;510,3
11-11-2019;11 - 12;0;906,1
11-11-2019;12 - 13;0;867,3
11-11-2019;13 - 14;0;469,8
11-11-2019;14 - 15;0;169,7
11-11-2019;15 - 16;0;324,1
11-11-2019;16 - 17;0;604,8
11-11-2019;17 - 18;0;396,8
11-11-2019;18 - 19;0;737,8
11-11-2019;19 - 20;0;543,5
11-11-2019;20 - 21;0;0
11-11-2019;21 - 22;50,6;0
11-11-2019;22 - 23;0;0
11-11-2019;23 - 00;0;0
12-11-2019;00 - 01;0;143,4
12-11-2019;01 - 02;0;215,9
12-11-2019;02 - 03;0;228,5
12-11-2019;03 - 04;0;259,8
12-11-2019;04 - 05;0;441,1
12-11-2019;05 - 06;0;525,1
12-11-2019;06 - 07;0;604,5
12-11-2019;07 - 08;0;1030,9
12-11-2019;08 - 09;0;630,8
12-11-2019;09 - 10;0;315,8
12-11-2019;10 - 11;0;0
12-11-2019;11 - 12;0;0
12-11-2019;12 - 13;0;0
12-11-2019;13 - 14;0;0
12-11-2019;14 - 15;0;561,3
12-11-2019;15 - 16;0;273,1
12-11-2019;16 - 17;0;0
12-11-2019;17 - 18;0;0
12-11-2019;18 - 19;0;0
12-11-2019;19 - 20;0;188,3
12-11-2019;20 - 21;0;0
12-11-2019;21 - 22;0;0
12-11-2019;22 - 23;0;0
12-11-2019;23 - 00;0;0
13-11-2019;00 - 01;0;0
13-11-2019;01 - 02;0;0
13-11-2019;02 - 03;0;0
13-11-2019;03 - 04;0;0
13-11-2019;04 - 05;0;0
13-11-2019;05 - 06;0;0
13-11-2019;06 - 07;0;0
13-11-2019;07 - 08;0,9;0
13-11-2019;08 - 09;0;0
13-11-2019;09 - 10;0;0
13-11-2019;10 - 11;0;412,2
13-11-2019;11 - 12;0;289,3
13-11-2019;12 - 13;0;422,8
13-11-2019;13 - 14;0;0
13-11-2019;14 - 15;0;452,6
13-11-2019;15 - 16;0;332,8
13-11-2019;16 - 17;0;0
13-11-2019;17 - 18;0;0
13-11-2019;18 - 19;0;0
13-11-2019;19 - 20;0;0
13-11-2019;20 - 21;0;0
13-11-2019;21 - 22;0;0
13-11-2019;22 - 23;0;0
13-11-2019;23 - 00;0;58,6
14-11-2019;00 - 01;0;20,5
14-11-2019;01 - 02;0;194,1
14-11-2019;02 - 03;0;152,7
14-11-2019;03 - 04;0;0
14-11-2019;04 - 05;0;0
14-11-2019;05 - 06;0;110,3
14-11-2019;06 - 07;0;0
14-11-2019;07 - 08;0;0
14-11-2019;08 - 09;0;0
14-11-2019;09 - 10;0;0
14-11-2019;10 - 11;0;0
14-11-2019;11 - 12;0;0
14-11-2019;12 - 13;0;0
14-11-2019;13 - 14;0;0
14-11-2019;14 - 15;0;0
14-11-2019;15 - 16;0;0
14-11-2019;16 - 17;0;0
14-11-2019;17 - 18;0;0
14-11-2019;18 - 19;0;0
14-11-2019;19 - 20;0;0
14-11-2019;20 - 21;0;0
14-11-2019;21 - 22;0;0
14-11-2019;22 - 23;0;0
14-11-2019;23 - 00;0;0
15-11-2019;00 - 01;0;0
15-11-2019;01 - 02;0;0
15-11-2019;02 - 03;0;0
15-11-2019;03 - 04;0;15,3
15-11-2019;04 - 05;0;275,8
15-11-2019;05 - 06;0;0
15-11-2019;06 - 07;0;0
15-11-2019;07 - 08;0;0
15-11-2019;08 - 09;0;0
15-11-2019;09 - 10;0;0
15-11-2019;10 - 11;0;0
15-11-2019;11 - 12;0;0
15-11-2019;12 - 13;0;0
15-11-2019;13 - 14;0;0
15-11-2019;14 - 15;0;0
15-11-2019;15 - 16;0;773
15-11-2019;16 - 17;0;894,8
15-11-2019;17 - 18;0;1116,6
15-11-2019;18 - 19;0;863,6
15-11-2019;19 - 20;0;709,5
15-11-2019;20 - 21;0;361,3
15-11-2019;21 - 22;0;42,6
15-11-2019;22 - 23;0;0
15-11-2019;23 - 00;0;0
16-11-2019;00 - 01;0;0
16-11-2019;01 - 02;0;0
16-11-2019;02 - 03;0;0
16-11-2019;03 - 04;173,6;0
16-11-2019;04 - 05;174,1;0
16-11-2019;05 - 06;6,8;0
16-11-2019;06 - 07;0;0
16-11-2019;07 - 08;0;0
16-11-2019;08 - 09;0;0
16-11-2019;09 - 10;0;0
16-11-2019;10 - 11;0;0
16-11-2019;11 - 12;0;0
16-11-2019;12 - 13;0;0
16-11-2019;13 - 14;0;0
16-11-2019;14 - 15;0;0
16-11-2019;15 - 16;0;0
16-11-2019;16 - 17;0;0
16-11-2019;17 - 18;0;0
16-11-2019;18 - 19;0;0
16-11-2019;19 - 20;0;0
16-11-2019;20 - 21;0;0
16-11-2019;21 - 22;0;0
16-11-2019;22 - 23;0;0
16-11-2019;23 - 00;0;14
17-11-2019;00 - 01;0;0
17-11-2019;01 - 02;0;0
17-11-2019;02 - 03;0;0
17-11-2019;03 - 04;0;0
17-11-2019;04 - 05;0;0
17-11-2019;05 - 06;0;0
17-11-2019;06 - 07;0;0
17-11-2019;07 - 08;0;0
17-11-2019;08 - 09;0;0
17-11-2019;09 - 10;0;0
17-11-2019;10 - 11;0;0
17-11-2019;11 - 12;0;0
17-11-2019;12 - 13;0;0
17-11-2019;13 - 14;0;0
17-11-2019;14 - 15;0;0
17-11-2019;15 - 16;0;0
17-11-2019;16 - 17;0;0
17-11-2019;17 - 18;0;0
17-11-2019;18 - 19;0;0
17-11-2019;19 - 20;0;0
17-11-2019;20 - 21;0;0
17-11-2019;21 - 22;0;0
17-11-2019;22 - 23;0;0
17-11-2019;23 - 00;0;0
18-11-2019;00 - 01;0;0
18-11-2019;01 - 02;0;0
18-11-2019;02 - 03;0;0
18-11-2019;03 - 04;0;152,2
18-11-2019;04 - 05;0;344,5
18-11-2019;05 - 06;0;0
18-11-2019;06 - 07;0;0
18-11-2019;07 - 08;0;458,3
18-11-2019;08 - 09;0;503,3
18-11-2019;09 - 10;0;547,4
18-11-2019;10 - 11;0;194,1
18-11-2019;11 - 12;0;0
18-11-2019;12 - 13;0;0
18-11-2019;13 - 14;0;0
18-11-2019;14 - 15;0;0
18-11-2019;15 - 16;0;324,3
18-11-2019;16 - 17;0;187,7
18-11-2019;17 - 18;0;0
18-11-2019;18 - 19;0;0
18-11-2019;19 - 20;0;0
18-11-2019;20 - 21;0;0
18-11-2019;21 - 22;0;0
18-11-2019;22 - 23;0;0
