date;Hours;Price up;Price down;Dominating direction;Imbalance price consumption;Imbalance price production purchase;Imbalance price production sale;Volume up;Volume down
01-01-2019;00 - 01;211,45;211,45;;211,45;211,45;211,45;0;0
01-01-2019;01 - 02;75,19;75,19;;75,19;75,19;75,19;0;0
01-01-2019;02 - 03;-30,46;-30,46;;-30,46;-30,46;-30,46;0;0
01-01-2019;03 - 04;-73,99;-73,99;;-73,99;-73,99;-73,99;0;0
01-01-2019;04 - 05;-55,33;-55,33;;-55,33;-55,33;-55,33;0;0
01-01-2019;05 - 06;-93,71;-93,71;;-93,71;-93,71;-93,71;0;0
01-01-2019;06 - 07;-128,8;-128,8;;-128,8;-128,8;-128,8;0;0
01-01-2019;07 - 08;-112,52;-112,52;;-112,52;-112,52;-112,52;0;0
01-01-2019;08 - 09;-36,81;-36,81;;-36,81;-36,81;-36,81;0;0
01-01-2019;09 - 10;-47,26;-47,26;;-47,26;-47,26;-47,26;0;0
01-01-2019;10 - 11;-36,81;-36,81;;-36,81;-36,81;-36,81;0;0
01-01-2019;11 - 12;3,36;3,36;;3,36;3,36;3,36;0;0
01-01-2019;12 - 13;0,9;0,9;;0,9;0,9;0,9;0;0
01-01-2019;13 - 14;-0,15;-0,15;;-0,15;-0,15;-0,15;0;0
01-01-2019;14 - 15;0;0;;0;0;0;0;0
01-01-2019;15 - 16;-0,22;-0,22;;-0,22;-0,22;-0,22;0;0
01-01-2019;16 - 17;14,71;14,71;;14,71;14,71;14,71;0;0
01-01-2019;17 - 18;405,3;67,65;U;405,3;405,3;67,65;35;0
01-01-2019;18 - 19;0,52;0,52;;0,52;0,52;0,52;0;0
01-01-2019;19 - 20;-37,11;-37,11;;-37,11;-37,11;-37,11;0;0
01-01-2019;20 - 21;-52,12;-52,12;;-52,12;-52,12;-52,12;0;0
01-01-2019;21 - 22;-119,54;-119,54;;-119,54;-119,54;-119,54;0;0
01-01-2019;22 - 23;-36,36;-36,36;;-36,36;-36,36;-36,36;0;0
01-01-2019;23 - 00;-216,01;-216,01;;-216,01;-216,01;-216,01;0;0
02-01-2019;00 - 01;-250,61;-250,61;;-250,61;-250,61;-250,61;0;0
02-01-2019;01 - 02;-342,81;-342,81;;-342,81;-342,81;-342,81;0;0
02-01-2019;02 - 03;-360,5;-360,5;;-360,5;-360,5;-360,5;0;0
02-01-2019;03 - 04;-250,83;-250,83;;-250,83;-250,83;-250,83;0;0
02-01-2019;04 - 05;-250,39;-250,39;;-250,39;-250,39;-250,39;0;0
02-01-2019;05 - 06;-132,81;-132,81;;-132,81;-132,81;-132,81;0;0
02-01-2019;06 - 07;-0,07;-0,07;;-0,07;-0,07;-0,07;0;0
02-01-2019;07 - 08;279,43;279,43;;279,43;279,43;279,43;0;0
02-01-2019;08 - 09;358,78;339,19;D;339,19;358,78;339,19;0;0
02-01-2019;09 - 10;378,79;335,46;D;335,46;378,79;335,46;0;0
02-01-2019;10 - 11;359,16;335,86;D;335,86;359,16;335,86;0;0
02-01-2019;11 - 12;363,26;339,19;D;339,19;363,26;339,19;0;0
02-01-2019;12 - 13;372,82;331,73;D;331,73;372,82;331,73;0;0
02-01-2019;13 - 14;352,81;331,73;D;331,73;352,81;331,73;0;0
02-01-2019;14 - 15;370,58;335,94;D;335,94;370,58;335,94;0;0
02-01-2019;15 - 16;400,66;359,83;D;359,83;400,66;359,83;0;0
02-01-2019;16 - 17;418,13;356,96;D;356,96;418,13;356,96;0;0
02-01-2019;17 - 18;425,15;361,55;D;361,55;425,15;361,55;0;-5
02-01-2019;18 - 19;413,5;365,8;D;365,8;413,5;365,8;0;-5
02-01-2019;19 - 20;409,84;365,8;D;365,8;409,84;365,8;0;-4
02-01-2019;20 - 21;402,08;365,28;D;365,28;402,08;365,28;0;-5
02-01-2019;21 - 22;393,5;365,28;D;365,28;393,5;365,28;0;-5
02-01-2019;22 - 23;388,87;361,55;D;361,55;388,87;361,55;0;-5
02-01-2019;23 - 00;378,94;344,15;D;344,15;378,94;344,15;0;-5
03-01-2019;00 - 01;388,07;320,35;U;388,07;388,07;320,35;74;0
03-01-2019;01 - 02;388,07;337,59;U;388,07;388,07;337,59;124;0
03-01-2019;02 - 03;388,07;360,66;U;388,07;388,07;360,66;80;0
03-01-2019;03 - 04;361,34;361,34;;361,34;361,34;361,34;0;0
03-01-2019;04 - 05;364,25;364,25;;364,25;364,25;364,25;0;0
03-01-2019;05 - 06;342,82;342,82;;342,82;342,82;342,82;0;0
03-01-2019;06 - 07;381,27;381,27;;381,27;381,27;381,27;0;0
03-01-2019;07 - 08;393,96;380,75;D;380,75;393,96;380,75;0;0
03-01-2019;08 - 09;469,51;380,75;D;380,75;469,51;380,75;0;-5
03-01-2019;09 - 10;448,16;376,77;D;376,77;448,16;376,77;0;-5
03-01-2019;10 - 11;434,42;369,55;D;369,55;434,42;369,55;0;0
03-01-2019;11 - 12;458,91;380,75;D;380,75;458,91;380,75;0;-26
03-01-2019;12 - 13;462,87;462,87;;462,87;462,87;462,87;0;0
03-01-2019;13 - 14;471,23;395,61;D;395,61;471,23;395,61;0;-1
03-01-2019;14 - 15;475,33;380,54;D;380,54;475,33;380,54;0;-23
03-01-2019;15 - 16;493,7;376,77;D;376,77;493,7;376,77;0;-26
03-01-2019;16 - 17;510,72;377,76;D;377,76;510,72;377,76;0;-12
03-01-2019;17 - 18;519,23;384,3;D;384,3;519,23;384,3;0;-5
03-01-2019;18 - 19;490,27;490,27;;490,27;490,27;490,27;0;0
03-01-2019;19 - 20;459,21;459,21;;459,21;459,21;459,21;0;0
03-01-2019;20 - 21;418,37;418,37;;418,37;418,37;418,37;0;0
03-01-2019;21 - 22;406,43;406,43;;406,43;406,43;406,43;0;0
03-01-2019;22 - 23;388,88;358,35;D;358,35;388,88;358,35;0;-5
03-01-2019;23 - 00;373,13;339,09;D;339,09;373,13;339,09;0;-2
04-01-2019;00 - 01;372,38;349,33;D;349,33;372,38;349,33;0;0
04-01-2019;01 - 02;351,78;351,78;;351,78;351,78;351,78;0;0
04-01-2019;02 - 03;351,48;351,48;;351,48;351,48;351,48;0;0
04-01-2019;03 - 04;360,6;350,51;U;360,6;360,6;350,51;0;0
04-01-2019;04 - 05;361,63;350,95;U;361,63;361,63;350,95;5;0
04-01-2019;05 - 06;350,28;350,28;;350,28;350,28;350,28;0;0
04-01-2019;06 - 07;392,02;370,29;U;392,02;392,02;370,29;0;0
04-01-2019;07 - 08;412,71;412,71;;412,71;412,71;412,71;0;0
04-01-2019;08 - 09;406,51;406,51;;406,51;406,51;406,51;0;0
04-01-2019;09 - 10;404,57;364,35;D;364,35;404,57;364,35;0;0
04-01-2019;10 - 11;402,48;364,35;D;364,35;402,48;364,35;0;0
04-01-2019;11 - 12;395,83;360,6;D;360,6;395,83;360,6;0;0
04-01-2019;12 - 13;386,35;349,33;D;349,33;386,35;349,33;0;0
04-01-2019;13 - 14;385,3;341,81;D;341,81;385,3;341,81;0;0
04-01-2019;14 - 15;383,88;336,02;D;336,02;383,88;336,02;0;0
04-01-2019;15 - 16;385,97;336,02;D;336,02;385,97;336,02;0;0
04-01-2019;16 - 17;392,69;349,33;D;349,33;392,69;349,33;0;0
04-01-2019;17 - 18;398,3;349,33;D;349,33;398,3;349,33;0;0
04-01-2019;18 - 19;394,34;345,57;D;345,57;394,34;345,57;0;0
04-01-2019;19 - 20;387,47;345,57;D;345,57;387,47;345,57;0;0
04-01-2019;20 - 21;347,82;332,29;D;332,29;347,82;332,29;0;0
04-01-2019;21 - 22;339,23;330,55;D;330,55;339,23;330,55;0;0
04-01-2019;22 - 23;328,25;328,25;;328,25;328,25;328,25;0;0
04-01-2019;23 - 00;234,54;234,54;;234,54;234,54;234,54;0;0
05-01-2019;00 - 01;200,88;200,88;;200,88;200,88;200,88;0;0
05-01-2019;01 - 02;187,59;187,59;;187,59;187,59;187,59;0;0
05-01-2019;02 - 03;180,12;180,12;;180,12;180,12;180,12;0;0
05-01-2019;03 - 04;164,59;164,59;;164,59;164,59;164,59;0;0
05-01-2019;04 - 05;137,18;137,18;;137,18;137,18;137,18;0;0
05-01-2019;05 - 06;164,96;164,96;;164,96;164,96;164,96;0;0
05-01-2019;06 - 07;174,37;174,37;;174,37;174,37;174,37;0;0
05-01-2019;07 - 08;351,29;340,55;D;340,55;351,29;340,55;0;0
05-01-2019;08 - 09;373,32;340,55;D;340,55;373,32;340,55;0;0
05-01-2019;09 - 10;378,84;344,33;D;344,33;378,84;344,33;0;0
05-01-2019;10 - 11;380,34;344,33;D;344,33;380,34;344,33;0;0
05-01-2019;11 - 12;381,01;344,33;D;344,33;381,01;344,33;0;0
05-01-2019;12 - 13;383,55;383,55;;383,55;383,55;383,55;0;0
05-01-2019;13 - 14;386,38;351,9;D;351,9;386,38;351,9;0;0
05-01-2019;14 - 15;387,73;351,9;D;351,9;387,73;351,9;0;0
05-01-2019;15 - 16;397,44;351,9;D;351,9;397,44;351,9;0;0
05-01-2019;16 - 17;412,67;358,45;D;358,45;412,67;358,45;0;0
05-01-2019;17 - 18;417,23;373,39;D;373,39;417,23;373,39;0;0
05-01-2019;18 - 19;412,67;412,67;;412,67;412,67;412,67;0;0
05-01-2019;19 - 20;401,77;401,77;;401,77;401,77;401,77;0;0
05-01-2019;20 - 21;393,93;355,68;D;355,68;393,93;355,68;0;0
05-01-2019;21 - 22;387,58;348,11;D;348,11;387,58;348,11;0;0
05-01-2019;22 - 23;383,7;336,76;D;336,76;383,7;336,76;0;0
05-01-2019;23 - 00;373,09;332,98;D;332,98;373,09;332,98;0;0
06-01-2019;00 - 01;375,53;326,75;D;326,75;375,53;326,75;0;0
06-01-2019;01 - 02;356,33;322,95;D;322,95;356,33;322,95;0;0
06-01-2019;02 - 03;364,47;316,61;D;316,61;364,47;316,61;0;0
06-01-2019;03 - 04;363,35;306,16;D;306,16;363,35;306,16;0;0
06-01-2019;04 - 05;357,08;306,16;D;306,16;357,08;306,16;0;0
06-01-2019;05 - 06;363,8;306,16;D;306,16;363,8;306,16;0;0
06-01-2019;06 - 07;359,84;306,16;D;306,16;359,84;306,16;0;0
06-01-2019;07 - 08;366,71;322,95;D;322,95;366,71;322,95;0;0
06-01-2019;08 - 09;376,65;326,75;D;326,75;376,65;326,75;0;0
06-01-2019;09 - 10;398,75;335,28;D;335,28;398,75;335,28;0;-2
06-01-2019;10 - 11;390,91;358,43;D;358,43;390,91;358,43;0;0
06-01-2019;11 - 12;394,04;358,43;D;358,43;394,04;358,43;0;0
06-01-2019;12 - 13;394,72;357,38;D;357,38;394,72;357,38;0;-3
06-01-2019;13 - 14;391,58;353,34;D;353,34;391,58;353,34;0;-13
06-01-2019;14 - 15;384,71;346,29;D;346,29;384,71;346,29;0;-5
06-01-2019;15 - 16;385,08;350,96;D;350,96;385,08;350,96;0;-5
06-01-2019;16 - 17;417,93;364,74;D;364,74;397,85;364,74;27;-3
06-01-2019;17 - 18;417,93;412,56;U;417,93;417,93;412,56;40;0
06-01-2019;18 - 19;405,1;405,1;;405,1;405,1;405,1;0;0
06-01-2019;19 - 20;395,01;395,01;;395,01;395,01;395,01;0;0
06-01-2019;20 - 21;387,92;387,92;;387,92;387,92;387,92;0;0
06-01-2019;21 - 22;385,08;384,08;D;384,08;385,08;384,08;0;-5
06-01-2019;22 - 23;378,66;353,34;D;353,34;378,66;353,34;0;0
06-01-2019;23 - 00;375,08;353,34;D;353,34;375,08;353,34;0;0
07-01-2019;00 - 01;343,72;343,72;;343,72;343,72;343,72;0;0
07-01-2019;01 - 02;358,28;358,28;;358,28;358,28;358,28;0;0
07-01-2019;02 - 03;357,23;328,56;D;328,56;357,23;328,56;0;0
07-01-2019;03 - 04;344,31;328,56;D;328,56;344,31;328,56;0;0
07-01-2019;04 - 05;344,09;328,56;D;328,56;344,09;328,56;0;0
07-01-2019;05 - 06;355,59;339,76;D;339,76;355,59;339,76;0;0
07-01-2019;06 - 07;416,45;416,45;;416,45;416,45;416,45;0;0
07-01-2019;07 - 08;445,49;372,34;D;372,34;445,49;372,34;0;0
07-01-2019;08 - 09;432,65;381;U;432,65;432,65;432,65;0;0
07-01-2019;09 - 10;424,88;383,74;D;383,74;424,88;383,74;0;0
07-01-2019;10 - 11;420,25;387,54;D;387,54;420,25;387,54;0;-48
07-01-2019;11 - 12;414,88;371,87;D;371,87;414,88;371,87;0;0
07-01-2019;12 - 13;411,74;372,34;D;372,34;411,74;372,34;0;0
07-01-2019;13 - 14;404,42;372,34;D;372,34;404,42;372,34;0;0
07-01-2019;14 - 15;401,21;368,88;D;368,88;401,21;368,88;0;0
07-01-2019;15 - 16;397,63;372,34;D;372,34;397,63;372,34;0;0
07-01-2019;16 - 17;397,7;397,7;;397,7;397,7;397,7;0;0
07-01-2019;17 - 18;398,9;398,9;;398,9;398,9;398,9;0;0
07-01-2019;18 - 19;374,78;374,78;;374,78;374,78;374,78;0;0
07-01-2019;19 - 20;336,62;336,62;;336,62;336,62;336,62;0;0
07-01-2019;20 - 21;305,86;305,86;;305,86;305,86;305,86;0;0
07-01-2019;21 - 22;279,27;279,27;;279,27;279,27;279,27;0;0
07-01-2019;22 - 23;157,93;157,93;;157,93;157,93;157,93;0;0
07-01-2019;23 - 00;107,38;107,38;;107,38;107,38;107,38;0;0
08-01-2019;00 - 01;133,96;133,96;;133,96;133,96;133,96;0;0
08-01-2019;01 - 02;156,14;-98;D;-98;156,14;-98;0;-255
08-01-2019;02 - 03;58,09;58,09;;58,09;58,09;58,09;0;0
08-01-2019;03 - 04;107;107;;107;107;107;0;0
08-01-2019;04 - 05;138,59;138,59;;138,59;138,59;138,59;0;0
08-01-2019;05 - 06;379,59;138,67;U;379,59;379,59;138,67;133;0
08-01-2019;06 - 07;267,4;267,4;;267,4;267,4;267,4;0;0
08-01-2019;07 - 08;327,59;327,59;;327,59;327,59;327,59;0;0
08-01-2019;08 - 09;350,44;350,44;;350,44;350,44;350,44;0;0
08-01-2019;09 - 10;400;327,66;U;400;400;327,66;45;0
08-01-2019;10 - 11;402,89;327,44;U;402,89;402,89;327,44;130;0
08-01-2019;11 - 12;402,89;349,02;U;402,89;402,89;349,02;138;0
08-01-2019;12 - 13;328,11;328,11;;328,11;328,11;328,11;0;0
08-01-2019;13 - 14;322,66;322,66;;322,66;322,66;322,66;0;0
08-01-2019;14 - 15;327,14;327,14;;327,14;327,14;327,14;0;0
08-01-2019;15 - 16;340,5;25;D;25;340,5;25;0;-282
08-01-2019;16 - 17;262,92;50;D;50;262,92;50;0;-63
08-01-2019;17 - 18;340,8;340,8;;340,8;340,8;340,8;0;0
08-01-2019;18 - 19;340,73;340,73;;340,73;340,73;340,73;0;0
08-01-2019;19 - 20;283,31;283,31;;283,31;283,31;283,31;0;0
08-01-2019;20 - 21;295,18;295,18;;295,18;295,18;295,18;0;0
08-01-2019;21 - 22;268,6;268,6;;268,6;268,6;268,6;0;0
08-01-2019;22 - 23;221,93;221,93;;221,93;221,93;221,93;0;0
08-01-2019;23 - 00;168,39;168,39;;168,39;168,39;168,39;0;0
09-01-2019;00 - 01;149,62;-49;D;-49;149,62;-49;0;-145
09-01-2019;01 - 02;54,06;54,06;;54,06;54,06;54,06;0;0
09-01-2019;02 - 03;25,61;25,61;;25,61;25,61;25,61;0;0
09-01-2019;03 - 04;74,96;74,96;;74,96;74,96;74,96;0;0
09-01-2019;04 - 05;106,02;106,02;;106,02;106,02;106,02;0;0
09-01-2019;05 - 06;189,72;189,72;;189,72;189,72;189,72;0;0
09-01-2019;06 - 07;276,1;276,1;;276,1;276,1;276,1;0;0
09-01-2019;07 - 08;327,69;327,69;;327,69;327,69;327,69;0;0
09-01-2019;08 - 09;380,63;380,63;;380,63;380,63;380,63;0;0
09-01-2019;09 - 10;375,55;351,42;D;351,42;375,55;351,42;0;0
09-01-2019;10 - 11;374,88;351,42;D;351,42;374,88;351,42;0;0
09-01-2019;11 - 12;341,95;341,95;;341,95;341,95;341,95;0;0
09-01-2019;12 - 13;325,82;325,82;;325,82;325,82;325,82;0;0
09-01-2019;13 - 14;324,71;324,71;;324,71;324,71;324,71;0;0
09-01-2019;14 - 15;336,35;336,35;;336,35;336,35;336,35;0;0
09-01-2019;15 - 16;372,94;355,24;D;355,24;372,94;355,24;0;0
09-01-2019;16 - 17;401,83;401,83;;401,83;401,83;401,83;0;0
09-01-2019;17 - 18;417,66;417,66;;417,66;417,66;417,66;0;0
09-01-2019;18 - 19;404,59;404,59;;404,59;404,59;404,59;0;0
09-01-2019;19 - 20;404,59;370,52;D;370,52;404,59;370,52;0;0
09-01-2019;20 - 21;395,56;359,06;D;359,06;395,56;359,06;0;0
09-01-2019;21 - 22;385,85;359,06;D;359,06;385,85;359,06;0;0
09-01-2019;22 - 23;403,17;380,48;U;403,17;403,17;380,48;0;0
09-01-2019;23 - 00;394,22;373,01;U;394,22;394,22;373,01;0;0
10-01-2019;00 - 01;391,97;377,11;U;391,97;391,97;377,11;18;0
10-01-2019;01 - 02;399,43;373,15;U;399,43;399,43;373,15;17;0
10-01-2019;02 - 03;399,43;369,94;U;399,43;399,43;369,94;15;0
10-01-2019;03 - 04;384,35;373,15;U;384,35;384,35;373,15;18;0
10-01-2019;04 - 05;384,05;372,85;U;384,05;384,05;372,85;12;0
10-01-2019;05 - 06;395,7;371,81;U;395,7;395,7;371,81;117;0
10-01-2019;06 - 07;440,49;425,34;U;440,49;440,49;425,34;3;0
10-01-2019;07 - 08;671,94;542,03;U;671,94;671,94;542,03;46;0
10-01-2019;08 - 09;591,53;591,53;;591,53;591,53;591,53;0;0
10-01-2019;09 - 10;591,08;591,08;;591,08;591,08;591,08;0;0
10-01-2019;10 - 11;586,45;416,3;D;416,3;586,45;416,3;0;0
10-01-2019;11 - 12;578,17;416,3;D;416,3;578,17;416,3;0;0
10-01-2019;12 - 13;520,08;520,08;;520,08;520,08;520,08;0;0
10-01-2019;13 - 14;474,91;474,91;;474,91;474,91;474,91;0;0
10-01-2019;14 - 15;447,51;447,51;;447,51;447,51;447,51;0;0
10-01-2019;15 - 16;440,57;440,57;;440,57;440,57;440,57;0;0
10-01-2019;16 - 17;444,75;444,75;;444,75;444,75;444,75;0;0
10-01-2019;17 - 18;442,06;442,06;;442,06;442,06;442,06;0;0
10-01-2019;18 - 19;420,93;420,93;;420,93;420,93;420,93;0;0
10-01-2019;19 - 20;405,25;405,25;;405,25;405,25;405,25;0;0
10-01-2019;20 - 21;394,06;366,65;D;366,65;394,06;366,65;0;0
10-01-2019;21 - 22;388,31;363,15;D;363,15;388,31;363,15;0;0
10-01-2019;22 - 23;376,88;332,27;D;332,27;376,88;332,27;0;0
10-01-2019;23 - 00;369,12;320,82;D;320,82;369,12;320,82;0;0
11-01-2019;00 - 01;357,14;313,56;D;313,56;357,14;313,56;0;0
11-01-2019;01 - 02;347,73;347,73;;347,73;347,73;347,73;0;0
11-01-2019;02 - 03;341,46;317,38;D;317,38;341,46;317,38;0;0
11-01-2019;03 - 04;327,05;317,38;D;317,38;327,05;317,38;0;0
11-01-2019;04 - 05;345,19;328,86;D;328,86;345,19;328,86;0;0
11-01-2019;05 - 06;346,83;328,86;D;328,86;346,83;328,86;0;0
11-01-2019;06 - 07;382,89;347,98;D;347,98;382,89;347,98;0;0
11-01-2019;07 - 08;395,88;395,88;;395,88;395,88;395,88;0;0
11-01-2019;08 - 09;404,99;404,99;;404,99;404,99;404,99;0;0
11-01-2019;09 - 10;400,81;382,39;D;382,39;400,81;382,39;0;0
11-01-2019;10 - 11;400,36;382,39;D;382,39;400,36;382,39;0;0
11-01-2019;11 - 12;398,04;370,92;D;370,92;398,04;370,92;0;0
11-01-2019;12 - 13;387,37;374,74;D;374,74;387,37;374,74;0;-5
11-01-2019;13 - 14;379,23;345,64;D;345,64;379,23;345,64;0;0
11-01-2019;14 - 15;339,37;339,37;;339,37;339,37;339,37;0;0
11-01-2019;15 - 16;315,03;315,03;;315,03;315,03;315,03;0;0
11-01-2019;16 - 17;342,88;342,88;;342,88;342,88;342,88;0;0
11-01-2019;17 - 18;384,53;384,53;;384,53;384,53;384,53;0;0
11-01-2019;18 - 19;376,54;376,54;;376,54;376,54;376,54;0;0
11-01-2019;19 - 20;370,57;370,57;;370,57;370,57;370,57;0;0
11-01-2019;20 - 21;365,27;365,27;;365,27;365,27;365,27;0;0
11-01-2019;21 - 22;360,87;360,87;;360,87;360,87;360,87;0;0
11-01-2019;22 - 23;354,9;354,9;;354,9;354,9;354,9;0;0
11-01-2019;23 - 00;336,16;336,16;;336,16;336,16;336,16;0;0
12-01-2019;00 - 01;352,59;352,59;;352,59;352,59;352,59;0;0
12-01-2019;01 - 02;382,14;342,43;U;382,14;382,14;342,43;3;0
12-01-2019;02 - 03;382,14;332,96;U;382,14;382,14;332,96;4;0
12-01-2019;03 - 04;367,39;320,19;U;367,39;367,39;320,19;13;0
12-01-2019;04 - 05;313,7;313,7;;313,7;313,7;313,7;0;0
12-01-2019;05 - 06;377,66;313,48;U;377,66;377,66;313,48;0;0
12-01-2019;06 - 07;377,66;328,85;U;377,66;377,66;328,85;0;0
12-01-2019;07 - 08;377,66;346,24;U;377,66;377,66;346,24;0;0
12-01-2019;08 - 09;377,66;358,41;U;377,66;377,66;358,41;5;0
12-01-2019;09 - 10;377,66;372,51;U;377,66;377,66;372,51;0;0
12-01-2019;10 - 11;397,82;375,42;U;397,82;397,82;375,42;97;0
12-01-2019;11 - 12;395,58;375,57;U;395,58;395,58;375,57;118;0
12-01-2019;12 - 13;375,57;375,57;;375,57;375,57;375,57;0;0
12-01-2019;13 - 14;372,81;348,26;D;348,26;372,81;348,26;0;0
12-01-2019;14 - 15;373,86;348,26;D;348,26;373,86;348,26;0;0
12-01-2019;15 - 16;379,31;348,26;D;348,26;379,31;348,26;0;0
12-01-2019;16 - 17;385,87;348,26;D;348,26;385,87;348,26;0;0
12-01-2019;17 - 18;395,28;378,88;D;378,88;395,28;378,88;0;0
12-01-2019;18 - 19;390,58;358,26;D;358,26;390,58;358,26;0;0
12-01-2019;19 - 20;382,37;347,06;D;347,06;382,37;347,06;0;0
12-01-2019;20 - 21;373,33;347,06;D;347,06;373,33;347,06;0;0
12-01-2019;21 - 22;367,44;347,06;D;347,06;367,44;347,06;0;0
12-01-2019;22 - 23;360,42;336,78;D;336,78;360,42;336,78;0;0
12-01-2019;23 - 00;352,44;331,39;D;331,39;352,44;331,39;0;0
13-01-2019;00 - 01;328,48;328,48;;328,48;328,48;328,48;0;0
13-01-2019;01 - 02;328,56;328,56;;328,56;328,56;328,56;0;0
13-01-2019;02 - 03;276,38;276,38;;276,38;276,38;276,38;0;0
13-01-2019;03 - 04;198,09;198,09;;198,09;198,09;198,09;0;0
13-01-2019;04 - 05;173,53;173,53;;173,53;173,53;173,53;0;0
13-01-2019;05 - 06;149,35;0;D;0;149,35;0;0;-287
13-01-2019;06 - 07;299;299;;299;299;299;0;0
13-01-2019;07 - 08;342,29;323,64;D;323,64;342,29;323,64;0;0
13-01-2019;08 - 09;195,78;195,78;;195,78;195,78;195,78;0;0
13-01-2019;09 - 10;277,35;277,35;;277,35;277,35;277,35;0;0
13-01-2019;10 - 11;196,3;25;D;25;196,3;25;0;-76
13-01-2019;11 - 12;229,96;-24,03;;229,96;229,96;229,96;0;-123
13-01-2019;12 - 13;201,97;-40;D;-40;201,97;-40;0;-111
13-01-2019;13 - 14;63,44;-84;D;-84;63,44;-84;0;-227
13-01-2019;14 - 15;257,05;-104;D;-104;257,05;-104;0;-439
13-01-2019;15 - 16;347,74;-90;D;-90;347,74;-90;0;-396
13-01-2019;16 - 17;351,92;-90;D;-90;351,92;-90;0;-413
13-01-2019;17 - 18;375,35;-22,39;D;-22,39;375,35;-22,39;0;-93
13-01-2019;18 - 19;366,32;-48;D;-48;366,32;-48;0;-98
13-01-2019;19 - 20;343,56;-69;D;-69;343,56;-69;0;-181
13-01-2019;20 - 21;298,63;-75;D;-75;298,63;-75;0;-199
13-01-2019;21 - 22;300,19;-40;D;-40;300,19;-40;0;-75
13-01-2019;22 - 23;22,69;22,69;;22,69;22,69;22,69;0;0
13-01-2019;23 - 00;-54,34;-54,34;;-54,34;-54,34;-54,34;0;0
14-01-2019;00 - 01;-23,44;-23,44;;-23,44;-23,44;-23,44;0;0
14-01-2019;01 - 02;-89,57;-91,57;D;-91,57;-89,57;-91,57;0;-132
14-01-2019;02 - 03;-112,18;-112,18;;-112,18;-112,18;-112,18;0;0
14-01-2019;03 - 04;-82,77;-82,77;;-82,77;-82,77;-82,77;0;0
14-01-2019;04 - 05;-36,87;-36,87;;-36,87;-36,87;-36,87;0;0
14-01-2019;05 - 06;11,87;11,87;;11,87;11,87;11,87;0;0
14-01-2019;06 - 07;388,37;267,95;U;388,37;388,37;267,95;148;0
14-01-2019;07 - 08;382,3;382,3;;382,3;382,3;382,3;0;0
14-01-2019;08 - 09;411,22;385,58;U;411,22;411,22;385,58;107;0
14-01-2019;09 - 10;405;344,01;U;405;405;344,01;108;0
14-01-2019;10 - 11;403,6;375,13;U;403,6;403,6;375,13;58;0
14-01-2019;11 - 12;403,6;332,06;U;403,6;403,6;332,06;40;0
14-01-2019;12 - 13;395,58;307,81;D;307,81;307,81;307,81;22;0
14-01-2019;13 - 14;290,42;290,42;;290,42;290,42;290,42;0;0
14-01-2019;14 - 15;311,91;311,91;;311,91;311,91;311,91;0;0
14-01-2019;15 - 16;370,43;327,45;D;327,45;370,43;327,45;0;0
14-01-2019;16 - 17;380,13;350,3;D;350,3;380,13;350,3;0;0
14-01-2019;17 - 18;382,52;358,26;D;358,26;382,52;358,26;0;0
14-01-2019;18 - 19;380,13;380,13;;380,13;380,13;380,13;0;0
14-01-2019;19 - 20;377,07;377,07;;377,07;377,07;377,07;0;0
14-01-2019;20 - 21;387,32;370,28;U;387,32;387,32;370,28;16;0
14-01-2019;21 - 22;380,68;330,65;U;380,68;380,68;330,65;115;0
14-01-2019;22 - 23;368,71;308,18;U;368,71;368,71;308,18;85;0
14-01-2019;23 - 00;368,71;278,1;U;368,71;368,71;278,1;150;0
15-01-2019;00 - 01;377,1;281,15;U;377,1;377,1;281,15;144;0
15-01-2019;01 - 02;377,1;273,91;U;377,1;377,1;273,91;41;0
15-01-2019;02 - 03;377,1;276,6;U;377,1;377,1;276,6;76;0
15-01-2019;03 - 04;373,2;303,32;U;373,2;373,2;303,32;51;0
15-01-2019;04 - 05;365,71;330,71;U;365,71;365,71;330,71;41;0
15-01-2019;05 - 06;361,68;361,68;;361,68;361,68;361,68;0;0
15-01-2019;06 - 07;379,97;379,97;;379,97;379,97;379,97;0;0
15-01-2019;07 - 08;401,01;401,01;;401,01;401,01;401,01;0;0
15-01-2019;08 - 09;425,57;425,57;;425,57;425,57;425,57;0;0
15-01-2019;09 - 10;435,72;388,53;D;388,53;435,72;388,53;0;0
15-01-2019;10 - 11;421,99;388,53;D;388,53;421,99;388,53;0;0
15-01-2019;11 - 12;410,49;410,49;;410,49;410,49;410,49;0;0
15-01-2019;12 - 13;403,03;350,41;D;350,41;402,43;350,41;0;0
15-01-2019;13 - 14;397,88;350,44;D;350,44;397,88;350,44;0;0
15-01-2019;14 - 15;392,8;350,44;D;350,44;392,8;350,44;0;0
15-01-2019;15 - 16;389;350,44;D;350,44;389;350,44;0;0
15-01-2019;16 - 17;390,19;350,44;D;350,44;390,19;350,44;0;0
15-01-2019;17 - 18;402,36;361,87;D;361,87;402,36;361,87;0;0
15-01-2019;18 - 19;392,13;373,29;D;373,29;392,13;373,29;0;0
15-01-2019;19 - 20;393,77;373,29;D;373,29;393,77;373,29;0;0
15-01-2019;20 - 21;391,83;369,48;D;369,48;391,83;369,48;0;0
15-01-2019;21 - 22;385,49;361,87;D;361,87;385,49;361,87;0;0
15-01-2019;22 - 23;376,16;361,87;D;361,87;376,16;361,87;0;0
