Month;MunicipalityNo;CapacityGe100MW;CapacityLt100MW;OffshoreWindCapacity;OnshoreWindCapacity;SolarPowerCapacity;NumberGenerationUnitsGe100MW;NumberGenerationUnitsLt100MW;NumberOffshoreWindGenerators;NumberOnshoreWindGenerators;NumberSolarPanels
2017-11-01 00:00;766;;12.995;;28.0065;9.7054;0;6;0;68;1803
2017-11-01 00:00;760;;68.957;;401.7029;33.4797;0;31;0;346;2142
2017-11-01 00:00;756;;71.99;;47.2505;7.7401;0;28;0;56;1064
2017-11-01 00:00;751;760.0;84.838;;11.4315;25.9196;2;24;0;35;3971
2017-11-01 00:00;746;;5.5576;;9.8575;7.9802;0;7;0;18;1615
2017-11-01 00:00;741;;;23.0;11.407;1.3711;0;0;10;27;223
2017-11-01 00:00;740;;113.698;;16.741;25.8368;0;14;0;48;2433
2017-11-01 00:00;730;;88.566;;158.5855;12.4415;0;10;0;143;1759
2017-11-01 00:00;727;;6.235;5.0;5.262;3.159;0;5;10;13;653
2017-11-01 00:00;710;;22.3016;;34.974;6.8767;0;22;0;59;1167
2017-11-01 00:00;707;;42.017;399.6;52.619;5.1782;0;3;111;89;888
2017-11-01 00:00;706;;5.94;;18.8735;7.3566;0;4;0;48;1318
2017-11-01 00:00;671;;1.047;;50.506;3.7402;0;1;0;95;694
2017-11-01 00:00;665;;28.59;17.2;140.903;4.5779;0;12;8;200;809
2017-11-01 00:00;661;;50.772;;188.4386;8.9154;0;12;0;183;1658
2017-11-01 00:00;657;;110.111;;108.5581;13.2145;0;17;0;141;1869
2017-11-01 00:00;630;;19.772;;49.2417;91.9591;0;11;0;83;2931
2017-11-01 00:00;621;;15.051;;34.377;12.0795;0;10;0;43;1699
2017-11-01 00:00;615;;40.911;;3.612;10.6738;0;6;0;15;1995
2017-11-01 00:00;607;427.0;35.594;;2.278;6.0889;1;7;0;8;820
2017-11-01 00:00;580;626.0;5.788;;86.939;29.8734;1;13;0;112;1495
2017-11-01 00:00;575;;12.757;;61.187;8.3828;0;9;0;99;1264
2017-11-01 00:00;573;;24.01;;100.119;12.9228;0;19;0;141;1781
2017-11-01 00:00;563;;;;1.98;0.7893;0;0;0;3;148
2017-11-01 00:00;561;401.0;72.497;369.3;67.572;12.4893;1;18;171;71;1770
2017-11-01 00:00;550;;77.307;;154.028;10.5983;0;42;0;331;1406
2017-11-01 00:00;540;;104.554;;14.0075;18.708;0;28;0;35;1777
2017-11-01 00:00;530;;38.499;;92.599;4.8887;0;16;0;64;771
2017-11-01 00:00;510;;47.931;;40.788;10.1363;0;27;0;67;1516
2017-11-01 00:00;492;;0.75;;12.026;1.4563;0;1;0;9;300
2017-11-01 00:00;482;;2.3;;43.806;2.2062;0;1;0;67;331
2017-11-01 00:00;480;;22.248;;26.437;4.9127;0;13;0;54;816
2017-11-01 00:00;479;;26.571;;32.833;11.1944;0;16;0;51;1241
2017-11-01 00:00;461;372.0;132.421;;11.158;9.8658;1;40;0;17;1429
2017-11-01 00:00;450;;24.015;;28.993;3.2101;0;7;0;40;574
2017-11-01 00:00;440;;9.691;;14.901;3.1929;0;7;0;14;435
2017-11-01 00:00;430;;32.448;;15.779;9.0134;0;20;0;35;1361
2017-11-01 00:00;420;;36.064;;31.193;7.8434;0;19;0;58;1156
2017-11-01 00:00;410;;8.293;;13.6305;6.4036;0;8;0;26;1041
2017-11-01 00:00;400;;105.544;;37.1416;7.9687;0;8;0;88;1030
2017-11-01 00:00;390;;107.097;;18.4175;7.7217;0;13;0;63;1064
2017-11-01 00:00;376;;38.704;;59.0775;8.7828;0;7;0;145;1324
2017-11-01 00:00;370;;57.1452;;68.9711;9.0272;0;29;0;91;1613
2017-11-01 00:00;360;;16.231;372.6;203.207;44.4149;0;7;162;190;949
2017-11-01 00:00;350;;3.251;;5.448;4.2532;0;2;0;19;658
2017-11-01 00:00;340;;10.013;;6.823;3.2699;0;6;0;9;585
2017-11-01 00:00;336;;6.952;;9.9465;3.1797;0;5;0;27;570
2017-11-01 00:00;330;407.0;24.0327;21.0;44.278;9.5563;2;100;7;113;1331
2017-11-01 00:00;329;;12.048;;9.049;3.6617;0;4;0;19;543
2017-11-01 00:00;326;1057.0;4.0905;;81.121;52.3163;3;6;0;126;1260
2017-11-01 00:00;320;;7.71;;35.01;4.9851;0;4;0;44;773
2017-11-01 00:00;316;;8.371;;59.4746;8.0935;0;11;0;69;1122
2017-11-01 00:00;306;;13.072;;5.1621;5.4696;0;14;0;45;967
2017-11-01 00:00;270;;17.545;;0.766;4.9043;0;7;0;25;925
2017-11-01 00:00;269;;3.647;;0.616;2.1823;0;2;0;4;441
2017-11-01 00:00;265;;34.935;;9.245;10.0103;0;4;0;24;1164
2017-11-01 00:00;260;;0.015;;4.182;3.9707;0;1;0;11;601
2017-11-01 00:00;259;;44.993;;3.978;5.9134;0;15;0;11;915
2017-11-01 00:00;253;;1.225;;0.371;4.9535;0;2;0;3;717
2017-11-01 00:00;250;520.0;164.032;;2.991;4.3616;2;12;0;11;786
2017-11-01 00:00;240;;13.929;;0.142;4.9174;0;8;0;4;760
2017-11-01 00:00;230;;4.632;;;4.0718;0;11;0;0;608
2017-11-01 00:00;223;;16.367;;0.006;1.188;0;3;0;1;196
2017-11-01 00:00;219;;86.98;;4.087;5.8024;0;11;0;12;782
2017-11-01 00:00;217;;60.994;;0.046;3.6696;0;8;0;3;565
2017-11-01 00:00;210;;1.328;;;2.7868;0;2;0;0;407
2017-11-01 00:00;201;;4.657;;2.753;2.969;0;9;0;6;446
2017-11-01 00:00;190;;0.353;;;2.1239;0;2;0;0;418
2017-11-01 00:00;187;;;;0.001;0.6802;0;0;0;1;121
2017-11-01 00:00;185;;1.122;;;2.2842;0;2;0;0;384
2017-11-01 00:00;183;;;;0.011;0.8929;0;0;0;1;143
2017-11-01 00:00;175;;;;;1.5284;0;0;0;0;229
2017-11-01 00:00;173;;47.018;;;2.2271;0;17;0;0;314
2017-11-01 00:00;169;;1.042;;0.861;5.788;0;2;0;2;462
2017-11-01 00:00;167;699.0;117.064;10.8;2.005;3.554;2;3;3;4;418
2017-11-01 00:00;165;;;;;1.1668;0;0;0;0;151
2017-11-01 00:00;163;;0.486;;;1.8975;0;1;0;0;267
2017-11-01 00:00;161;;41.79;;0.9;1.5421;0;3;0;3;199
2017-11-01 00:00;159;;5.571;;;3.0609;0;3;0;0;459
2017-11-01 00:00;157;;;;;2.5222;0;0;0;0;252
2017-11-01 00:00;155;;0.03;;;0.9729;0;1;0;0;163
2017-11-01 00:00;153;;;;;1.1094;0;0;0;0;199
2017-11-01 00:00;151;;5.245;;;4.7348;0;8;0;0;468
2017-11-01 00:00;147;;;;;1.5763;0;0;0;0;82
2017-11-01 00:00;101;403.0;325.75;40.0;10.6543;11.3178;2;9;20;14;808
2017-11-01 00:00;1;;0.16;;;;0;8;0;0;0
2017-10-01 00:00;860;;98.483;;85.819;10.7181;0;20;0;240;1616
2017-10-01 00:00;851;380.0;82.624;;132.4047;14.9817;1;33;0;190;2993
2017-10-01 00:00;849;;23.594;;163.3095;8.9661;0;17;0;212;1359
2017-10-01 00:00;846;;10.663;;56.0203;8.1829;0;15;0;78;1439
2017-10-01 00:00;840;;18.856;;48.885;5.5282;0;14;0;82;1239
2017-10-01 00:00;825;;0.0531;;0.18;0.7714;0;10;0;1;135
2017-10-01 00:00;820;;20.827;;108.814;5.9691;0;17;0;149;1407
2017-10-01 00:00;813;;63.658;7.6;49.05;9.3999;0;25;3;90;1509
2017-10-01 00:00;810;;46.931;;75.4102;6.9623;0;21;0;94;975
2017-10-01 00:00;791;;109.543;;61.774;17.8265;0;38;0;94;2767
2017-10-01 00:00;787;;28.996;;134.5119;11.1868;0;24;0;532;1907
2017-10-01 00:00;779;;33.094;;118.0638;12.5969;0;28;0;177;2082
2017-10-01 00:00;773;;14.808;;78.7645;4.2356;0;12;0;173;653
2017-10-01 00:00;766;;12.995;;28.0065;9.6948;0;6;0;68;1799
2017-10-01 00:00;760;;65.91;;402.6029;33.4797;0;30;0;350;2142
2017-10-01 00:00;756;;71.99;;47.2505;7.7374;0;28;0;56;1063
2017-10-01 00:00;751;760.0;84.838;;11.4315;25.4662;2;24;0;35;3933
2017-10-01 00:00;746;;5.5576;;9.8575;7.9592;0;7;0;18;1610
2017-10-01 00:00;741;;;23.0;11.407;1.3691;0;0;10;27;222
2017-10-01 00:00;740;;113.698;;16.741;25.811;0;14;0;48;2415
2017-10-01 00:00;730;;88.566;;158.5855;12.4135;0;10;0;143;1754
2017-10-01 00:00;727;;6.235;5.0;5.262;3.1532;0;5;10;13;650
2017-10-01 00:00;710;;22.3016;;34.974;6.8755;0;22;0;59;1166
2017-10-01 00:00;707;;42.017;399.6;52.619;5.1282;0;3;111;89;884
2017-10-01 00:00;706;;5.94;;18.8735;7.3456;0;4;0;48;1315
2017-10-01 00:00;671;;1.047;;50.506;3.7402;0;1;0;95;694
2017-10-01 00:00;665;;28.59;17.2;138.903;4.5779;0;12;8;199;809
2017-10-01 00:00;661;;50.772;;188.4386;8.9154;0;12;0;183;1658
2017-10-01 00:00;657;;110.111;;108.5581;12.3896;0;17;0;141;1866
2017-10-01 00:00;630;;19.772;;49.2417;91.945;0;11;0;83;2924
2017-10-01 00:00;621;;15.051;;34.377;12.0665;0;10;0;43;1694
2017-10-01 00:00;615;;40.911;;3.912;10.6484;0;6;0;17;1988
2017-10-01 00:00;607;427.0;35.594;;2.278;6.0616;1;7;0;8;816
2017-10-01 00:00;580;626.0;5.384;;86.939;29.8714;1;12;0;112;1494
2017-10-01 00:00;575;;12.757;;61.187;8.382;0;9;0;99;1263
2017-10-01 00:00;573;;24.01;;100.119;12.9168;0;19;0;141;1780
2017-10-01 00:00;563;;;;1.98;0.7893;0;0;0;3;148
2017-10-01 00:00;561;401.0;72.497;369.3;67.5732;12.4821;1;18;171;72;1768
2017-10-01 00:00;550;;77.307;;154.028;10.6043;0;42;0;331;1407
2017-10-01 00:00;540;;104.554;;14.0075;18.6905;0;28;0;35;1776
2017-10-01 00:00;530;;38.499;;92.599;4.8887;0;16;0;64;771
2017-10-01 00:00;510;;47.931;;40.788;10.0983;0;27;0;67;1512
2017-10-01 00:00;492;;0.75;;12.026;1.4563;0;1;0;9;300
2017-10-01 00:00;482;;2.3;;43.806;2.2062;0;1;0;67;331
2017-10-01 00:00;480;;22.248;;26.437;4.9127;0;13;0;54;816
2017-10-01 00:00;479;;26.571;;32.833;11.1914;0;16;0;51;1240
2017-10-01 00:00;461;372.0;132.421;;11.158;9.8385;1;40;0;17;1423
2017-10-01 00:00;450;;24.015;;28.993;3.2101;0;7;0;40;574
2017-10-01 00:00;440;;9.691;;14.901;3.1899;0;7;0;14;434
2017-10-01 00:00;430;;32.448;;15.929;9.0086;0;20;0;36;1359
2017-10-01 00:00;420;;36.064;;31.193;7.8402;0;19;0;58;1154
2017-10-01 00:00;410;;8.293;;13.6305;6.4036;0;8;0;26;1041
2017-10-01 00:00;400;;105.544;;37.1416;7.9652;0;8;0;88;1029
2017-10-01 00:00;390;;107.097;;18.4175;7.715;0;13;0;63;1063
2017-10-01 00:00;376;;38.704;;59.0775;8.7798;0;7;0;145;1323
2017-10-01 00:00;370;;57.1452;;68.9711;9.0153;0;29;0;91;1609
2017-10-01 00:00;360;;16.231;372.6;206.807;44.4149;0;7;162;196;949
2017-10-01 00:00;350;;3.251;;5.448;4.2446;0;2;0;19;656
2017-10-01 00:00;340;;10.013;;6.823;3.2699;0;6;0;9;585
2017-10-01 00:00;336;;6.952;;9.9465;3.1797;0;5;0;27;570
2017-10-01 00:00;330;407.0;25.0037;21.0;44.278;9.5003;2;101;7;113;1326
2017-10-01 00:00;329;;12.048;;9.049;3.6484;0;4;0;19;539
2017-10-01 00:00;326;1057.0;4.0905;;81.121;52.3103;3;6;0;126;1259
2017-10-01 00:00;320;;7.71;;35.01;4.9827;0;4;0;44;771
2017-10-01 00:00;316;;8.371;;59.4746;8.0883;0;11;0;69;1120
2017-10-01 00:00;306;;13.072;;5.1621;5.4666;0;14;0;45;966
2017-10-01 00:00;270;;17.545;;0.766;4.8956;0;7;0;25;922
2017-10-01 00:00;269;;3.647;;0.616;2.1823;0;2;0;4;441
2017-10-01 00:00;265;;34.935;;9.245;9.9983;0;4;0;24;1162
2017-10-01 00:00;260;;0.015;;4.182;3.9659;0;1;0;11;600
2017-10-01 00:00;259;;44.993;;3.978;5.9093;0;15;0;11;913
2017-10-01 00:00;253;;1.225;;0.371;4.9331;0;2;0;3;713
2017-10-01 00:00;250;520.0;164.032;;2.991;4.3499;2;12;0;11;783
2017-10-01 00:00;240;;13.929;;0.142;4.913;0;8;0;4;758
2017-10-01 00:00;230;;4.632;;;4.0663;0;11;0;0;607
2017-10-01 00:00;223;;16.367;;0.006;1.188;0;3;0;1;196
2017-10-01 00:00;219;;86.98;;4.087;5.8024;0;11;0;12;782
2017-10-01 00:00;217;;60.994;;0.046;3.6656;0;8;0;3;564
2017-10-01 00:00;210;;1.328;;;2.7248;0;2;0;0;404
2017-10-01 00:00;201;;4.657;;2.753;2.969;0;9;0;6;446
2017-10-01 00:00;190;;0.353;;;2.1239;0;2;0;0;418
2017-10-01 00:00;187;;;;0.001;0.6802;0;0;0;1;121
2017-10-01 00:00;185;;1.122;;;2.2751;0;2;0;0;381
2017-10-01 00:00;183;;;;0.011;0.8929;0;0;0;1;143
2017-10-01 00:00;175;;;;;1.4714;0;0;0;0;223
2017-10-01 00:00;173;;47.018;;;2.1719;0;17;0;0;311
2017-10-01 00:00;169;;1.042;;0.861;5.78;0;2;0;2;460
2017-10-01 00:00;167;699.0;117.064;10.8;2.005;3.5525;2;3;3;4;417
2017-10-01 00:00;165;;;;;1.1668;0;0;0;0;151
2017-10-01 00:00;163;;0.486;;;1.8975;0;1;0;0;267
2017-10-01 00:00;161;;41.79;;0.9;1.5421;0;3;0;3;199
2017-10-01 00:00;159;;5.571;;;3.0609;0;3;0;0;459
2017-10-01 00:00;157;;;;;2.5282;0;0;0;0;253
2017-10-01 00:00;155;;0.03;;;0.9729;0;1;0;0;163
2017-10-01 00:00;153;;;;;1.1094;0;0;0;0;199
2017-10-01 00:00;151;;5.245;;;4.7324;0;8;0;0;467
2017-10-01 00:00;147;;;;;1.5763;0;0;0;0;82
2017-10-01 00:00;101;403.0;325.75;40.0;10.6543;11.2503;2;9;20;14;803
2017-10-01 00:00;1;;0.16;;;;0;8;0;0;0
2017-09-01 00:00;860;;98.22;;85.809;10.7169;0;20;0;239;1615
2017-09-01 00:00;851;380.0;82.624;;132.4047;14.9698;1;33;0;190;2989
2017-09-01 00:00;849;;23.594;;163.2995;8.9511;0;17;0;211;1356
2017-09-01 00:00;846;;10.663;;56.0103;8.1769;0;15;0;77;1438
2017-09-01 00:00;840;;18.856;;48.875;5.521;0;14;0;81;1237
2017-09-01 00:00;825;;0.0531;;0.18;0.7714;0;10;0;1;135
2017-09-01 00:00;820;;20.827;;108.814;5.9651;0;17;0;149;1405
2017-09-01 00:00;813;;63.658;7.6;49.05;9.3999;0;25;3;90;1509
2017-09-01 00:00;810;;46.931;;75.4102;6.9623;0;21;0;94;975
2017-09-01 00:00;791;;109.543;;62.434;17.8049;0;38;0;95;2762
2017-09-01 00:00;787;;28.996;;134.4619;11.1628;0;24;0;527;1903
2017-09-01 00:00;779;;33.094;;118.0638;12.5969;0;28;0;177;2082
2017-09-01 00:00;773;;14.808;;78.7645;4.2356;0;12;0;173;653
2017-09-01 00:00;766;;12.995;;28.0065;9.6913;0;6;0;68;1797
2017-09-01 00:00;760;;65.91;;402.8279;33.4637;0;30;0;351;2126
2017-09-01 00:00;756;;71.99;;47.2505;7.728;0;28;0;56;1059
2017-09-01 00:00;751;760.0;84.838;;11.4315;25.2652;2;24;0;35;3908
2017-09-01 00:00;746;;5.5576;;11.6575;7.9541;0;7;0;21;1607
2017-09-01 00:00;741;;;23.0;11.407;1.3663;0;0;10;27;221
2017-09-01 00:00;740;;113.698;;16.741;25.7736;0;14;0;48;2399
2017-09-01 00:00;730;;88.566;;158.5855;12.3879;0;10;0;143;1742
2017-09-01 00:00;727;;6.235;5.0;5.262;3.1474;0;5;10;13;649
2017-09-01 00:00;710;;22.3016;;34.974;6.8515;0;22;0;59;1163
2017-09-01 00:00;707;;42.017;399.6;52.619;5.1282;0;3;111;89;884
2017-09-01 00:00;706;;5.94;;18.8735;7.3432;0;4;0;48;1314
2017-09-01 00:00;671;;1.047;;50.506;3.7347;0;1;0;95;693
2017-09-01 00:00;665;;28.59;17.2;140.883;4.5679;0;12;8;198;807
2017-09-01 00:00;661;;50.772;;188.4186;8.9139;0;12;0;181;1657
2017-09-01 00:00;657;;110.111;;108.5581;12.3536;0;17;0;141;1864
2017-09-01 00:00;630;;19.772;;49.2317;91.8783;0;11;0;82;2908
2017-09-01 00:00;621;;15.04;;34.377;12.0555;0;9;0;43;1691
2017-09-01 00:00;615;;40.911;;3.912;10.6358;0;6;0;17;1985
2017-09-01 00:00;607;427.0;35.594;;2.278;6.0601;1;7;0;8;815
2017-09-01 00:00;580;626.0;5.384;;86.919;29.8505;1;12;0;110;1490
2017-09-01 00:00;575;;12.757;;61.187;8.3765;0;9;0;99;1262
2017-09-01 00:00;573;;24.01;;100.089;12.9068;0;19;0;138;1778
2017-09-01 00:00;563;;;;1.98;0.7893;0;0;0;3;148
2017-09-01 00:00;561;401.0;72.497;369.3;67.5732;12.4685;1;18;171;72;1765
2017-09-01 00:00;550;;77.307;;153.988;10.6013;0;42;0;327;1406
2017-09-01 00:00;540;;104.554;;14.0075;18.6855;0;28;0;35;1775
2017-09-01 00:00;530;;38.499;;92.599;4.885;0;16;0;64;770
2017-09-01 00:00;510;;47.931;;40.788;10.0983;0;27;0;67;1512
2017-09-01 00:00;492;;0.75;;12.026;1.4526;0;1;0;9;299
2017-09-01 00:00;482;;2.3;;43.806;2.2062;0;1;0;67;331
2017-09-01 00:00;480;;22.248;;26.437;4.9086;0;13;0;54;814
2017-09-01 00:00;479;;26.571;;32.833;11.1914;0;16;0;51;1240
2017-09-01 00:00;461;372.0;132.421;;11.158;9.8154;1;40;0;17;1419
2017-09-01 00:00;450;;24.015;;28.993;3.2101;0;7;0;40;574
2017-09-01 00:00;440;;9.691;;14.901;3.1863;0;7;0;14;433
2017-09-01 00:00;430;;32.448;;15.929;9.0026;0;20;0;36;1358
2017-09-01 00:00;420;;36.064;;31.193;7.8294;0;19;0;58;1152
2017-09-01 00:00;410;;8.293;;13.6305;6.3986;0;8;0;26;1040
2017-09-01 00:00;400;;105.544;;37.1416;7.9652;0;8;0;88;1029
2017-09-01 00:00;390;;107.097;;18.4175;7.703;0;13;0;63;1062
2017-09-01 00:00;376;;38.704;;59.0675;8.769;0;7;0;144;1322
2017-09-01 00:00;370;;57.1452;;68.9711;8.9404;0;29;0;91;1603
2017-09-01 00:00;360;;16.231;372.6;235.807;44.4117;0;7;162;229;948
2017-09-01 00:00;350;;3.251;;5.448;4.2398;0;2;0;19;654
2017-09-01 00:00;340;;10.013;;6.823;3.2599;0;6;0;9;583
2017-09-01 00:00;336;;6.952;;9.9465;3.1332;0;5;0;27;564
2017-09-01 00:00;330;407.0;25.0037;21.0;44.278;9.3763;2;101;7;113;1322
2017-09-01 00:00;329;;12.048;;9.049;3.6484;0;4;0;19;539
2017-09-01 00:00;326;1057.0;3.9875;;81.121;52.2987;3;5;0;126;1256
2017-09-01 00:00;320;;7.71;;35.01;4.9401;0;4;0;44;762
2017-09-01 00:00;316;;8.371;;59.4746;7.9548;0;11;0;69;1111
2017-09-01 00:00;306;;13.072;;5.1621;5.46;0;14;0;45;964
2017-09-01 00:00;270;;17.545;;0.766;4.8871;0;7;0;25;920
2017-09-01 00:00;269;;3.647;;0.616;2.1742;0;2;0;4;440
2017-09-01 00:00;265;;34.935;;9.245;9.969;0;4;0;24;1154
2017-09-01 00:00;260;;0.015;;4.182;3.9547;0;1;0;11;598
2017-09-01 00:00;259;;44.993;;3.978;5.8982;0;15;0;11;910
2017-09-01 00:00;253;;1.225;;0.371;4.9331;0;2;0;3;713
2017-09-01 00:00;250;520.0;164.032;;2.991;4.3399;2;12;0;11;782
2017-09-01 00:00;240;;13.929;;0.142;4.8385;0;8;0;4;751
2017-09-01 00:00;230;;4.632;;;4.0643;0;11;0;0;606
2017-09-01 00:00;223;;16.367;;0.006;1.184;0;3;0;1;195
2017-09-01 00:00;219;;86.98;;4.087;5.7982;0;11;0;12;780
2017-09-01 00:00;217;;60.994;;0.046;3.6656;0;8;0;3;564
2017-09-01 00:00;210;;1.328;;;2.7158;0;2;0;0;402
2017-09-01 00:00;201;;4.657;;2.753;2.96;0;9;0;6;444
2017-09-01 00:00;190;;0.353;;;2.1189;0;2;0;0;417
2017-09-01 00:00;187;;;;0.001;0.6802;0;0;0;1;121
2017-09-01 00:00;185;;1.122;;;2.261;0;2;0;0;377
2017-09-01 00:00;183;;;;0.011;0.8929;0;0;0;1;143
2017-09-01 00:00;175;;;;;1.4674;0;0;0;0;221
2017-09-01 00:00;173;;47.018;;;2.168;0;17;0;0;309
2017-09-01 00:00;169;;1.042;;0.861;5.78;0;2;0;2;460
2017-09-01 00:00;167;699.0;117.064;10.8;2.005;3.5465;2;3;3;4;416
2017-09-01 00:00;165;;;;;1.1418;0;0;0;0;150
2017-09-01 00:00;163;;0.486;;;1.8939;0;1;0;0;264
2017-09-01 00:00;161;;41.79;;0.9;1.5421;0;3;0;3;199
2017-09-01 00:00;159;;5.571;;;3.0579;0;3;0;0;458
2017-09-01 00:00;157;;;;;2.5312;0;0;0;0;253
2017-09-01 00:00;155;;0.03;;;0.9699;0;1;0;0;162
2017-09-01 00:00;153;;;;;1.0944;0;0;0;0;198
2017-09-01 00:00;151;;5.245;;;4.6724;0;8;0;0;466
2017-09-01 00:00;147;;;;;1.5763;0;0;0;0;82
2017-09-01 00:00;101;403.0;325.75;40.0;10.6543;10.8471;2;9;20;14;793
2017-09-01 00:00;1;;0.16;;;;0;8;0;0;0
2017-08-01 00:00;860;;98.22;;85.809;10.6989;0;20;0;239;1612
2017-08-01 00:00;851;380.0;82.624;;132.3947;14.9231;1;33;0;189;2983
2017-08-01 00:00;849;;23.594;;163.6195;8.9407;0;17;0;213;1351
2017-08-01 00:00;846;;10.663;;56.0103;8.1739;0;15;0;77;1437
2017-08-01 00:00;840;;18.856;;48.875;5.514;0;14;0;81;1236
2017-08-01 00:00;825;;0.0531;;0.18;0.7674;0;10;0;1;134
2017-08-01 00:00;820;;20.827;;108.814;5.9637;0;17;0;149;1404
2017-08-01 00:00;813;;63.658;7.6;49.05;9.3968;0;25;3;90;1507
2017-08-01 00:00;810;;46.931;;75.4102;6.9543;0;21;0;94;973
2017-08-01 00:00;791;;109.633;;62.434;17.7987;0;39;0;95;2760
2017-08-01 00:00;787;;28.996;;136.4869;11.1628;0;24;0;525;1903
2017-08-01 00:00;779;;33.094;;108.4638;12.5914;0;28;0;174;2081
2017-08-01 00:00;773;;14.808;;78.7545;4.2344;0;12;0;172;652
2017-08-01 00:00;766;;12.995;;28.0065;9.6744;0;6;0;68;1795
2017-08-01 00:00;760;;65.91;;403.0429;33.4565;0;30;0;351;2123
2017-08-01 00:00;756;;71.99;;47.2505;7.728;0;28;0;56;1059
2017-08-01 00:00;751;760.0;84.838;;11.4315;25.0479;2;24;0;35;3883
2017-08-01 00:00;746;;5.5576;;11.6575;7.9459;0;7;0;21;1605
2017-08-01 00:00;741;;;23.0;11.407;1.3641;0;0;10;27;220
2017-08-01 00:00;740;;113.698;;16.741;25.7246;0;14;0;48;2384
2017-08-01 00:00;730;;88.566;;158.5855;12.3377;0;10;0;143;1738
2017-08-01 00:00;727;;6.235;5.0;5.262;3.1489;0;5;10;13;650
2017-08-01 00:00;710;;22.2816;;34.964;6.8495;0;21;0;58;1162
2017-08-01 00:00;707;;42.017;399.6;52.619;5.1222;0;3;111;89;883
2017-08-01 00:00;706;;5.94;;18.8735;7.3402;0;4;0;48;1313
2017-08-01 00:00;671;;1.047;;50.506;3.7208;0;1;0;95;690
2017-08-01 00:00;665;;28.59;17.2;140.863;4.5518;0;12;8;196;805
2017-08-01 00:00;661;;50.772;;177.6186;8.9084;0;12;0;178;1654
2017-08-01 00:00;657;;110.111;;108.5581;12.3445;0;17;0;141;1860
2017-08-01 00:00;630;;19.772;;46.0317;91.8426;0;11;0;81;2895
2017-08-01 00:00;621;;15.04;;34.377;12.0355;0;9;0;43;1684
2017-08-01 00:00;615;;40.911;;3.912;10.622;0;6;0;17;1979
2017-08-01 00:00;607;427.0;35.594;;2.278;6.0606;1;7;0;8;815
2017-08-01 00:00;580;626.0;5.384;;86.909;29.8445;1;12;0;109;1488
2017-08-01 00:00;575;;12.757;;61.187;8.3585;0;9;0;99;1259
2017-08-01 00:00;573;;24.01;;100.089;12.8988;0;19;0;138;1775
2017-08-01 00:00;563;;;;1.98;0.7853;0;0;0;3;147
2017-08-01 00:00;561;401.0;72.497;369.3;67.5632;12.3605;1;18;171;71;1751
2017-08-01 00:00;550;;77.307;;153.943;10.6013;0;42;0;324;1406
2017-08-01 00:00;540;;103.988;;14.0075;18.2925;0;25;0;35;1760
2017-08-01 00:00;530;;38.499;;92.599;4.883;0;16;0;64;769
2017-08-01 00:00;510;;47.931;;40.788;10.0923;0;27;0;67;1511
2017-08-01 00:00;492;;0.75;;12.026;1.4526;0;1;0;9;299
2017-08-01 00:00;482;;2.3;;43.806;2.1972;0;1;0;67;329
2017-08-01 00:00;480;;22.248;;26.437;4.9086;0;13;0;54;814
2017-08-01 00:00;479;;26.571;;33.033;11.1884;0;16;0;52;1239
2017-08-01 00:00;461;372.0;132.421;;11.158;9.8074;1;40;0;17;1417
2017-08-01 00:00;450;;24.015;;28.993;3.2101;0;7;0;40;574
2017-08-01 00:00;440;;9.691;;14.901;3.1833;0;7;0;14;432
2017-08-01 00:00;430;;32.448;;15.929;8.9939;0;20;0;36;1355
2017-08-01 00:00;420;;36.064;;31.193;7.8257;0;19;0;58;1151
2017-08-01 00:00;410;;8.293;;13.6305;6.3386;0;8;0;26;1039
2017-08-01 00:00;400;;105.544;;37.1416;7.9652;0;8;0;88;1029
2017-08-01 00:00;390;;107.097;;18.4175;7.695;0;13;0;63;1060
2017-08-01 00:00;376;;38.704;;59.0675;8.7141;0;7;0;144;1319
2017-08-01 00:00;370;;57.143;;68.9711;8.9364;0;27;0;91;1602
2017-08-01 00:00;360;;16.231;372.6;235.807;38.4565;0;7;162;229;931
2017-08-01 00:00;350;;3.251;;5.448;4.2398;0;2;0;19;654
2017-08-01 00:00;340;;10.013;;6.823;3.2599;0;6;0;9;583
2017-08-01 00:00;336;;6.952;;9.9465;3.1332;0;5;0;27;564
2017-08-01 00:00;330;407.0;25.0037;21.0;44.278;9.3733;2;101;7;113;1321
2017-08-01 00:00;329;;12.048;;9.049;3.6484;0;4;0;19;539
2017-08-01 00:00;326;1057.0;3.9875;;81.121;52.2864;3;5;0;126;1253
2017-08-01 00:00;320;;7.71;;35.01;4.9369;0;4;0;44;760
2017-08-01 00:00;316;;8.371;;59.4746;7.9453;0;11;0;69;1109
2017-08-01 00:00;306;;13.072;;5.1621;5.465;0;14;0;45;965
2017-08-01 00:00;270;;17.545;;0.766;4.8841;0;7;0;25;919
2017-08-01 00:00;269;;3.647;;0.616;2.1742;0;2;0;4;440
2017-08-01 00:00;265;;34.935;;9.245;9.9556;0;4;0;24;1151
2017-08-01 00:00;260;;0.015;;4.182;3.9472;0;1;0;11;596
2017-08-01 00:00;259;;44.993;;3.978;5.8952;0;15;0;11;909
2017-08-01 00:00;253;;1.225;;0.371;4.9118;0;2;0;3;709
2017-08-01 00:00;250;520.0;164.032;;2.991;4.3389;2;12;0;11;781
