Month;MunicipalityNo;CapacityGe100MW;CapacityLt100MW;OffshoreWindCapacity;OnshoreWindCapacity;SolarPowerCapacity;NumberGenerationUnitsGe100MW;NumberGenerationUnitsLt100MW;NumberOffshoreWindGenerators;NumberOnshoreWindGenerators;NumberSolarPanels
2020-03-01 00:00;860;;100.152;;123.242;15.9862;0;22;0;249;1687
2020-03-01 00:00;851;410.0;63.576;;159.2347;16.0161;1;36;0;199;3217
2020-03-01 00:00;849;;22.384;;175.8395;9.2403;0;15;0;204;1418
2020-03-01 00:00;846;;10.663;;74.6253;8.4035;0;15;0;81;1482
2020-03-01 00:00;840;;18.856;;48.87;5.6704;0;14;0;80;1289
2020-03-01 00:00;825;;0.0531;;0.18;7.4941;0;10;0;1;137
2020-03-01 00:00;820;;20.387;;123.324;6.3466;0;18;0;146;1441
2020-03-01 00:00;813;;46.612;7.6;49.08;9.6506;0;23;3;93;1571
2020-03-01 00:00;810;;50.788;;92.7002;7.1682;0;22;0;103;1023
2020-03-01 00:00;791;;107.652;;61.719;18.4343;0;37;0;93;2950
2020-03-01 00:00;787;;27.663;;152.5369;53.3209;0;22;0;542;1946
2020-03-01 00:00;779;;33.092;;118.0688;12.8325;0;28;0;177;2128
2020-03-01 00:00;773;;14.808;;78.7945;30.0345;0;12;0;176;674
2020-03-01 00:00;766;;12.995;;28.0065;10.0081;0;6;0;68;1925
2020-03-01 00:00;760;;64.846;;489.7229;33.4912;0;30;0;368;2178
2020-03-01 00:00;756;;48.52;;67.4045;8.1258;0;27;0;62;1174
2020-03-01 00:00;751;760.0;85.195;;11.4315;28.9058;2;25;0;35;4551
2020-03-01 00:00;746;;5.5876;;17.0575;8.429;0;9;0;20;1735
2020-03-01 00:00;741;;;23.0;11.407;1.4331;0;0;10;27;243
2020-03-01 00:00;740;;113.738;;20.341;26.7583;0;14;0;49;2652
2020-03-01 00:00;730;;87.155;;158.5955;12.9974;0;10;0;144;1880
2020-03-01 00:00;727;;6.22;5.0;9.607;3.2842;0;4;10;14;682
2020-03-01 00:00;710;;22.3076;;34.969;7.2363;0;23;0;58;1257
2020-03-01 00:00;707;;25.509;399.6;52.668;5.6559;0;3;111;91;936
2020-03-01 00:00;706;;0.756;;18.8675;8.0184;0;4;0;47;1399
2020-03-01 00:00;671;;1.047;;50.356;3.8705;0;1;0;94;708
2020-03-01 00:00;665;;26.59;45.2;150.078;44.4171;0;12;12;201;897
2020-03-01 00:00;661;;43.972;;215.3786;24.2645;0;10;0;191;1740
2020-03-01 00:00;657;;107.222;;126.5351;13.7947;0;17;0;145;2013
2020-03-01 00:00;630;;19.332;;53.6127;92.9538;0;12;0;78;3188
2020-03-01 00:00;621;;15.15;;34.387;12.7222;0;10;0;44;1839
2020-03-01 00:00;615;;40.911;;3.59;11.2881;0;6;0;14;2149
2020-03-01 00:00;607;427.0;28.422;;2.278;6.8029;1;5;0;8;879
2020-03-01 00:00;580;;5.788;;84.459;30.05;0;13;0;108;1531
2020-03-01 00:00;575;;10.761;;61.132;8.7537;0;12;0;98;1322
2020-03-01 00:00;573;;16.299;;100.094;13.2929;0;17;0;140;1815
2020-03-01 00:00;563;;;;1.98;0.8134;0;0;0;3;152
2020-03-01 00:00;561;401.0;71.187;776.0;67.5714;12.9982;1;14;220;70;1881
2020-03-01 00:00;550;;77.007;;175.648;8.7413;0;41;0;339;1418
2020-03-01 00:00;540;;85.216;;14.0145;36.7141;0;16;0;35;1854
2020-03-01 00:00;530;;38.499;;92.599;6.2182;0;16;0;64;803
2020-03-01 00:00;510;;47.931;;40.813;10.458;0;27;0;68;1556
2020-03-01 00:00;492;;0.75;;12.026;1.4983;0;1;0;9;304
2020-03-01 00:00;482;;;;43.806;2.262;0;0;0;67;341
2020-03-01 00:00;480;;21.192;;26.437;5.0839;0;13;0;54;856
2020-03-01 00:00;479;;26.451;;34.633;11.5438;0;14;0;53;1299
2020-03-01 00:00;461;372.0;133.684;;11.158;10.5989;1;39;0;17;1546
2020-03-01 00:00;450;;19.113;;28.993;3.2684;0;5;0;40;596
2020-03-01 00:00;440;;5.846;;24.951;3.313;0;6;0;17;472
2020-03-01 00:00;430;;30.884;;15.779;9.2397;0;19;0;35;1427
2020-03-01 00:00;420;;36.064;;31.187;8.0227;0;19;0;57;1184
2020-03-01 00:00;410;;8.293;;13.6305;6.6371;0;8;0;26;1096
2020-03-01 00:00;400;;108.538;;37.1446;21.9749;0;9;0;88;1048
2020-03-01 00:00;390;;101.041;;17.8485;8.1474;0;11;0;58;1110
2020-03-01 00:00;376;;38.704;;59.0575;18.5772;0;7;0;144;1378
2020-03-01 00:00;370;;52.9532;;68.957;9.5665;0;28;0;88;1751
2020-03-01 00:00;360;;16.126;372.6;273.476;51.3881;0;3;162;206;969
2020-03-01 00:00;350;;3.266;;5.448;4.5758;0;3;0;19;715
2020-03-01 00:00;340;;9.864;;6.823;3.651;0;5;0;9;621
2020-03-01 00:00;336;;6.952;;9.9315;3.4266;0;5;0;27;626
2020-03-01 00:00;330;407.0;22.9547;21.0;44.078;12.1325;2;98;7;112;1426
2020-03-01 00:00;329;;12.048;;9.049;3.8663;0;4;0;19;595
2020-03-01 00:00;326;1057.0;33.0905;;80.819;52.7082;3;7;0;124;1331
2020-03-01 00:00;320;;7.71;;35.235;5.2651;0;4;0;45;839
2020-03-01 00:00;316;;8.371;;59.4791;15.2245;0;11;0;71;1215
2020-03-01 00:00;306;;13.072;;5.1611;5.7161;0;14;0;45;1022
2020-03-01 00:00;270;;17.545;;0.744;5.2487;0;7;0;24;986
2020-03-01 00:00;269;;3.5915;;0.616;2.5337;0;3;0;4;557
2020-03-01 00:00;265;;34.935;;7.865;11.0132;0;4;0;22;1337
2020-03-01 00:00;260;;0.015;;4.182;4.2163;0;1;0;11;656
2020-03-01 00:00;259;;43.053;;3.988;11.714;0;13;0;12;1033
2020-03-01 00:00;253;;1.285;;0.371;5.1548;0;4;0;3;794
2020-03-01 00:00;250;520.0;164.032;;2.991;4.5936;2;12;0;11;845
2020-03-01 00:00;240;;13.929;;0.143;5.2181;0;8;0;5;909
2020-03-01 00:00;230;;4.112;;;4.561;0;10;0;0;662
2020-03-01 00:00;223;;16.367;;;1.7326;0;3;0;0;219
2020-03-01 00:00;219;;86.494;;4.087;6.0774;0;10;0;12;835
2020-03-01 00:00;217;;78.4015;;0.046;4.1107;0;10;0;3;616
2020-03-01 00:00;210;;1.348;;;2.9061;0;3;0;0;434
2020-03-01 00:00;201;;4.697;;2.753;3.2778;0;10;0;6;570
2020-03-01 00:00;190;;0.353;;;2.3033;0;2;0;0;452
2020-03-01 00:00;187;;;;0.001;0.7423;0;0;0;1;129
2020-03-01 00:00;185;;0.922;;;2.546;0;1;0;0;463
2020-03-01 00:00;183;;;;0.011;0.9627;0;0;0;1;159
2020-03-01 00:00;175;;;;;1.8117;0;0;0;0;284
2020-03-01 00:00;173;;42.504;;;2.796;0;10;0;0;360
2020-03-01 00:00;169;;1.042;;0.85;6.0471;0;2;0;1;527
2020-03-01 00:00;167;699.0;117.064;10.8;2.005;4.9934;2;3;3;4;476
2020-03-01 00:00;165;;;;;1.2524;0;0;0;0;161
2020-03-01 00:00;163;;;;;2.8721;0;0;0;0;335
2020-03-01 00:00;161;;41.79;;0.9;1.6207;0;3;0;3;215
2020-03-01 00:00;159;;6.883;;;3.4472;0;4;0;0;508
2020-03-01 00:00;157;;;;;2.7987;0;0;0;0;282
2020-03-01 00:00;155;;0.03;;;1.0248;0;1;0;0;183
2020-03-01 00:00;153;;0.04;;;1.2718;0;1;0;0;216
2020-03-01 00:00;151;;4.175;;;5.4938;0;7;0;0;556
2020-03-01 00:00;147;;;;;1.7102;0;0;0;0;92
2020-03-01 00:00;101;399.0;322.45;40.0;10.6543;15.6774;2;9;20;14;1061
2020-03-01 00:00;1;;0.16;;;;0;8;0;0;0
2020-02-01 00:00;860;;100.152;;123.392;15.9793;0;22;0;250;0
2020-02-01 00:00;851;410.0;63.576;;159.2347;15.9865;1;36;0;199;0
2020-02-01 00:00;849;;23.594;;158.6395;9.2403;0;17;0;200;0
2020-02-01 00:00;846;;10.663;;74.6253;8.404;0;15;0;81;0
2020-02-01 00:00;840;;18.856;;48.87;5.6704;0;14;0;80;0
2020-02-01 00:00;825;;0.0531;;0.18;7.4941;0;0;0;1;0
2020-02-01 00:00;820;;20.857;;101.824;6.3451;0;19;0;141;0
2020-02-01 00:00;813;;46.612;7.6;49.08;9.6536;0;23;3;93;0
2020-02-01 00:00;810;;50.788;;92.7002;7.157;0;22;0;103;0
2020-02-01 00:00;791;;107.834;;61.719;18.4075;0;37;0;93;0
2020-02-01 00:00;787;;27.663;;145.2369;53.3196;0;22;0;542;0
2020-02-01 00:00;779;;33.092;;118.0688;12.8325;0;28;0;177;0
2020-02-01 00:00;773;;14.808;;78.7945;30.0345;0;12;0;176;0
2020-02-01 00:00;766;;12.989;;28.0065;9.9981;0;5;0;68;0
2020-02-01 00:00;760;;64.846;;489.7229;33.4514;0;30;0;368;0
2020-02-01 00:00;756;;48.52;;67.4045;8.1117;0;27;0;62;0
2020-02-01 00:00;751;760.0;84.826;;11.4315;28.7968;2;22;0;35;0
2020-02-01 00:00;746;;5.5876;;17.0575;8.411;0;9;0;20;0
2020-02-01 00:00;741;;;23.0;11.407;1.4331;0;0;10;27;0
2020-02-01 00:00;740;;113.734;;20.341;26.7445;0;13;0;49;0
2020-02-01 00:00;730;;87.155;;158.5955;12.938;0;10;0;144;0
2020-02-01 00:00;727;;6.22;5.0;9.607;3.2842;0;4;10;14;0
2020-02-01 00:00;710;;22.3076;;34.969;7.2288;0;23;0;58;0
2020-02-01 00:00;707;;25.509;399.6;52.668;5.6344;0;3;111;91;0
2020-02-01 00:00;706;;0.756;;18.8675;7.7484;0;4;0;47;0
2020-02-01 00:00;671;;1.047;;50.356;3.8405;0;1;0;94;0
2020-02-01 00:00;665;;26.59;45.2;150.078;44.4171;0;12;12;201;0
2020-02-01 00:00;661;;43.972;;215.3786;24.256;0;10;0;191;0
2020-02-01 00:00;657;;107.216;;126.5351;13.7822;0;16;0;145;0
2020-02-01 00:00;630;;19.332;;53.6127;92.939;0;12;0;78;0
2020-02-01 00:00;621;;15.15;;34.387;12.6939;0;10;0;44;0
2020-02-01 00:00;615;;40.911;;3.612;11.2707;0;6;0;15;0
2020-02-01 00:00;607;427.0;28.422;;2.278;6.8014;1;5;0;8;0
2020-02-01 00:00;580;;5.788;;84.459;30.0452;0;13;0;108;0
2020-02-01 00:00;575;;10.761;;61.132;8.7378;0;12;0;98;0
2020-02-01 00:00;573;;20.04;;100.094;13.2899;0;18;0;140;0
2020-02-01 00:00;563;;;;1.98;0.8074;0;0;0;3;0
2020-02-01 00:00;561;401.0;71.187;776.0;67.5714;12.9976;1;14;220;70;0
2020-02-01 00:00;550;;77.007;;175.648;8.7313;0;41;0;339;0
2020-02-01 00:00;540;;85.216;;14.0145;36.7041;0;16;0;35;0
2020-02-01 00:00;530;;38.499;;92.599;6.2172;0;16;0;64;0
2020-02-01 00:00;510;;47.931;;40.813;10.397;0;27;0;68;0
2020-02-01 00:00;492;;0.75;;12.026;1.4983;0;1;0;9;0
2020-02-01 00:00;482;;;;43.806;2.2564;0;0;0;67;0
2020-02-01 00:00;480;;21.192;;26.437;5.072;0;13;0;54;0
2020-02-01 00:00;479;;26.451;;34.633;11.5358;0;14;0;53;0
2020-02-01 00:00;461;372.0;133.684;;11.158;10.5965;1;39;0;17;0
2020-02-01 00:00;450;;19.113;;28.993;3.2684;0;5;0;40;0
2020-02-01 00:00;440;;5.846;;24.951;3.313;0;6;0;17;0
2020-02-01 00:00;430;;30.884;;15.779;9.2252;0;19;0;35;0
2020-02-01 00:00;420;;36.064;;31.187;8.0215;0;19;0;57;0
2020-02-01 00:00;410;;8.293;;13.6305;6.5999;0;8;0;26;0
2020-02-01 00:00;400;;108.538;;37.1446;21.9899;0;9;0;88;0
2020-02-01 00:00;390;;101.041;;17.8485;8.1419;0;11;0;58;0
2020-02-01 00:00;376;;38.704;;59.0575;18.5793;0;7;0;144;0
2020-02-01 00:00;370;;52.9532;;68.957;9.5403;0;28;0;88;0
2020-02-01 00:00;360;;16.126;372.6;273.476;51.3881;0;3;162;206;0
2020-02-01 00:00;350;;3.266;;5.448;4.5688;0;3;0;19;0
2020-02-01 00:00;340;;9.864;;6.823;3.6498;0;5;0;9;0
2020-02-01 00:00;336;;6.952;;9.9315;3.4245;0;5;0;27;0
2020-02-01 00:00;330;407.0;22.566;21.0;44.078;10.1157;2;14;7;112;0
2020-02-01 00:00;329;;12.048;;9.049;3.8663;0;4;0;19;0
2020-02-01 00:00;326;1057.0;33.084;;80.819;52.7016;3;5;0;124;0
2020-02-01 00:00;320;;7.71;;35.235;5.2521;0;4;0;45;0
2020-02-01 00:00;316;;8.371;;59.4791;15.2276;0;11;0;71;0
2020-02-01 00:00;306;;13.072;;5.1611;5.7161;0;14;0;45;0
2020-02-01 00:00;270;;17.545;;0.744;5.2472;0;7;0;24;0
2020-02-01 00:00;269;;3.574;;0.616;2.5325;0;2;0;4;0
2020-02-01 00:00;265;;34.935;;7.865;11.0007;0;4;0;22;0
2020-02-01 00:00;260;;0.015;;4.182;4.2059;0;1;0;11;0
2020-02-01 00:00;259;;43.053;;3.988;11.6983;0;13;0;12;0
2020-02-01 00:00;253;;1.285;;0.371;5.1446;0;4;0;3;0
2020-02-01 00:00;250;520.0;164.032;;2.991;4.584;2;12;0;11;0
2020-02-01 00:00;240;;13.929;;0.143;5.1841;0;8;0;5;0
2020-02-01 00:00;230;;4.112;;;4.5556;0;10;0;0;0
2020-02-01 00:00;223;;16.367;;;1.7296;0;3;0;0;0
2020-02-01 00:00;219;;86.494;;4.087;6.0512;0;10;0;12;0
2020-02-01 00:00;217;;78.4015;;0.046;4.1087;0;10;0;3;0
2020-02-01 00:00;210;;1.348;;;2.8875;0;3;0;0;0
2020-02-01 00:00;201;;4.697;;2.753;3.2662;0;10;0;6;0
2020-02-01 00:00;190;;0.353;;;2.2928;0;2;0;0;0
2020-02-01 00:00;187;;;;0.001;0.7403;0;0;0;1;0
2020-02-01 00:00;185;;0.922;;;2.5328;0;1;0;0;0
2020-02-01 00:00;183;;;;0.011;0.9627;0;0;0;1;0
2020-02-01 00:00;175;;;;;1.7758;0;0;0;0;281
2020-02-01 00:00;173;;42.504;;;2.7881;0;10;0;0;0
2020-02-01 00:00;169;;1.042;;0.85;5.9303;0;2;0;1;0
2020-02-01 00:00;167;699.0;117.064;10.8;2.005;4.9787;2;3;3;4;0
2020-02-01 00:00;165;;;;;1.1984;0;0;0;0;159
2020-02-01 00:00;163;;;;;2.8679;0;0;0;0;333
2020-02-01 00:00;161;;41.79;;0.9;1.6207;0;3;0;3;0
2020-02-01 00:00;159;;6.883;;;3.4424;0;4;0;0;0
2020-02-01 00:00;157;;;;;2.6079;0;0;0;0;277
2020-02-01 00:00;155;;0.03;;;1.0228;0;1;0;0;0
2020-02-01 00:00;153;;0.04;;;1.2678;0;1;0;0;0
2020-02-01 00:00;151;;4.175;;;5.3934;0;7;0;0;0
2020-02-01 00:00;147;;;;;1.7102;0;0;0;0;92
2020-02-01 00:00;101;399.0;322.45;40.0;10.6543;15.5243;2;9;20;14;0
2020-02-01 00:00;1;;0.16;;;;0;8;0;0;0
2020-01-01 00:00;860;;100.152;;;;0;22;0;0;0
2020-01-01 00:00;851;380.0;63.576;;;;1;36;0;0;0
2020-01-01 00:00;849;;23.594;;;;0;17;0;0;0
2020-01-01 00:00;846;;10.663;;;;0;15;0;0;0
2020-01-01 00:00;840;;18.856;;;;0;14;0;0;0
2020-01-01 00:00;820;;20.857;;;;0;19;0;0;0
2020-01-01 00:00;813;;46.612;;;;0;23;0;0;0
2020-01-01 00:00;810;;50.788;;;;0;22;0;0;0
2020-01-01 00:00;791;;107.834;;;;0;37;0;0;0
2020-01-01 00:00;787;;27.663;;;;0;22;0;0;0
2020-01-01 00:00;779;;33.092;;;;0;28;0;0;0
2020-01-01 00:00;773;;14.808;;;;0;12;0;0;0
2020-01-01 00:00;766;;12.989;;;;0;5;0;0;0
2020-01-01 00:00;760;;69.646;;;;0;31;0;0;0
2020-01-01 00:00;756;;48.52;;;;0;27;0;0;0
2020-01-01 00:00;751;760.0;84.826;;;;2;22;0;0;0
2020-01-01 00:00;746;;5.5876;;;;0;9;0;0;0
2020-01-01 00:00;740;;113.734;;;;0;13;0;0;0
2020-01-01 00:00;730;;87.155;;;;0;10;0;0;0
2020-01-01 00:00;727;;6.235;;;;0;5;0;0;0
2020-01-01 00:00;710;;22.3076;;;;0;23;0;0;0
2020-01-01 00:00;707;;25.5;;;;0;2;0;0;0
2020-01-01 00:00;706;;0.396;;;;0;3;0;0;0
2020-01-01 00:00;671;;1.047;;;;0;1;0;0;0
2020-01-01 00:00;665;;31.69;;;;0;13;0;0;0
2020-01-01 00:00;661;;43.972;;;;0;10;0;0;0
2020-01-01 00:00;657;;107.216;;;;0;16;0;0;0
2020-01-01 00:00;630;;19.332;;;;0;12;0;0;0
2020-01-01 00:00;621;;15.15;;;;0;10;0;0;0
2020-01-01 00:00;615;;40.911;;;;0;6;0;0;0
2020-01-01 00:00;607;427.0;34.672;;;;1;6;0;0;0
2020-01-01 00:00;580;;5.788;;;;0;13;0;0;0
2020-01-01 00:00;575;;10.761;;;;0;12;0;0;0
2020-01-01 00:00;573;;20.04;;;;0;18;0;0;0
2020-01-01 00:00;561;401.0;71.187;;;;1;14;0;0;0
2020-01-01 00:00;550;;77.007;;;;0;41;0;0;0
2020-01-01 00:00;540;;85.216;;;;0;16;0;0;0
2020-01-01 00:00;530;;38.499;;;;0;16;0;0;0
2020-01-01 00:00;510;;47.931;;;;0;27;0;0;0
2020-01-01 00:00;492;;0.75;;;;0;1;0;0;0
2020-01-01 00:00;480;;22.254;;;;0;14;0;0;0
2020-01-01 00:00;479;;26.451;;;;0;14;0;0;0
2020-01-01 00:00;461;372.0;133.684;;;;1;39;0;0;0
2020-01-01 00:00;450;;19.113;;;;0;5;0;0;0
2020-01-01 00:00;440;;5.846;;;;0;6;0;0;0
2020-01-01 00:00;430;;30.884;;;;0;19;0;0;0
2020-01-01 00:00;420;;36.064;;;;0;19;0;0;0
2020-01-01 00:00;410;;8.293;;;;0;8;0;0;0
2020-01-01 00:00;400;;108.538;;;;0;9;0;0;0
2020-01-01 00:00;390;;107.097;;;;0;13;0;0;0
2020-01-01 00:00;376;;38.704;;;;0;7;0;0;0
2020-01-01 00:00;370;;56.0532;;;;0;29;0;0;0
2020-01-01 00:00;360;;16.126;;;;0;3;0;0;0
2020-01-01 00:00;350;;3.251;;;;0;2;0;0;0
2020-01-01 00:00;340;;10.013;;;;0;6;0;0;0
2020-01-01 00:00;336;;6.952;;;;0;5;0;0;0
2020-01-01 00:00;330;407.0;22.566;;;;2;14;0;0;0
2020-01-01 00:00;329;;12.048;;;;0;4;0;0;0
2020-01-01 00:00;326;1057.0;33.084;;;;3;5;0;0;0
2020-01-01 00:00;320;;7.71;;;;0;4;0;0;0
2020-01-01 00:00;316;;8.371;;;;0;11;0;0;0
2020-01-01 00:00;306;;13.072;;;;0;14;0;0;0
2020-01-01 00:00;270;;17.545;;;;0;7;0;0;0
2020-01-01 00:00;269;;3.574;;;;0;2;0;0;0
2020-01-01 00:00;265;;34.935;;;;0;4;0;0;0
2020-01-01 00:00;260;;0.015;;;;0;1;0;0;0
2020-01-01 00:00;259;;43.493;;;;0;14;0;0;0
2020-01-01 00:00;253;;1.285;;;;0;4;0;0;0
2020-01-01 00:00;250;520.0;164.032;;;;2;12;0;0;0
2020-01-01 00:00;240;;13.929;;;;0;8;0;0;0
2020-01-01 00:00;230;;4.692;;;;0;12;0;0;0
2020-01-01 00:00;223;;16.367;;;;0;3;0;0;0
2020-01-01 00:00;219;;86.494;;;;0;10;0;0;0
2020-01-01 00:00;217;;78.4015;;;;0;10;0;0;0
2020-01-01 00:00;210;;1.348;;;;0;3;0;0;0
2020-01-01 00:00;201;;4.697;;;;0;10;0;0;0
2020-01-01 00:00;190;;0.353;;;;0;2;0;0;0
2020-01-01 00:00;185;;0.922;;;;0;1;0;0;0
2020-01-01 00:00;173;;44.973;;;;0;13;0;0;0
2020-01-01 00:00;169;;1.042;;;;0;2;0;0;0
2020-01-01 00:00;167;699.0;117.064;;;;2;3;0;0;0
2020-01-01 00:00;163;;0.486;;;;0;1;0;0;0
2020-01-01 00:00;161;;41.79;;;;0;3;0;0;0
2020-01-01 00:00;159;;6.883;;;;0;4;0;0;0
2020-01-01 00:00;155;;0.03;;;;0;1;0;0;0
2020-01-01 00:00;153;;0.04;;;;0;1;0;0;0
2020-01-01 00:00;151;;5.245;;;;0;8;0;0;0
2020-01-01 00:00;101;399.0;322.45;;;;2;9;0;0;0
2020-01-01 00:00;1;;0.16;;;;0;8;0;0;0
2019-12-01 00:00;860;;100.152;;106.592;15.9625;0;22;0;246;0
2019-12-01 00:00;851;380.0;63.576;;159.6347;15.8633;1;36;0;201;0
2019-12-01 00:00;849;;23.594;;160.8945;9.2303;0;17;0;206;0
2019-12-01 00:00;846;;10.663;;74.6253;8.4012;0;15;0;81;0
2019-12-01 00:00;840;;18.856;;48.87;5.6689;0;14;0;80;0
2019-12-01 00:00;825;;0.0531;;0.18;7.4941;0;0;0;1;0
2019-12-01 00:00;820;;20.857;;109.324;6.3391;0;19;0;151;0
2019-12-01 00:00;813;;46.612;7.6;49.08;9.6456;0;23;3;93;0
2019-12-01 00:00;810;;50.788;;92.7002;7.144;0;22;0;103;0
2019-12-01 00:00;791;;107.834;;61.719;18.3881;0;37;0;93;0
2019-12-01 00:00;787;;28.696;;149.5869;53.3196;0;23;0;544;0
2019-12-01 00:00;779;;33.092;;118.0688;12.8217;0;28;0;177;0
2019-12-01 00:00;773;;14.808;;78.7945;30.0345;0;12;0;176;0
2019-12-01 00:00;766;;12.989;;28.0065;9.9813;0;5;0;68;0
2019-12-01 00:00;760;;74.446;;489.7229;33.4466;0;32;0;368;0
2019-12-01 00:00;756;;48.52;;67.4045;8.0757;0;27;0;62;0
2019-12-01 00:00;751;760.0;84.826;;11.4315;28.4932;2;22;0;35;0
2019-12-01 00:00;746;;5.5876;;17.0575;8.4;0;9;0;20;0
2019-12-01 00:00;741;;;23.0;11.407;1.4331;0;0;10;27;0
2019-12-01 00:00;740;;113.694;;20.341;26.5429;0;13;0;49;0
2019-12-01 00:00;730;;87.155;;158.5955;12.8708;0;10;0;144;0
2019-12-01 00:00;727;;6.235;5.0;9.607;3.2778;0;5;10;14;0
2019-12-01 00:00;710;;22.3076;;34.969;7.1902;0;23;0;58;0
2019-12-01 00:00;707;;25.5;399.6;52.679;5.6239;0;2;111;92;0
2019-12-01 00:00;706;;0.396;;18.8675;7.6533;0;3;0;47;0
2019-12-01 00:00;671;;1.047;;50.356;3.785;0;1;0;94;0
2019-12-01 00:00;665;;31.69;45.2;150.078;44.4135;0;13;12;201;0
2019-12-01 00:00;661;;43.972;;215.3786;10.1851;0;10;0;191;0
2019-12-01 00:00;657;;107.216;;126.5351;13.7602;0;16;0;145;0
2019-12-01 00:00;630;;19.332;;53.6377;92.8851;0;12;0;79;0
2019-12-01 00:00;621;;15.15;;34.377;12.616;0;10;0;43;0
2019-12-01 00:00;615;;40.911;;3.612;11.2059;0;6;0;15;0
2019-12-01 00:00;607;427.0;34.672;;2.278;6.7994;1;6;0;8;0
2019-12-01 00:00;580;;5.788;;84.459;30.0305;0;13;0;108;0
2019-12-01 00:00;575;;10.761;;61.132;8.7179;0;12;0;98;0
2019-12-01 00:00;573;;20.04;;100.094;13.2747;0;18;0;140;0
2019-12-01 00:00;563;;;;1.98;0.8074;0;0;0;3;0
2019-12-01 00:00;561;401.0;71.187;776.0;67.5714;12.9707;1;14;220;70;0
2019-12-01 00:00;550;;77.007;;175.648;8.7313;0;41;0;339;0
2019-12-01 00:00;540;;85.216;;14.0175;36.7018;0;16;0;36;0
2019-12-01 00:00;530;;38.499;;92.599;6.2119;0;16;0;64;0
2019-12-01 00:00;510;;47.931;;40.813;10.391;0;27;0;68;0
2019-12-01 00:00;492;;0.75;;12.026;1.4983;0;1;0;9;0
2019-12-01 00:00;482;;;;43.806;2.2564;0;0;0;67;0
2019-12-01 00:00;480;;22.254;;26.437;5.0693;0;14;0;54;0
2019-12-01 00:00;479;;26.451;;34.633;11.5098;0;14;0;53;0
2019-12-01 00:00;461;372.0;133.684;;11.158;10.5805;1;39;0;17;0
2019-12-01 00:00;450;;19.115;;28.993;3.2642;0;6;0;40;0
2019-12-01 00:00;440;;5.846;;24.951;3.311;0;6;0;17;0
2019-12-01 00:00;430;;30.884;;15.779;9.2207;0;19;0;35;0
2019-12-01 00:00;420;;36.064;;31.187;7.9977;0;19;0;57;0
2019-12-01 00:00;410;;8.293;;13.6305;6.5799;0;8;0;26;0
2019-12-01 00:00;400;;108.538;;37.1446;21.9212;0;9;0;88;0
2019-12-01 00:00;390;;107.097;;17.8665;8.1243;0;13;0;59;0
2019-12-01 00:00;376;;38.704;;59.0575;18.5183;0;7;0;144;0
2019-12-01 00:00;370;;56.0532;;68.957;9.5221;0;29;0;88;0
2019-12-01 00:00;360;;16.126;372.6;273.476;51.3811;0;3;162;206;0
2019-12-01 00:00;350;;3.251;;5.448;4.5637;0;2;0;19;0
2019-12-01 00:00;340;;10.013;;6.823;3.5943;0;6;0;9;0
2019-12-01 00:00;336;;6.952;;9.95;3.4245;0;5;0;28;0
2019-12-01 00:00;330;407.0;22.566;21.0;44.278;10.1061;2;14;7;113;0
2019-12-01 00:00;329;;12.048;;9.049;3.8509;0;4;0;19;0
2019-12-01 00:00;326;1057.0;33.084;;80.831;52.6376;3;5;0;125;0
2019-12-01 00:00;320;;7.71;;35.235;5.2497;0;4;0;45;0
2019-12-01 00:00;316;;8.371;;59.4791;15.1879;0;11;0;71;0
2019-12-01 00:00;306;;13.072;;5.1721;5.7067;0;14;0;46;0
2019-12-01 00:00;270;;17.545;;0.744;5.2122;0;7;0;24;0
2019-12-01 00:00;269;;3.574;;0.616;2.5277;0;2;0;4;0
2019-12-01 00:00;265;;34.935;;8.045;10.8324;0;4;0;23;0
2019-12-01 00:00;260;;0.015;;4.182;4.1963;0;1;0;11;0
2019-12-01 00:00;259;;43.493;;3.988;11.6625;0;14;0;12;0
2019-12-01 00:00;253;;1.285;;0.371;5.1181;0;4;0;3;0
2019-12-01 00:00;250;520.0;164.032;;2.991;4.5669;2;12;0;11;0
2019-12-01 00:00;240;;13.929;;0.143;5.1828;0;8;0;5;0
2019-12-01 00:00;230;;4.692;;;4.5564;0;12;0;0;0
2019-12-01 00:00;223;;16.367;;;1.7202;0;3;0;0;0
2019-12-01 00:00;219;;86.494;;4.087;6.0492;0;10;0;12;0
2019-12-01 00:00;217;;78.4015;;0.046;4.0651;0;10;0;3;0
2019-12-01 00:00;210;;1.348;;;2.8821;0;3;0;0;0
2019-12-01 00:00;201;;4.697;;2.753;3.2114;0;10;0;6;0
2019-12-01 00:00;190;;0.353;;;2.2822;0;2;0;0;0
2019-12-01 00:00;187;;;;0.001;0.7403;0;0;0;1;0
2019-12-01 00:00;185;;0.922;;;2.4694;0;1;0;0;0
2019-12-01 00:00;183;;;;0.011;0.9615;0;0;0;1;0
2019-12-01 00:00;175;;;;;1.7734;0;0;0;0;279
2019-12-01 00:00;173;;44.973;;;2.7772;0;13;0;0;0
2019-12-01 00:00;169;;1.042;;0.85;5.9243;0;2;0;1;0
2019-12-01 00:00;167;699.0;117.064;10.8;2.005;4.9555;2;3;3;4;0
2019-12-01 00:00;165;;;;;1.1932;0;0;0;0;158
2019-12-01 00:00;163;;0.486;;;2.855;0;1;0;0;0
2019-12-01 00:00;161;;41.79;;0.9;1.6191;0;3;0;3;0
