date;Hours;Up;Down
09-06-2017;22 - 23;0;0
09-06-2017;23 - 00;0;0
10-06-2017;00 - 01;0;0
10-06-2017;01 - 02;0;0
10-06-2017;02 - 03;0;0
10-06-2017;03 - 04;0;0
10-06-2017;04 - 05;0;0
10-06-2017;05 - 06;0;0
10-06-2017;06 - 07;0;0
10-06-2017;07 - 08;0;0
10-06-2017;08 - 09;0;0
10-06-2017;09 - 10;0;0
10-06-2017;10 - 11;0;0
10-06-2017;11 - 12;0;0
10-06-2017;12 - 13;0;0
10-06-2017;13 - 14;0;0
10-06-2017;14 - 15;0;0
10-06-2017;15 - 16;0;0
10-06-2017;16 - 17;0;0
10-06-2017;17 - 18;0;0
10-06-2017;18 - 19;0;0
10-06-2017;19 - 20;0;0
10-06-2017;20 - 21;0;0
10-06-2017;21 - 22;0;0
10-06-2017;22 - 23;0;0
10-06-2017;23 - 00;0;0
11-06-2017;00 - 01;0;0
11-06-2017;01 - 02;0;0
11-06-2017;02 - 03;0;0
11-06-2017;03 - 04;0;0
11-06-2017;04 - 05;0;0
11-06-2017;05 - 06;0;0
11-06-2017;06 - 07;0;0
11-06-2017;07 - 08;0;0
11-06-2017;08 - 09;0;0
11-06-2017;09 - 10;0;0
11-06-2017;10 - 11;0;0
11-06-2017;11 - 12;0;0
11-06-2017;12 - 13;0;0
11-06-2017;13 - 14;0;0
11-06-2017;14 - 15;0;0
11-06-2017;15 - 16;0;0
11-06-2017;16 - 17;0;0
11-06-2017;17 - 18;0;0
11-06-2017;18 - 19;0;0
11-06-2017;19 - 20;0;0
11-06-2017;20 - 21;0;0
11-06-2017;21 - 22;0;0
11-06-2017;22 - 23;0;0
11-06-2017;23 - 00;0;0
12-06-2017;00 - 01;0;0
12-06-2017;01 - 02;0;0
12-06-2017;02 - 03;0;0
12-06-2017;03 - 04;0;0
12-06-2017;04 - 05;0;0
12-06-2017;05 - 06;0;0
12-06-2017;06 - 07;0;0
12-06-2017;07 - 08;0;0
12-06-2017;08 - 09;0;0
12-06-2017;09 - 10;0;94,8
12-06-2017;10 - 11;0;0
12-06-2017;11 - 12;0;641,9
12-06-2017;12 - 13;0;0
12-06-2017;13 - 14;0;0
12-06-2017;14 - 15;0;0
12-06-2017;15 - 16;0;0
12-06-2017;16 - 17;0;0
12-06-2017;17 - 18;0;0
12-06-2017;18 - 19;0;0
12-06-2017;19 - 20;0;0
12-06-2017;20 - 21;0;0
12-06-2017;21 - 22;0;0
12-06-2017;22 - 23;0;0
12-06-2017;23 - 00;0;0
13-06-2017;00 - 01;0;0
13-06-2017;01 - 02;0;0
13-06-2017;02 - 03;0;0
13-06-2017;03 - 04;0;0
13-06-2017;04 - 05;0;0
13-06-2017;05 - 06;0;11,5
13-06-2017;06 - 07;0;0
13-06-2017;07 - 08;0;0
13-06-2017;08 - 09;0;0
13-06-2017;09 - 10;0;0
13-06-2017;10 - 11;0;0
13-06-2017;11 - 12;0;0
13-06-2017;12 - 13;0;0
13-06-2017;13 - 14;0;0
13-06-2017;14 - 15;0;0
13-06-2017;15 - 16;0;0
13-06-2017;16 - 17;0;0
13-06-2017;17 - 18;0;0
13-06-2017;18 - 19;0;0
13-06-2017;19 - 20;0;0
13-06-2017;20 - 21;0;0
13-06-2017;21 - 22;0;0
13-06-2017;22 - 23;0;0
13-06-2017;23 - 00;0;0
14-06-2017;00 - 01;0;0
14-06-2017;01 - 02;0;0
14-06-2017;02 - 03;0;0
14-06-2017;03 - 04;0;0
14-06-2017;04 - 05;0;0
14-06-2017;05 - 06;0;0
14-06-2017;06 - 07;0;0
14-06-2017;07 - 08;0;0
14-06-2017;08 - 09;0;0
14-06-2017;09 - 10;0;0
14-06-2017;10 - 11;0;0
14-06-2017;11 - 12;0;0
14-06-2017;12 - 13;0;0
14-06-2017;13 - 14;0;0
14-06-2017;14 - 15;0;0
14-06-2017;15 - 16;0;0
14-06-2017;16 - 17;0;0
14-06-2017;17 - 18;0;0
14-06-2017;18 - 19;0;0
14-06-2017;19 - 20;0;0
14-06-2017;20 - 21;0;0
14-06-2017;21 - 22;0;0
14-06-2017;22 - 23;0;0
14-06-2017;23 - 00;0;0
15-06-2017;00 - 01;0;0
15-06-2017;01 - 02;0;0
15-06-2017;02 - 03;0;0
15-06-2017;03 - 04;0;0
15-06-2017;04 - 05;0;0
15-06-2017;05 - 06;0;0
15-06-2017;06 - 07;0;0
15-06-2017;07 - 08;0;0
15-06-2017;08 - 09;0;0
15-06-2017;09 - 10;0;0
15-06-2017;10 - 11;0;0
15-06-2017;11 - 12;0;0
15-06-2017;12 - 13;0;0
15-06-2017;13 - 14;0;0
15-06-2017;14 - 15;0;0
15-06-2017;15 - 16;0;0
15-06-2017;16 - 17;0;0
15-06-2017;17 - 18;0;0
15-06-2017;18 - 19;0;0
15-06-2017;19 - 20;0;0
15-06-2017;20 - 21;0;0
15-06-2017;21 - 22;0;0
15-06-2017;22 - 23;0;0
15-06-2017;23 - 00;0;0
16-06-2017;00 - 01;0;0
16-06-2017;01 - 02;0;0
16-06-2017;02 - 03;0;0
16-06-2017;03 - 04;0;0
16-06-2017;04 - 05;0;0
16-06-2017;05 - 06;0;0
16-06-2017;06 - 07;0;0
16-06-2017;07 - 08;0;0
16-06-2017;08 - 09;0;0
16-06-2017;09 - 10;0;0
16-06-2017;10 - 11;0;0
16-06-2017;11 - 12;0;0
16-06-2017;12 - 13;0;99,7
16-06-2017;13 - 14;0;95
16-06-2017;14 - 15;0;323,7
16-06-2017;15 - 16;0;413,9
16-06-2017;16 - 17;0;120,8
16-06-2017;17 - 18;0;0
16-06-2017;18 - 19;0;73,9
16-06-2017;19 - 20;0;0
16-06-2017;20 - 21;0;0
16-06-2017;21 - 22;0;0
16-06-2017;22 - 23;0;0
16-06-2017;23 - 00;0;0
17-06-2017;00 - 01;0;0
17-06-2017;01 - 02;0;0
17-06-2017;02 - 03;0;0
17-06-2017;03 - 04;0;0
17-06-2017;04 - 05;0;0
17-06-2017;05 - 06;0;0
17-06-2017;06 - 07;0;0
17-06-2017;07 - 08;0;0
17-06-2017;08 - 09;0;0
17-06-2017;09 - 10;0;0
17-06-2017;10 - 11;0;0
17-06-2017;11 - 12;0;0
17-06-2017;12 - 13;0;0
17-06-2017;13 - 14;0;0
17-06-2017;14 - 15;0;0
17-06-2017;15 - 16;0;0
17-06-2017;16 - 17;0;0
17-06-2017;17 - 18;0;0
17-06-2017;18 - 19;0;0
17-06-2017;19 - 20;0;0
17-06-2017;20 - 21;0;0
17-06-2017;21 - 22;0;0
17-06-2017;22 - 23;0;0
17-06-2017;23 - 00;0;0
18-06-2017;00 - 01;0;0
18-06-2017;01 - 02;0;0
18-06-2017;02 - 03;0;0
18-06-2017;03 - 04;0;0
18-06-2017;04 - 05;0;0
18-06-2017;05 - 06;0;0
18-06-2017;06 - 07;0;0
18-06-2017;07 - 08;0;0
18-06-2017;08 - 09;0;0
18-06-2017;09 - 10;0;0
18-06-2017;10 - 11;0;0
18-06-2017;11 - 12;0;0
18-06-2017;12 - 13;0;0
18-06-2017;13 - 14;0;0
18-06-2017;14 - 15;0;0
18-06-2017;15 - 16;0;0
18-06-2017;16 - 17;0;0
18-06-2017;17 - 18;0;0
18-06-2017;18 - 19;0;0
18-06-2017;19 - 20;0;0
18-06-2017;20 - 21;0;0
18-06-2017;21 - 22;0;0
18-06-2017;22 - 23;0;0
18-06-2017;23 - 00;0;0
19-06-2017;00 - 01;0;0
19-06-2017;01 - 02;0;0
19-06-2017;02 - 03;0;0
19-06-2017;03 - 04;0;0
19-06-2017;04 - 05;0;0
19-06-2017;05 - 06;0;0
19-06-2017;06 - 07;0;0
19-06-2017;07 - 08;0;0
19-06-2017;08 - 09;0;0
19-06-2017;09 - 10;0;0
19-06-2017;10 - 11;0;0
19-06-2017;11 - 12;0;0
19-06-2017;12 - 13;0;0
19-06-2017;13 - 14;0;0
19-06-2017;14 - 15;0;0
19-06-2017;15 - 16;0;0
19-06-2017;16 - 17;0;0
19-06-2017;17 - 18;0;0
19-06-2017;18 - 19;0;0
19-06-2017;19 - 20;0;0
19-06-2017;20 - 21;0;0
19-06-2017;21 - 22;0;0
19-06-2017;22 - 23;0;0
19-06-2017;23 - 00;0;0
20-06-2017;00 - 01;0;0
20-06-2017;01 - 02;0;0
20-06-2017;02 - 03;0;0
20-06-2017;03 - 04;0;0
20-06-2017;04 - 05;0;0
20-06-2017;05 - 06;0;0
20-06-2017;06 - 07;0;0
20-06-2017;07 - 08;0;0
20-06-2017;08 - 09;0;0
20-06-2017;09 - 10;0;0
20-06-2017;10 - 11;0;0
20-06-2017;11 - 12;0;0
20-06-2017;12 - 13;0;85,3
20-06-2017;13 - 14;0;289,8
20-06-2017;14 - 15;0;0
20-06-2017;15 - 16;0;0
20-06-2017;16 - 17;0;0
20-06-2017;17 - 18;0;0
20-06-2017;18 - 19;0;0
20-06-2017;19 - 20;0;0
20-06-2017;20 - 21;0;0
20-06-2017;21 - 22;0;0
20-06-2017;22 - 23;0;0
20-06-2017;23 - 00;0;0
21-06-2017;00 - 01;0;0
21-06-2017;01 - 02;0;0
21-06-2017;02 - 03;0;0
21-06-2017;03 - 04;0;0
21-06-2017;04 - 05;0;0
21-06-2017;05 - 06;0;0
21-06-2017;06 - 07;0;0
21-06-2017;07 - 08;0;0
21-06-2017;08 - 09;0;0
21-06-2017;09 - 10;0;0
21-06-2017;10 - 11;0;0
21-06-2017;11 - 12;0;0
21-06-2017;12 - 13;0;0
21-06-2017;13 - 14;0;0
21-06-2017;14 - 15;0;0
21-06-2017;15 - 16;0;0
21-06-2017;16 - 17;0;0
21-06-2017;17 - 18;0;0
21-06-2017;18 - 19;0;0
21-06-2017;19 - 20;0;0
21-06-2017;20 - 21;0;0
21-06-2017;21 - 22;0;0
21-06-2017;22 - 23;0;0
21-06-2017;23 - 00;0;0
22-06-2017;00 - 01;0;0
22-06-2017;01 - 02;0;0
22-06-2017;02 - 03;0;0
22-06-2017;03 - 04;0;0
22-06-2017;04 - 05;0;0
22-06-2017;05 - 06;0;0
22-06-2017;06 - 07;0;0
22-06-2017;07 - 08;0;0
22-06-2017;08 - 09;0;0
22-06-2017;09 - 10;0;0
22-06-2017;10 - 11;0;0
22-06-2017;11 - 12;0;0
22-06-2017;12 - 13;0;0
22-06-2017;13 - 14;0;0
22-06-2017;14 - 15;0;0
22-06-2017;15 - 16;0;0
22-06-2017;16 - 17;0;0
22-06-2017;17 - 18;0;0
22-06-2017;18 - 19;0;0
22-06-2017;19 - 20;0;0
22-06-2017;20 - 21;0;0
22-06-2017;21 - 22;0;0
22-06-2017;22 - 23;0;0
22-06-2017;23 - 00;0;0
23-06-2017;00 - 01;0;0
23-06-2017;01 - 02;0;0
23-06-2017;02 - 03;0;0
23-06-2017;03 - 04;0;0
23-06-2017;04 - 05;0;0
23-06-2017;05 - 06;0;0
23-06-2017;06 - 07;0;239,7
23-06-2017;07 - 08;0;166,2
23-06-2017;08 - 09;0;85,2
23-06-2017;09 - 10;0;42,8
23-06-2017;10 - 11;0;95,3
23-06-2017;11 - 12;0;0
23-06-2017;12 - 13;0;411,8
23-06-2017;13 - 14;0;286,1
23-06-2017;14 - 15;0;0
23-06-2017;15 - 16;0;0
23-06-2017;16 - 17;0;292,2
23-06-2017;17 - 18;0;0
23-06-2017;18 - 19;0;0
23-06-2017;19 - 20;0;0
23-06-2017;20 - 21;0;0
23-06-2017;21 - 22;0;0
23-06-2017;22 - 23;0;0
23-06-2017;23 - 00;0;0
24-06-2017;00 - 01;0;0
24-06-2017;01 - 02;0;0
24-06-2017;02 - 03;0;0
24-06-2017;03 - 04;0;0
24-06-2017;04 - 05;0;0
24-06-2017;05 - 06;0;0
24-06-2017;06 - 07;0;0
24-06-2017;07 - 08;0;0
24-06-2017;08 - 09;0;0
24-06-2017;09 - 10;0;0
24-06-2017;10 - 11;0;0
24-06-2017;11 - 12;0;0
24-06-2017;12 - 13;0;0
24-06-2017;13 - 14;0;0
24-06-2017;14 - 15;0;0
24-06-2017;15 - 16;0;0
24-06-2017;16 - 17;0;0
24-06-2017;17 - 18;0;423,5
24-06-2017;18 - 19;0;0
24-06-2017;19 - 20;0;0
24-06-2017;20 - 21;0;0
24-06-2017;21 - 22;0;0
24-06-2017;22 - 23;0;0
24-06-2017;23 - 00;0;0
25-06-2017;00 - 01;0;0
25-06-2017;01 - 02;0;0
25-06-2017;02 - 03;0;0
25-06-2017;03 - 04;0;0
25-06-2017;04 - 05;0;0
25-06-2017;05 - 06;0;0
25-06-2017;06 - 07;0;0
25-06-2017;07 - 08;0;0
25-06-2017;08 - 09;0;0
25-06-2017;09 - 10;0;0
25-06-2017;10 - 11;0;0
25-06-2017;11 - 12;0;0
25-06-2017;12 - 13;0;0
25-06-2017;13 - 14;0;266,2
25-06-2017;14 - 15;0;0
25-06-2017;15 - 16;0;0
25-06-2017;16 - 17;0;0
25-06-2017;17 - 18;0;0
25-06-2017;18 - 19;0;0
25-06-2017;19 - 20;0;0
25-06-2017;20 - 21;0;0
25-06-2017;21 - 22;0;0
25-06-2017;22 - 23;0;0
25-06-2017;23 - 00;0;0
26-06-2017;00 - 01;0;0
26-06-2017;01 - 02;0;0
26-06-2017;02 - 03;0;0
26-06-2017;03 - 04;0;0
26-06-2017;04 - 05;0;0
26-06-2017;05 - 06;0;0
26-06-2017;06 - 07;0;0
26-06-2017;07 - 08;0;0
26-06-2017;08 - 09;0;0
26-06-2017;09 - 10;0;0
26-06-2017;10 - 11;0;0
26-06-2017;11 - 12;0;0
26-06-2017;12 - 13;0;0
26-06-2017;13 - 14;0;0
26-06-2017;14 - 15;0;0
26-06-2017;15 - 16;0;0
26-06-2017;16 - 17;0;0
26-06-2017;17 - 18;0;0
26-06-2017;18 - 19;0;0
26-06-2017;19 - 20;0;0
26-06-2017;20 - 21;0;0
26-06-2017;21 - 22;0;0
26-06-2017;22 - 23;0;0
26-06-2017;23 - 00;0;0
27-06-2017;00 - 01;0;0
27-06-2017;01 - 02;0;0
27-06-2017;02 - 03;0;0
27-06-2017;03 - 04;0;0
27-06-2017;04 - 05;0;0
27-06-2017;05 - 06;0;0
27-06-2017;06 - 07;0,7;0
27-06-2017;07 - 08;0;0
27-06-2017;08 - 09;0;0
27-06-2017;09 - 10;0;0
27-06-2017;10 - 11;0;0
27-06-2017;11 - 12;0;0
27-06-2017;12 - 13;0;0
27-06-2017;13 - 14;0;0
27-06-2017;14 - 15;0;0
27-06-2017;15 - 16;0;0
27-06-2017;16 - 17;0;0
27-06-2017;17 - 18;0;0
27-06-2017;18 - 19;0;0
27-06-2017;19 - 20;0;0
27-06-2017;20 - 21;0;0
27-06-2017;21 - 22;0;0
27-06-2017;22 - 23;0;0
27-06-2017;23 - 00;0;0
28-06-2017;00 - 01;0;0
28-06-2017;01 - 02;0;0
28-06-2017;02 - 03;0;0
28-06-2017;03 - 04;0;0
28-06-2017;04 - 05;0;0
28-06-2017;05 - 06;0;0
28-06-2017;06 - 07;0;0
28-06-2017;07 - 08;0;0
28-06-2017;08 - 09;0;0
28-06-2017;09 - 10;0;0
28-06-2017;10 - 11;0;0
28-06-2017;11 - 12;0;0
28-06-2017;12 - 13;0;0
28-06-2017;13 - 14;0;310,8
28-06-2017;14 - 15;0;158,5
28-06-2017;15 - 16;0;176
28-06-2017;16 - 17;0;0
28-06-2017;17 - 18;0;0
28-06-2017;18 - 19;0;0
28-06-2017;19 - 20;0;0
28-06-2017;20 - 21;0;0
28-06-2017;21 - 22;0;0
28-06-2017;22 - 23;0;0
28-06-2017;23 - 00;0;0
29-06-2017;00 - 01;0;0
29-06-2017;01 - 02;0;0
29-06-2017;02 - 03;0;0
29-06-2017;03 - 04;0;0
29-06-2017;04 - 05;0;0
29-06-2017;05 - 06;0;0
29-06-2017;06 - 07;0;0
29-06-2017;07 - 08;0;0
29-06-2017;08 - 09;0;0
29-06-2017;09 - 10;0;0
29-06-2017;10 - 11;0;0
29-06-2017;11 - 12;0;0
29-06-2017;12 - 13;0;0
29-06-2017;13 - 14;0;0
29-06-2017;14 - 15;0;0
29-06-2017;15 - 16;0;0
29-06-2017;16 - 17;58;0
29-06-2017;17 - 18;0;0
29-06-2017;18 - 19;0;0
29-06-2017;19 - 20;0;0
29-06-2017;20 - 21;0;0
29-06-2017;21 - 22;0;0
29-06-2017;22 - 23;0;0
29-06-2017;23 - 00;0;0
30-06-2017;00 - 01;0;0
30-06-2017;01 - 02;0;0
30-06-2017;02 - 03;0;0
30-06-2017;03 - 04;0;0
30-06-2017;04 - 05;0;0
30-06-2017;05 - 06;0;0
30-06-2017;06 - 07;0;0
30-06-2017;07 - 08;0;0
30-06-2017;08 - 09;0;0
30-06-2017;09 - 10;0;0
30-06-2017;10 - 11;0;0
30-06-2017;11 - 12;0;0
30-06-2017;12 - 13;0;0
30-06-2017;13 - 14;0;0
30-06-2017;14 - 15;0;0
30-06-2017;15 - 16;0;0
30-06-2017;16 - 17;0;0
30-06-2017;17 - 18;0;0
30-06-2017;18 - 19;0;0
30-06-2017;19 - 20;0;0
30-06-2017;20 - 21;0;0
30-06-2017;21 - 22;0;0
30-06-2017;22 - 23;0;0
30-06-2017;23 - 00;0;0
01-07-2017;00 - 01;0;0
01-07-2017;01 - 02;0;0
01-07-2017;02 - 03;0;0
01-07-2017;03 - 04;0;0
01-07-2017;04 - 05;0;0
01-07-2017;05 - 06;0;0
01-07-2017;06 - 07;0;0
01-07-2017;07 - 08;0;0
01-07-2017;08 - 09;0;0
01-07-2017;09 - 10;0;0
01-07-2017;10 - 11;0;0
01-07-2017;11 - 12;0;0
01-07-2017;12 - 13;0;0
01-07-2017;13 - 14;0;0
01-07-2017;14 - 15;0;0
01-07-2017;15 - 16;0;0
01-07-2017;16 - 17;0;0
01-07-2017;17 - 18;0;0
01-07-2017;18 - 19;0;0
01-07-2017;19 - 20;0;0
01-07-2017;20 - 21;0;0
01-07-2017;21 - 22;0;0
01-07-2017;22 - 23;0;0
01-07-2017;23 - 00;0;0
02-07-2017;00 - 01;0;0
02-07-2017;01 - 02;0;0
02-07-2017;02 - 03;0;0
02-07-2017;03 - 04;0;0
02-07-2017;04 - 05;0;0
02-07-2017;05 - 06;0;0
02-07-2017;06 - 07;0;0
02-07-2017;07 - 08;0;0
02-07-2017;08 - 09;0;0
02-07-2017;09 - 10;0;0
02-07-2017;10 - 11;0;0
02-07-2017;11 - 12;0;0
02-07-2017;12 - 13;0;0
02-07-2017;13 - 14;0;0
02-07-2017;14 - 15;0;0
02-07-2017;15 - 16;0;0
02-07-2017;16 - 17;0;0
02-07-2017;17 - 18;0;0
02-07-2017;18 - 19;0;0
02-07-2017;19 - 20;0;0
02-07-2017;20 - 21;0;0
02-07-2017;21 - 22;0;0
02-07-2017;22 - 23;0;0
02-07-2017;23 - 00;0;0
03-07-2017;00 - 01;0;0
03-07-2017;01 - 02;0;0
03-07-2017;02 - 03;0;0
03-07-2017;03 - 04;0;0
03-07-2017;04 - 05;0;0
03-07-2017;05 - 06;0;0
03-07-2017;06 - 07;0;0
03-07-2017;07 - 08;0;0
03-07-2017;08 - 09;0;0
03-07-2017;09 - 10;0;0
03-07-2017;10 - 11;0;0
03-07-2017;11 - 12;0;0
03-07-2017;12 - 13;0;0
03-07-2017;13 - 14;0;0
03-07-2017;14 - 15;0;0
03-07-2017;15 - 16;0;0
03-07-2017;16 - 17;0;0
03-07-2017;17 - 18;0;0
03-07-2017;18 - 19;0;0
03-07-2017;19 - 20;0;0
03-07-2017;20 - 21;0;0
03-07-2017;21 - 22;0;0
03-07-2017;22 - 23;0;0
03-07-2017;23 - 00;0;0
04-07-2017;00 - 01;0;0
04-07-2017;01 - 02;0;0
04-07-2017;02 - 03;0;37,5
04-07-2017;03 - 04;0;0
04-07-2017;04 - 05;0;0
04-07-2017;05 - 06;0;0
04-07-2017;06 - 07;0;0
04-07-2017;07 - 08;0;0
04-07-2017;08 - 09;0;0
04-07-2017;09 - 10;0;0
04-07-2017;10 - 11;0;417,4
04-07-2017;11 - 12;0;0
04-07-2017;12 - 13;0;216,7
04-07-2017;13 - 14;0;0
04-07-2017;14 - 15;0;0
04-07-2017;15 - 16;0;0
04-07-2017;16 - 17;0;0
04-07-2017;17 - 18;0;0
04-07-2017;18 - 19;0;0
04-07-2017;19 - 20;0;0
04-07-2017;20 - 21;0;0
04-07-2017;21 - 22;0;0
04-07-2017;22 - 23;0;0
04-07-2017;23 - 00;0;0
05-07-2017;00 - 01;0;0
05-07-2017;01 - 02;0;0
05-07-2017;02 - 03;0;0
05-07-2017;03 - 04;0;0
05-07-2017;04 - 05;0;0
05-07-2017;05 - 06;0;0
05-07-2017;06 - 07;0;0
05-07-2017;07 - 08;0;0
05-07-2017;08 - 09;0;0
05-07-2017;09 - 10;0;0
05-07-2017;10 - 11;0;0
05-07-2017;11 - 12;0;0
05-07-2017;12 - 13;0;0
05-07-2017;13 - 14;0;0
05-07-2017;14 - 15;0;0
05-07-2017;15 - 16;0;0
05-07-2017;16 - 17;0;0
05-07-2017;17 - 18;0;0
05-07-2017;18 - 19;0;0
05-07-2017;19 - 20;0;0
05-07-2017;20 - 21;0;0
05-07-2017;21 - 22;0;0
05-07-2017;22 - 23;0;0
05-07-2017;23 - 00;0;0
06-07-2017;00 - 01;0;0
06-07-2017;01 - 02;0;0
06-07-2017;02 - 03;0;0
06-07-2017;03 - 04;0;0
06-07-2017;04 - 05;0;0
06-07-2017;05 - 06;0;0
06-07-2017;06 - 07;0;0
06-07-2017;07 - 08;0;0
06-07-2017;08 - 09;0;0
06-07-2017;09 - 10;0;0
06-07-2017;10 - 11;0;0
06-07-2017;11 - 12;0;0
06-07-2017;12 - 13;0;0
06-07-2017;13 - 14;0;0
06-07-2017;14 - 15;0;0
06-07-2017;15 - 16;0;0
06-07-2017;16 - 17;0;0
06-07-2017;17 - 18;0;0
06-07-2017;18 - 19;0;0
06-07-2017;19 - 20;0;0
06-07-2017;20 - 21;0;0
06-07-2017;21 - 22;0;0
06-07-2017;22 - 23;0;0
06-07-2017;23 - 00;0;0
07-07-2017;00 - 01;0;0
07-07-2017;01 - 02;0;0
07-07-2017;02 - 03;0;0
07-07-2017;03 - 04;0;0
07-07-2017;04 - 05;0;0
07-07-2017;05 - 06;0;0
07-07-2017;06 - 07;0;0
07-07-2017;07 - 08;0;0
07-07-2017;08 - 09;0;0
07-07-2017;09 - 10;0;0
07-07-2017;10 - 11;0;0
07-07-2017;11 - 12;0;0
07-07-2017;12 - 13;0;0
07-07-2017;13 - 14;0;0
07-07-2017;14 - 15;0;133,3
07-07-2017;15 - 16;0;83,3
07-07-2017;16 - 17;0;0
07-07-2017;17 - 18;0;0
07-07-2017;18 - 19;0;0
07-07-2017;19 - 20;0;0
07-07-2017;20 - 21;0;0
07-07-2017;21 - 22;0;0
07-07-2017;22 - 23;0;0
07-07-2017;23 - 00;0;0
08-07-2017;00 - 01;0;0
08-07-2017;01 - 02;0;0
08-07-2017;02 - 03;0;0
08-07-2017;03 - 04;0;0
08-07-2017;04 - 05;0;0
08-07-2017;05 - 06;0;0
08-07-2017;06 - 07;0;0
08-07-2017;07 - 08;0;0
08-07-2017;08 - 09;0;0
08-07-2017;09 - 10;0;0
08-07-2017;10 - 11;0;0
08-07-2017;11 - 12;0;0
08-07-2017;12 - 13;0;0
08-07-2017;13 - 14;0;0
08-07-2017;14 - 15;0;0
08-07-2017;15 - 16;0;0
08-07-2017;16 - 17;0;0
08-07-2017;17 - 18;0;0
08-07-2017;18 - 19;0;0
08-07-2017;19 - 20;0;0
08-07-2017;20 - 21;0;0
08-07-2017;21 - 22;0;0
08-07-2017;22 - 23;0;0
08-07-2017;23 - 00;0;0
09-07-2017;00 - 01;0;0
09-07-2017;01 - 02;0;0
09-07-2017;02 - 03;0;0
09-07-2017;03 - 04;0;0
09-07-2017;04 - 05;0;0
09-07-2017;05 - 06;0;0
09-07-2017;06 - 07;0;0
09-07-2017;07 - 08;0;0
09-07-2017;08 - 09;0;0
09-07-2017;09 - 10;0;0
09-07-2017;10 - 11;0;0
09-07-2017;11 - 12;0;0
09-07-2017;12 - 13;0;0
09-07-2017;13 - 14;0;0
09-07-2017;14 - 15;0;0
09-07-2017;15 - 16;0;0
09-07-2017;16 - 17;0;0
09-07-2017;17 - 18;0;0
09-07-2017;18 - 19;0;0
09-07-2017;19 - 20;0;0
09-07-2017;20 - 21;0;0
09-07-2017;21 - 22;0;0
09-07-2017;22 - 23;0;0
09-07-2017;23 - 00;0;0
10-07-2017;00 - 01;0;0
10-07-2017;01 - 02;0;0
10-07-2017;02 - 03;0;0
10-07-2017;03 - 04;0;0
10-07-2017;04 - 05;0;0
10-07-2017;05 - 06;0;0
10-07-2017;06 - 07;0;0
10-07-2017;07 - 08;0;0
10-07-2017;08 - 09;0;0
10-07-2017;09 - 10;0;0
10-07-2017;10 - 11;0;0
10-07-2017;11 - 12;0;0
10-07-2017;12 - 13;0;0
10-07-2017;13 - 14;0;0
10-07-2017;14 - 15;0;0
10-07-2017;15 - 16;0;0
10-07-2017;16 - 17;0;0
10-07-2017;17 - 18;0;0
10-07-2017;18 - 19;0;0
10-07-2017;19 - 20;0;0
10-07-2017;20 - 21;0;0
10-07-2017;21 - 22;0;0
10-07-2017;22 - 23;0;0
10-07-2017;23 - 00;0;0
11-07-2017;00 - 01;0;0
11-07-2017;01 - 02;0;0
11-07-2017;02 - 03;0;0
11-07-2017;03 - 04;0;0
11-07-2017;04 - 05;0;0
11-07-2017;05 - 06;0;0
11-07-2017;06 - 07;0;0
11-07-2017;07 - 08;0;0
11-07-2017;08 - 09;0;0
11-07-2017;09 - 10;0;0
11-07-2017;10 - 11;0;0
11-07-2017;11 - 12;0;0
11-07-2017;12 - 13;0;0
11-07-2017;13 - 14;0;0
11-07-2017;14 - 15;0;0
11-07-2017;15 - 16;0;0
11-07-2017;16 - 17;0;0
11-07-2017;17 - 18;0;0
11-07-2017;18 - 19;0;0
11-07-2017;19 - 20;0;0
11-07-2017;20 - 21;0;0
11-07-2017;21 - 22;0;0
11-07-2017;22 - 23;0;0
11-07-2017;23 - 00;0;0
12-07-2017;00 - 01;0;0
12-07-2017;01 - 02;0;0
12-07-2017;02 - 03;0;0
12-07-2017;03 - 04;0;0
12-07-2017;04 - 05;0;0
12-07-2017;05 - 06;0;0
12-07-2017;06 - 07;0;0
12-07-2017;07 - 08;0;0
12-07-2017;08 - 09;0;0
12-07-2017;09 - 10;0;0
12-07-2017;10 - 11;0;0
12-07-2017;11 - 12;0;0
12-07-2017;12 - 13;0;0
12-07-2017;13 - 14;0;0
12-07-2017;14 - 15;0;0
12-07-2017;15 - 16;0;0
12-07-2017;16 - 17;0;0
12-07-2017;17 - 18;0;0
12-07-2017;18 - 19;0;63
12-07-2017;19 - 20;0;0
12-07-2017;20 - 21;0;44
12-07-2017;21 - 22;0;0
12-07-2017;22 - 23;0;0
12-07-2017;23 - 00;0;0
13-07-2017;00 - 01;0;0
13-07-2017;01 - 02;0;0
13-07-2017;02 - 03;0;0
13-07-2017;03 - 04;0;0
13-07-2017;04 - 05;0;0
13-07-2017;05 - 06;0;0
13-07-2017;06 - 07;0;0
13-07-2017;07 - 08;0;0
13-07-2017;08 - 09;0;0
13-07-2017;09 - 10;0;0
13-07-2017;10 - 11;0;0
13-07-2017;11 - 12;0;0
13-07-2017;12 - 13;0;0
13-07-2017;13 - 14;0;0
13-07-2017;14 - 15;0;0
13-07-2017;15 - 16;0;0
13-07-2017;16 - 17;0;0
13-07-2017;17 - 18;0;0
13-07-2017;18 - 19;0;0
13-07-2017;19 - 20;0;0
13-07-2017;20 - 21;0;0
13-07-2017;21 - 22;0;0
13-07-2017;22 - 23;0;0
13-07-2017;23 - 00;0;0
14-07-2017;00 - 01;0;0
