;Hours;Price up;Price down;Dominating direction;Imbalance price consumption;Imbalance price production purchase;Imbalance price production sale;Volume up;Volume down
14-12-2017;19 - 20;245,59;235,02;U;245,59;245,59;235,02;0;0
14-12-2017;20 - 21;226,53;226,53;;226,53;226,53;226,53;0;0
14-12-2017;21 - 22;234,78;223,78;U;234,78;234,78;223,78;0;0
14-12-2017;22 - 23;234,78;218,94;U;234,78;234,78;218,94;0;0
14-12-2017;23 - 00;234,78;210,31;U;234,78;234,78;210,31;0;0
15-12-2017;00 - 01;228,78;213,33;U;228,78;228,78;213,33;0;0
15-12-2017;01 - 02;223,31;211,47;U;223,31;223,31;211,47;0;0
15-12-2017;02 - 03;210,28;210,28;;210,28;210,28;210,28;0;0
15-12-2017;03 - 04;223,31;210,5;U;223,31;223,31;210,5;0;0
15-12-2017;04 - 05;223,31;215,04;U;223,31;223,31;215,04;0;0
15-12-2017;05 - 06;225,09;225,09;;225,09;225,09;225,09;0;0
15-12-2017;06 - 07;268,19;268,19;;268,19;268,19;268,19;0;0
15-12-2017;07 - 08;462;384,38;U;462;462;384,38;18;0
15-12-2017;08 - 09;396,56;394,58;U;396,56;396,56;394,58;0;0
15-12-2017;09 - 10;391,75;391,75;;391,75;391,75;391,75;0;0
15-12-2017;10 - 11;600;360,41;U;600;600;360,41;89;0
15-12-2017;11 - 12;467;335,4;U;467;467;335,4;24;0
15-12-2017;12 - 13;398,97;350,29;U;398,97;398,97;350,29;0;0
15-12-2017;13 - 14;364,73;348,13;U;364,73;364,73;348,13;23;0
15-12-2017;14 - 15;364,73;349,77;U;364,73;364,73;349,77;59;0
15-12-2017;15 - 16;364,73;294,39;U;364,73;364,73;294,39;92;0
15-12-2017;16 - 17;350,8;325,28;U;350,8;350,8;325,28;28;0
15-12-2017;17 - 18;299,9;299,9;;299,9;299,9;299,9;0;0
15-12-2017;18 - 19;268,41;268,41;;268,41;268,41;268,41;0;0
15-12-2017;19 - 20;246,01;246,01;;246,01;246,01;246,01;0;0
15-12-2017;20 - 21;232,31;232,31;;232,31;232,31;232,31;0;0
15-12-2017;21 - 22;227,32;227,32;;227,32;227,32;227,32;0;0
15-12-2017;22 - 23;221,52;221,52;;221,52;221,52;221,52;0;0
15-12-2017;23 - 00;216,16;216,16;;216,16;216,16;216,16;0;0
16-12-2017;00 - 01;222,88;222,88;;222,88;222,88;222,88;0;0
16-12-2017;01 - 02;216,48;216,48;;216,48;216,48;216,48;0;0
16-12-2017;02 - 03;215,66;215,66;;215,66;215,66;215,66;0;0
16-12-2017;03 - 04;215,14;215,14;;215,14;215,14;215,14;0;0
16-12-2017;04 - 05;228,64;215,88;U;228,64;228,64;215,88;0;0
16-12-2017;05 - 06;241,94;217,97;U;241,94;241,94;217,97;0;0
16-12-2017;06 - 07;241,94;224,82;U;241,94;241,94;224,82;0;0
16-12-2017;07 - 08;241,94;228,02;U;241,94;241,94;228,02;0;0
16-12-2017;08 - 09;241,94;228,61;U;241,94;241,94;228,61;0;0
16-12-2017;09 - 10;231,89;231,89;;231,89;231,89;231,89;0;0
16-12-2017;10 - 11;266,75;236,36;U;266,75;266,75;236,36;51;0
16-12-2017;11 - 12;266,75;238,96;U;266,75;266,75;238,96;28;0
16-12-2017;12 - 13;247;234,94;U;247;247;234,94;33;0
16-12-2017;13 - 14;240,45;232,93;U;240,45;240,45;232,93;0;0
16-12-2017;14 - 15;234,42;217,37;D;217,37;234,42;217,37;0;0
16-12-2017;15 - 16;240,38;217,37;D;217,37;240,38;217,37;0;0
16-12-2017;16 - 17;252,73;252,73;;252,73;252,73;252,73;0;0
16-12-2017;17 - 18;265,46;265,46;;265,46;265,46;265,46;0;0
16-12-2017;18 - 19;246,85;246,85;;246,85;246,85;246,85;0;0
16-12-2017;19 - 20;235,69;235,69;;235,69;235,69;235,69;0;0
16-12-2017;20 - 21;228,54;228,54;;228,54;228,54;228,54;0;0
16-12-2017;21 - 22;227,42;227,42;;227,42;227,42;227,42;0;0
16-12-2017;22 - 23;224;224;;224;224;224;0;0
16-12-2017;23 - 00;216,03;216,03;;216,03;216,03;216,03;0;0
17-12-2017;00 - 01;215,15;215,15;;215,15;215,15;215,15;0;0
17-12-2017;01 - 02;209,94;209,94;;209,94;209,94;209,94;0;0
17-12-2017;02 - 03;209,94;209,94;;209,94;209,94;209,94;0;0
17-12-2017;03 - 04;208,01;208,01;;208,01;208,01;208,01;0;0
17-12-2017;04 - 05;210,02;185,06;D;185,06;210,02;185,06;0;0
17-12-2017;05 - 06;211,28;185,06;D;185,06;211,28;185,06;0;0
17-12-2017;06 - 07;212,77;185,06;D;185,06;212,77;185,06;0;0
17-12-2017;07 - 08;218,88;196,39;D;196,39;218,88;196,39;0;0
17-12-2017;08 - 09;239,95;200,17;U;239,95;239,95;233,62;0;0
17-12-2017;09 - 10;301,91;258,93;U;301,91;301,91;258,93;138;0
17-12-2017;10 - 11;283,8;283,8;;283,8;283,8;283,8;0;0
17-12-2017;11 - 12;315,88;315,88;;315,88;315,88;315,88;0;0
17-12-2017;12 - 13;309,48;309,48;;309,48;309,48;309,48;0;0
17-12-2017;13 - 14;290,79;290,79;;290,79;290,79;290,79;0;0
17-12-2017;14 - 15;241,71;235,78;U;241,71;241,71;235,78;18;0
17-12-2017;15 - 16;253,12;240,02;U;253,12;253,12;240,02;12;0
17-12-2017;16 - 17;247,91;247,02;U;247,91;247,91;247,02;0;0
17-12-2017;17 - 18;247,24;219,05;D;219,05;247,24;219,05;0;0
17-12-2017;18 - 19;238,98;205,48;D;205,48;238,98;205,48;0;0
17-12-2017;19 - 20;232,58;206,97;D;206,97;232,58;206,97;0;0
17-12-2017;20 - 21;227,29;200,27;D;200,27;227,29;200,27;0;0
17-12-2017;21 - 22;225,13;203,94;D;203,94;225,13;203,94;0;0
17-12-2017;22 - 23;220,96;203,94;D;203,94;220,96;203,94;0;0
17-12-2017;23 - 00;212,85;203,94;D;203,94;212,85;203,94;0;0
18-12-2017;00 - 01;230,79;210,09;U;230,79;230,79;210,09;30;0
18-12-2017;01 - 02;222,83;207,71;U;222,83;222,83;207,71;0;0
18-12-2017;02 - 03;222,83;205,1;U;222,83;222,83;205,1;0;0
18-12-2017;03 - 04;222,83;203,91;U;222,83;222,83;203,91;9;0
18-12-2017;04 - 05;222,83;208,75;U;222,83;222,83;208,75;0;0
18-12-2017;05 - 06;211,95;211,95;;211,95;211,95;211,95;0;0
18-12-2017;06 - 07;245,83;245,83;;245,83;245,83;245,83;0;0
18-12-2017;07 - 08;299,43;299,43;;299,43;299,43;299,43;0;0
18-12-2017;08 - 09;572,36;353,11;U;572,36;572,36;353,11;101;0
18-12-2017;09 - 10;361,07;211,5;D;211,5;361,07;211,5;0;0
18-12-2017;10 - 11;281,12;201,01;D;201,01;281,12;201,01;0;0
18-12-2017;11 - 12;269,43;201,01;D;201,01;269,43;201,01;0;0
18-12-2017;12 - 13;284,91;203,94;D;203,94;284,91;203,94;0;0
18-12-2017;13 - 14;281,04;203,94;D;203,94;281,04;203,94;0;0
18-12-2017;14 - 15;313,28;203,94;D;203,94;313,28;203,94;0;0
18-12-2017;15 - 16;475,95;203,94;D;203,94;475,95;203,94;0;-11
18-12-2017;16 - 17;534,09;203,94;D;203,94;534,09;203,94;0;-60
18-12-2017;17 - 18;574,52;203,94;D;203,94;574,52;203,94;0;-61
18-12-2017;18 - 19;495,97;203,94;D;203,94;495,97;203,94;0;-82
18-12-2017;19 - 20;313,43;203,94;D;203,94;313,43;203,94;0;0
18-12-2017;20 - 21;249,85;203,94;D;203,94;249,85;203,94;0;0
18-12-2017;21 - 22;261,24;203,94;D;203,94;261,24;203,94;0;0
18-12-2017;22 - 23;247,99;201,01;D;201,01;247,99;201,01;0;0
18-12-2017;23 - 00;253,5;196,39;D;196,39;253,5;196,39;0;0
19-12-2017;00 - 01;235,99;201;U;235,99;235,99;226,61;0;0
19-12-2017;01 - 02;235,99;219,09;U;235,99;235,99;219,09;10;0
19-12-2017;02 - 03;235,99;218,5;U;235,99;235,99;218,5;10;0
19-12-2017;03 - 04;230,25;220,95;U;230,25;230,25;220,95;0;0
19-12-2017;04 - 05;235,02;235,02;;235,02;235,02;235,02;0;0
19-12-2017;05 - 06;242,99;242,99;;242,99;242,99;242,99;0;0
19-12-2017;06 - 07;274,7;274,7;;274,7;274,7;274,7;0;0
19-12-2017;07 - 08;495,28;495,28;;495,28;495,28;495,28;0;0
19-12-2017;08 - 09;558,78;558,78;;558,78;558,78;558,78;0;0
19-12-2017;09 - 10;559,9;238,97;D;238,97;559,9;238,97;0;-21
19-12-2017;10 - 11;494,84;233,01;D;233,01;494,84;233,01;0;-97
